Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000014.1_378211_378654_+	COG1302		1.5e-39	133.1
NZ_ATCL01000014.1_670005_670340_+	COG1302		1.1e-19	68.3
NZ_ATCL01000014.1_377416_377958_+	COG1302		1.2e-15	55.0
NZ_ATCL01000022.1_101471_102454_-	COG1304		2e-23	75.8
NZ_ATCL01000002.1_4649_6745_-	COG1305		2e-47	159.5
NZ_ATCL01000014.1_676881_677729_+	COG1307		5.8e-116	385.0
NZ_ATCL01000022.1_66131_66994_+	COG1307		7.6e-100	331.9
NZ_ATCL01000014.1_174426_175271_-	COG1307		3.4e-94	313.3
NZ_ATCL01000014.1_610814_611644_+	COG1307		1.1e-87	291.9
NZ_ATCL01000014.1_604575_605426_+	COG1307		6.4e-80	266.2
NZ_ATCL01000009.1_59333_59557_+	COG1314		1.5e-17	61.6
NZ_ATCL01000014.1_673064_674086_-	COG1316		1.2e-99	332.0
NZ_ATCL01000014.1_381718_382671_+	COG1316		3.4e-95	317.3
NZ_ATCL01000014.1_383642_384616_+	COG1316		1.9e-93	311.5
NZ_ATCL01000003.1_39848_40951_+	COG1316		1.1e-83	279.4
NZ_ATCL01000003.1_93423_94664_+	COG1316		8.7e-65	216.3
NZ_ATCL01000020.1_379018_379740_+	COG1317		4.2e-30	102.8
NZ_ATCL01000020.1_82137_82496_+	COG1320		1.8e-42	143.0
NZ_ATCL01000020.1_935204_935638_-	COG1321		1.1e-51	173.4
NZ_ATCL01000009.1_248469_248936_+	COG1327		1.3e-71	237.7
NZ_ATCL01000020.1_535591_537441_+	COG1328		1.1e-176	586.9
NZ_ATCL01000022.1_74088_74612_-	COG1329		3.5e-46	155.3
NZ_ATCL01000020.1_855514_857061_-	COG1333		2e-110	367.1
NZ_ATCL01000009.1_618_974_+	COG1334		1.9e-20	71.2
NZ_ATCL01000022.1_324183_324716_-	COG1335		5.8e-48	161.0
NZ_ATCL01000008.1_45507_46085_+	COG1335		5.1e-47	158.0
NZ_ATCL01000020.1_1563_2111_-	COG1335		2.1e-44	149.4
NZ_ATCL01000020.1_282792_283283_+	COG1335		3.7e-36	122.5
NZ_ATCL01000020.1_387952_388617_+	COG1338		1.5e-107	356.9
NZ_ATCL01000014.1_702513_703355_+	COG1344		3.4e-103	342.8
NZ_ATCL01000009.1_7023_7847_-	COG1344		2.5e-84	280.7
NZ_ATCL01000014.1_690962_691894_+	COG1344		6.9e-77	256.2
NZ_ATCL01000009.1_987_2666_+	COG1345		7.2e-106	352.0
NZ_ATCL01000022.1_202498_203172_-	COG1346		1e-69	233.2
NZ_ATCL01000020.1_584848_585597_+	COG1349		2.1e-89	296.9
NZ_ATCL01000020.1_796543_797547_-	COG1349		1.8e-65	218.3
NZ_ATCL01000009.1_175313_175534_-	COG1349		2.1e-13	47.2
NZ_ATCL01000020.1_348160_348729_+	COG1349		5e-09	32.5
NZ_ATCL01000020.1_458192_458989_+	COG1352		2.2e-99	331.1
NZ_ATCL01000020.1_859129_859911_-	COG1354		7e-80	265.9
NZ_ATCL01000020.1_414827_415123_+	COG1358		7.9e-35	117.5
NZ_ATCL01000014.1_11058_11342_+	COG1359		9e-36	121.2
NZ_ATCL01000020.1_64635_64928_-	COG1359		2.8e-27	93.2
NZ_ATCL01000014.1_697333_697626_+	COG1359		6.1e-19	65.7
NZ_ATCL01000022.1_281692_282468_-	COG1360		2.1e-67	226.0
NZ_ATCL01000009.1_257092_258171_+	COG1363		7.8e-147	486.3
NZ_ATCL01000009.1_186900_188006_+	COG1363		1.7e-137	455.6
NZ_ATCL01000009.1_360134_361156_+	COG1363		2.1e-106	353.1
NZ_ATCL01000022.1_327147_328364_+	COG1364		7.9e-168	555.7
NZ_ATCL01000022.1_338400_338726_+	COG1366		1.9e-28	97.2
NZ_ATCL01000014.1_12261_14090_-	COG1368		1.3e-136	454.4
NZ_ATCL01000004.1_3_608_-	COG1368		4.2e-74	247.8
NZ_ATCL01000020.1_1_525_+	COG1368		1.2e-43	147.1
NZ_ATCL01000020.1_946619_947146_-	COG1368		3.3e-43	145.6
NZ_ATCL01000009.1_362645_363484_+	COG1368		9.7e-37	124.2
NZ_ATCL01000020.1_389665_390756_+	COG1377		2.3e-154	511.9
NZ_ATCL01000022.1_203169_203534_-	COG1380		1.5e-40	135.5
NZ_ATCL01000009.1_312346_313095_+	COG1381		2.8e-72	240.9
NZ_ATCL01000009.1_289334_290080_+	COG1385		9.1e-77	255.1
NZ_ATCL01000020.1_858558_859151_-	COG1386		9.3e-64	213.0
NZ_ATCL01000020.1_509187_510062_-	COG1387		3.1e-43	145.5
NZ_ATCL01000020.1_288710_289294_+	COG1399		1.1e-32	111.0
NZ_ATCL01000020.1_24346_25203_-	COG1408		3.2e-71	237.9
NZ_ATCL01000020.1_234652_235791_+	COG1413		3.7e-22	76.4
NZ_ATCL01000012.1_46850_48556_-	COG1413		1.8e-09	32.4
NZ_ATCL01000020.1_901893_902480_-	COG1418		1.9e-29	100.2
NZ_ATCL01000020.1_209366_209899_-	COG1418		2.1e-22	77.1
NZ_ATCL01000020.1_392819_393868_+	COG1419		3.5e-113	377.0
NZ_ATCL01000009.1_283689_284711_+	COG1420		8.7e-118	391.0
NZ_ATCL01000020.1_846177_847049_-	COG1426		3.7e-47	159.1
NZ_ATCL01000007.1_4964_5635_+	COG1428		2.5e-95	317.2
NZ_ATCL01000007.1_4332_4967_+	COG1428		5.4e-87	289.8
NZ_ATCL01000014.1_573687_574190_+	COG1434		1.3e-35	120.6
NZ_ATCL01000014.1_231779_232390_+	COG1435		2.6e-92	307.1
NZ_ATCL01000020.1_921658_922107_-	COG1438		2.4e-60	200.6
NZ_ATCL01000008.1_6130_6438_+	COG1440		4e-48	162.0
NZ_ATCL01000022.1_166500_166796_+	COG1440		3.5e-41	139.2
NZ_ATCL01000014.1_525872_526168_-	COG1440		6.9e-33	111.9
NZ_ATCL01000014.1_31840_32433_+	COG1443		1.1e-48	164.0
NZ_ATCL01000022.1_57106_57651_+	COG1443		3.2e-47	159.2
NZ_ATCL01000022.1_57644_58219_+	COG1443		2.5e-45	152.8
NZ_ATCL01000014.1_27732_28232_+	COG1443		7.7e-32	108.5
NZ_ATCL01000020.1_586520_588427_+	COG1445		3e-277	919.4
NZ_ATCL01000014.1_420394_421812_+	COG1445		5.3e-209	693.6
NZ_ATCL01000014.1_526165_526497_-	COG1447		1.3e-39	131.7
NZ_ATCL01000022.1_166801_167145_+	COG1447		3e-32	107.8
NZ_ATCL01000008.1_5786_6133_+	COG1447		9e-29	96.7
NZ_ATCL01000020.1_707276_707992_+	COG1451		6e-66	220.0
NZ_ATCL01000020.1_579772_582363_+	COG1454		1.6e-215	714.1
NZ_ATCL01000022.1_167151_168479_+	COG1455		6.6e-165	547.1
NZ_ATCL01000008.1_7872_9200_+	COG1455		4.5e-149	494.8
NZ_ATCL01000014.1_526494_527813_-	COG1455		3.4e-146	485.3
NZ_ATCL01000020.1_123661_124878_+	COG1459		5.4e-139	460.8
NZ_ATCL01000020.1_942819_943796_-	COG1459		6e-36	121.3
NZ_ATCL01000020.1_342733_344424_+	COG1461		4.8e-232	769.2
NZ_ATCL01000009.1_99698_100531_+	COG1464		1.2e-113	376.8
NZ_ATCL01000020.1_714900_715721_-	COG1464		1.1e-109	363.8
NZ_ATCL01000022.1_77573_78391_+	COG1464		1.7e-98	327.0
NZ_ATCL01000009.1_274303_275322_+	COG1466		4.3e-93	309.9
NZ_ATCL01000014.1_138807_139715_-	COG1469		1.6e-91	303.8
NZ_ATCL01000014.1_172425_174374_+	COG1472		2.7e-154	513.0
NZ_ATCL01000022.1_50919_53693_+	COG1472		1.3e-152	267.8
NZ_ATCL01000022.1_50919_53693_+	COG1472		1.3e-152	246.3
NZ_ATCL01000022.1_143446_144630_-	COG1473		2e-164	545.3
NZ_ATCL01000020.1_239851_240972_+	COG1473		5.3e-130	431.6
NZ_ATCL01000020.1_540554_541648_+	COG1473		2.4e-91	304.1
NZ_ATCL01000022.1_19096_19881_+	COG1475		2.3e-85	285.0
NZ_ATCL01000022.1_18162_19049_+	COG1475		8.5e-82	273.2
NZ_ATCL01000014.1_159211_159420_-	COG1476		1.8e-27	94.1
NZ_ATCL01000021.1_21933_22472_-	COG1476		3e-25	86.8
NZ_ATCL01000022.1_221820_223010_+	COG1476		5e-18	63.1
NZ_ATCL01000014.1_35797_36276_-	COG1476		5.1e-14	50.2
NZ_ATCL01000012.1_82745_83233_+	COG1476		1.7e-10	38.7
NZ_ATCL01000009.1_308516_310597_+	COG1480		4.4e-220	730.2
NZ_ATCL01000009.1_41549_42502_+	COG1481		2.3e-130	431.9
NZ_ATCL01000014.1_422346_423290_+	COG1482		7.2e-122	405.4
NZ_ATCL01000022.1_164574_166358_-	COG1482		1.4e-95	307.5
NZ_ATCL01000009.1_250337_251251_+	COG1484		3.4e-50	169.2
NZ_ATCL01000014.1_527810_529129_-	COG1486		3.6e-176	584.1
NZ_ATCL01000014.1_73753_75150_-	COG1486		3.1e-173	574.3
NZ_ATCL01000014.1_359374_360723_+	COG1486		5.1e-146	484.6
NZ_ATCL01000022.1_322715_324160_-	COG1488		2.5e-172	572.3
NZ_ATCL01000022.1_199903_200700_-	COG1489		2.1e-46	155.2
NZ_ATCL01000020.1_165500_165943_+	COG1490		2.2e-71	236.4
NZ_ATCL01000009.1_33851_34789_+	COG1493		1.5e-117	390.6
NZ_ATCL01000014.1_225610_226578_+	COG1494		3.8e-156	516.6
NZ_ATCL01000009.1_117301_118281_-	COG1494		1.7e-139	461.9
NZ_ATCL01000020.1_10758_11174_+	COG1495		1.2e-43	147.4
NZ_ATCL01000020.1_238476_238865_-	COG1495		9.2e-33	111.5
NZ_ATCL01000020.1_304335_305096_+	COG1496		2.8e-65	217.7
NZ_ATCL01000014.1_103908_106250_+	COG1501		3.8e-176	584.5
NZ_ATCL01000020.1_213810_215321_+	COG1502		2.9e-137	456.1
NZ_ATCL01000020.1_685814_687280_+	COG1502		7.8e-133	441.5
NZ_ATCL01000020.1_596556_598022_-	COG1502		8.5e-132	438.0
NZ_ATCL01000014.1_187900_189429_-	COG1502		7.7e-121	401.9
NZ_ATCL01000020.1_247206_248663_+	COG1502		9.4e-42	140.6
NZ_ATCL01000014.1_520537_521313_+	COG1503		4.9e-27	92.2
NZ_ATCL01000009.1_157966_158721_+	COG1506		4.2e-37	125.5
NZ_ATCL01000009.1_44903_46045_+	COG1508		5.5e-65	206.1
NZ_ATCL01000010.1_302_2710_-	COG1511		6.4e-220	369.2
NZ_ATCL01000010.1_302_2710_-	COG1511		6.4e-220	367.6
NZ_ATCL01000009.1_178442_179017_+	COG1514		1.6e-37	126.8
NZ_ATCL01000020.1_224716_225225_-	COG1514		1.4e-35	120.5
NZ_ATCL01000009.1_2681_3055_+	COG1516		2.8e-48	161.0
NZ_ATCL01000009.1_7831_8211_-	COG1516		1e-17	61.4
NZ_ATCL01000023.1_4179_4943_+	COG1521		5.1e-122	405.5
NZ_ATCL01000008.1_44938_45360_-	COG1522		1.6e-46	156.4
NZ_ATCL01000014.1_358062_358469_+	COG1522		3.3e-36	122.7
NZ_ATCL01000009.1_150061_150555_+	COG1522		9.1e-36	121.2
NZ_ATCL01000014.1_596845_599787_+	COG1523		1.1e-183	609.8
NZ_ATCL01000022.1_303796_305790_+	COG1523		1.5e-183	609.2
NZ_ATCL01000009.1_179848_182013_+	COG1523		2.6e-172	572.2
NZ_ATCL01000020.1_437145_437942_+	COG1525		4.9e-52	174.0
NZ_ATCL01000020.1_138479_139804_+	COG1530		9.7e-74	246.2
NZ_ATCL01000017.1_12393_12689_-	COG1534		6.5e-45	151.0
NZ_ATCL01000020.1_378027_379034_+	COG1536		3.3e-144	478.4
NZ_ATCL01000023.1_10574_10939_+	COG1539		2.5e-51	172.3
NZ_ATCL01000009.1_353975_356176_+	COG1543		2.9e-203	674.8
NZ_ATCL01000020.1_470729_471850_+	COG1543		3.7e-09	32.7
NZ_ATCL01000009.1_11542_12102_+	COG1544		1.2e-77	258.1
NZ_ATCL01000020.1_859975_860445_+	COG1547		2.4e-31	106.8
NZ_ATCL01000014.1_692926_693153_+	COG1551		4.5e-33	112.5
NZ_ATCL01000017.1_19712_22009_-	COG1554		1.9e-291	966.6
NZ_ATCL01000009.1_271294_271863_+	COG1555		1e-34	117.8
NZ_ATCL01000022.1_232411_233106_-	COG1556		3.6e-48	161.5
NZ_ATCL01000020.1_375705_376133_+	COG1558		3.1e-54	180.5
NZ_ATCL01000020.1_191779_192927_+	COG1559		1.2e-107	357.9
NZ_ATCL01000017.1_41190_41990_-	COG1562		2.4e-91	304.4
NZ_ATCL01000020.1_341260_341847_+	COG1564		5.5e-61	204.3
NZ_ATCL01000020.1_926167_927516_-	COG1570		2.8e-165	548.8
NZ_ATCL01000009.1_211970_213544_+	COG1574		5.1e-145	481.7
NZ_ATCL01000021.1_48416_49315_-	COG1575		3.2e-101	336.6
NZ_ATCL01000022.1_37030_37509_+	COG1576		6e-60	198.8
NZ_ATCL01000020.1_384526_384975_+	COG1580		2.1e-27	93.4
NZ_ATCL01000020.1_384351_384533_+	COG1582		6e-17	58.5
NZ_ATCL01000009.1_266344_266865_+	COG1585		1.1e-09	34.1
NZ_ATCL01000009.1_247587_247973_+	COG1586		1.2e-53	180.0
NZ_ATCL01000020.1_105109_105651_+	COG1587		3.9e-35	118.6
NZ_ATCL01000020.1_300793_301563_+	COG1589		1.4e-35	120.4
NZ_ATCL01000022.1_270328_271218_-	COG1597		5.1e-101	335.4
NZ_ATCL01000014.1_630701_631702_+	COG1597		4e-96	319.3
NZ_ATCL01000020.1_503364_504242_+	COG1597		3.9e-73	243.5
NZ_ATCL01000017.1_108145_109302_-	COG1600		8.3e-114	378.9
NZ_ATCL01000009.1_198305_199318_+	COG1609		6.9e-129	427.8
NZ_ATCL01000017.1_24728_25771_-	COG1609		1.6e-122	406.8
NZ_ATCL01000008.1_15041_16054_-	COG1609		5.7e-122	405.0
NZ_ATCL01000014.1_68069_69052_+	COG1609		1.9e-118	393.3
NZ_ATCL01000014.1_341376_342356_+	COG1609		3e-103	343.2
NZ_ATCL01000009.1_304891_305340_+	COG1610		5.6e-63	209.2
NZ_ATCL01000020.1_274103_275005_-	COG1612		1.5e-73	244.8
NZ_ATCL01000014.1_30824_31843_+	COG1619		7.8e-108	358.3
NZ_ATCL01000022.1_223015_224022_-	COG1619		4.4e-77	256.9
NZ_ATCL01000021.1_28582_30219_-	COG1620		4.1e-156	517.9
NZ_ATCL01000014.1_343773_345257_+	COG1621		8e-218	722.9
NZ_ATCL01000020.1_617398_618816_+	COG1621		4.8e-175	581.6
NZ_ATCL01000020.1_276309_277337_+	COG1622		4.9e-94	313.2
NZ_ATCL01000021.1_83215_83685_-	COG1622		8.9e-36	121.6
NZ_ATCL01000002.1_31389_32249_-	COG1624		3.7e-116	386.1
NZ_ATCL01000003.1_19721_20398_+	COG1646		1.9e-74	248.7
NZ_ATCL01000009.1_59636_60400_+	COG1647		1.5e-84	281.4
NZ_ATCL01000022.1_117758_118513_+	COG1647		3e-74	247.6
NZ_ATCL01000020.1_620230_621075_-	COG1647		3.1e-21	71.8
NZ_ATCL01000014.1_425451_427796_+	COG1649		6.6e-57	190.6
NZ_ATCL01000014.1_289522_290832_+	COG1653		1.2e-101	338.7
NZ_ATCL01000014.1_325074_326438_+	COG1653		4.6e-99	330.1
NZ_ATCL01000014.1_406476_407783_+	COG1653		4.5e-83	277.2
NZ_ATCL01000021.1_98354_99649_-	COG1653		1.1e-82	276.0
NZ_ATCL01000014.1_427957_429279_+	COG1653		4.9e-82	273.8
NZ_ATCL01000009.1_5883_6548_-	COG1655		2.6e-51	172.0
NZ_ATCL01000010.1_17384_17944_-	COG1658		1.8e-64	215.1
NZ_ATCL01000009.1_39648_40520_+	COG1660		7.2e-118	390.9
NZ_ATCL01000022.1_303234_303725_-	COG1666		1.9e-61	204.2
NZ_ATCL01000014.1_664383_665576_-	COG1668		3.7e-85	284.2
NZ_ATCL01000014.1_530367_530903_+	COG1670		2.4e-57	192.5
NZ_ATCL01000020.1_232441_233049_+	COG1670		8e-57	190.7
NZ_ATCL01000021.1_65347_65892_-	COG1670		2.4e-55	185.9
NZ_ATCL01000020.1_830074_830622_-	COG1670		6.2e-51	171.3
NZ_ATCL01000014.1_67417_67968_+	COG1670		3.1e-49	165.8
NZ_ATCL01000020.1_428935_431112_+	COG1674		3e-225	747.5
NZ_ATCL01000020.1_50328_55514_+	COG1674		8.9e-86	285.9
NZ_ATCL01000020.1_376147_376431_+	COG1677		2.9e-28	96.0
NZ_ATCL01000014.1_94187_95212_-	COG1680		3.1e-74	247.5
NZ_ATCL01000020.1_632892_633917_+	COG1680		3.6e-67	224.3
NZ_ATCL01000009.1_218562_219584_+	COG1680		2.4e-54	181.8
NZ_ATCL01000014.1_567564_568361_+	COG1682		3.7e-67	223.9
NZ_ATCL01000020.1_388898_389668_+	COG1684		3e-67	224.7
NZ_ATCL01000019.1_1810_3054_-	COG1686		1e-103	345.1
NZ_ATCL01000020.1_733389_734405_+	COG1686		2.6e-73	244.9
NZ_ATCL01000021.1_23287_24465_-	COG1690		1.5e-105	351.1
NZ_ATCL01000020.1_840553_841347_-	COG1692		1e-118	392.5
NZ_ATCL01000008.1_46609_46881_-	COG1694		6.8e-29	98.2
NZ_ATCL01000009.1_141543_142331_+	COG1694		5e-18	44.4
NZ_ATCL01000022.1_231020_231340_+	COG1695		9.7e-37	124.7
NZ_ATCL01000014.1_46180_46533_+	COG1695		1.6e-34	117.4
NZ_ATCL01000020.1_871409_871954_-	COG1695		1.1e-31	108.1
NZ_ATCL01000014.1_575415_575732_-	COG1695		2.5e-22	77.5
NZ_ATCL01000014.1_638284_638610_+	COG1695		3.1e-21	73.8
NZ_ATCL01000014.1_570914_572347_+	COG1696		2e-199	662.4
NZ_ATCL01000022.1_40632_42083_+	COG1696		7.6e-180	597.6
NZ_ATCL01000014.1_692489_692926_+	COG1699		1.1e-56	188.7
NZ_ATCL01000009.1_307541_308497_+	COG1702		1.1e-145	483.3
NZ_ATCL01000022.1_145211_145759_+	COG1704		1.6e-92	308.4
NZ_ATCL01000022.1_195434_196504_-	COG1705		1.9e-18	64.0
NZ_ATCL01000020.1_85702_86508_+	COG1708		6.6e-14	49.4
NZ_ATCL01000020.1_523083_523667_-	COG1708		7.9e-09	32.8
NZ_ATCL01000022.1_13166_13918_-	COG1708		3.1e-08	30.8
NZ_ATCL01000009.1_153724_154722_+	COG1712		2.4e-09	33.4
NZ_ATCL01000020.1_599148_600161_+	COG1712		6.6e-07	25.8
NZ_ATCL01000017.1_11280_11837_-	COG1713		3.4e-71	237.3
NZ_ATCL01000014.1_604023_604442_+	COG1714		6.3e-13	45.2
NZ_ATCL01000022.1_249255_249647_+	COG1714		5.7e-11	39.4
NZ_ATCL01000002.1_6742_7809_-	COG1721		1.2e-44	150.3
NZ_ATCL01000020.1_688304_689332_-	COG1721		1.2e-35	120.6
NZ_ATCL01000014.1_20543_21595_+	COG1721		3.9e-29	99.2
NZ_ATCL01000020.1_925968_926198_-	COG1722		3.2e-16	57.0
NZ_ATCL01000020.1_68759_69160_+	COG1725		1.6e-43	146.4
NZ_ATCL01000021.1_80353_80745_-	COG1725		6.7e-38	127.9
NZ_ATCL01000009.1_6558_7001_-	COG1728		1.3e-41	139.5
NZ_ATCL01000014.1_248432_250018_-	COG1732		8e-178	420.1
NZ_ATCL01000020.1_501862_503367_+	COG1732		1.2e-178	379.2
NZ_ATCL01000014.1_657173_657499_+	COG1733		1.5e-52	176.5
NZ_ATCL01000022.1_224086_224412_-	COG1733		1.2e-48	163.7
NZ_ATCL01000014.1_150989_151294_-	COG1733		8.6e-42	141.3
NZ_ATCL01000014.1_36417_36959_-	COG1734		4.4e-35	119.7
NZ_ATCL01000014.1_372870_373718_+	COG1737		3.1e-99	329.8
NZ_ATCL01000014.1_180490_181338_+	COG1737		6.9e-87	289.2
NZ_ATCL01000014.1_448571_449377_-	COG1737		6.9e-72	239.8
NZ_ATCL01000014.1_75354_76223_+	COG1737		8.2e-54	180.2
NZ_ATCL01000020.1_607592_608287_-	COG1738		2.4e-73	244.3
NZ_ATCL01000014.1_674128_674769_-	COG1739		2.3e-85	283.2
NZ_ATCL01000014.1_38872_39729_-	COG1741		4.6e-73	243.6
NZ_ATCL01000020.1_432362_433447_+	COG1744		7e-121	401.4
NZ_ATCL01000009.1_268527_269498_+	COG1744		2.3e-96	320.6
NZ_ATCL01000020.1_541783_543210_+	COG1757		6.8e-151	501.0
NZ_ATCL01000022.1_261433_262809_+	COG1757		1.3e-135	450.3
NZ_ATCL01000022.1_297293_298594_-	COG1757		5.1e-126	418.9
NZ_ATCL01000003.1_55847_57439_+	COG1757		8e-98	225.8
NZ_ATCL01000003.1_55847_57439_+	COG1757		8e-98	91.2
NZ_ATCL01000020.1_328617_328826_+	COG1758		2.7e-20	70.8
NZ_ATCL01000020.1_345163_346050_+	COG1760		9.6e-109	362.3
NZ_ATCL01000020.1_344488_345150_+	COG1760		3.1e-50	168.9
NZ_ATCL01000014.1_421825_422283_+	COG1762		4.5e-55	184.7
NZ_ATCL01000022.1_192784_193260_+	COG1763		3e-41	139.4
NZ_ATCL01000020.1_25299_25712_-	COG1764		2e-51	171.9
NZ_ATCL01000022.1_200628_201074_-	COG1764		3.3e-35	118.9
NZ_ATCL01000020.1_598109_598534_+	COG1765		4.1e-45	152.0
NZ_ATCL01000014.1_65927_66376_+	COG1765		2.3e-36	123.2
NZ_ATCL01000020.1_376453_378021_+	COG1766		1.5e-126	420.5
NZ_ATCL01000010.1_24940_25770_-	COG1774		5.7e-141	467.6
NZ_ATCL01000020.1_385971_387086_+	COG1776		6.2e-62	206.7
NZ_ATCL01000020.1_397107_397706_+	COG1776		1.4e-60	202.3
NZ_ATCL01000022.1_53847_55214_+	COG1785		1e-172	574.0
NZ_ATCL01000022.1_288473_288967_+	COG1787		9.6e-53	176.5
NZ_ATCL01000014.1_140854_141387_-	COG1791		6.7e-58	192.3
NZ_ATCL01000020.1_135513_136403_+	COG1792		3e-79	263.9
NZ_ATCL01000020.1_33497_35206_+	COG1796		7.1e-211	699.2
NZ_ATCL01000020.1_305770_306237_+	COG1799		7e-43	144.2
NZ_ATCL01000009.1_113394_114239_+	COG1801		5.4e-80	266.6
NZ_ATCL01000022.1_130060_130473_-	COG1803		9.6e-70	232.3
NZ_ATCL01000009.1_316989_317810_+	COG1806		3.5e-108	358.8
NZ_ATCL01000003.1_79413_80117_+	COG1811		5.6e-87	288.3
NZ_ATCL01000014.1_662985_663584_+	COG1813		2.9e-13	47.2
NZ_ATCL01000020.1_375334_375702_+	COG1815		2e-34	116.5
NZ_ATCL01000014.1_394756_395841_+	COG1817		2.1e-07	25.4
NZ_ATCL01000003.1_37790_38935_+	COG1820		9.7e-152	504.4
NZ_ATCL01000020.1_533688_534356_+	COG1825		7.8e-63	209.4
NZ_ATCL01000008.1_67142_67360_-	COG1826		4.6e-21	73.2
NZ_ATCL01000020.1_145629_146168_-	COG1827		1.1e-72	242.6
NZ_ATCL01000003.1_4366_4608_+	COG1828		5.9e-37	124.9
NZ_ATCL01000020.1_700723_701127_-	COG1832		3.8e-57	191.8
NZ_ATCL01000014.1_659133_660251_-	COG1835		2.3e-63	211.6
NZ_ATCL01000009.1_357014_357784_+	COG1836		3.7e-72	240.1
NZ_ATCL01000022.1_207700_208770_+	COG1840		1.4e-108	361.2
NZ_ATCL01000015.1_40962_41147_+	COG1841		7.7e-27	91.7
NZ_ATCL01000021.1_68335_68994_-	COG1842		1.9e-11	41.2
NZ_ATCL01000020.1_383081_383512_+	COG1843		1.3e-29	100.1
NZ_ATCL01000020.1_279245_279871_+	COG1845		6.2e-64	212.5
NZ_ATCL01000022.1_271843_272274_+	COG1846		1.3e-38	131.0
NZ_ATCL01000014.1_23953_24387_+	COG1846		3.8e-35	119.6
NZ_ATCL01000020.1_25831_26277_+	COG1846		1.9e-32	110.8
NZ_ATCL01000022.1_174420_174866_-	COG1846		2.4e-31	107.1
NZ_ATCL01000014.1_320552_321004_+	COG1846		6.6e-31	105.7
NZ_ATCL01000014.1_142662_143819_-	COG1850		3.1e-119	395.7
NZ_ATCL01000002.1_8932_9537_-	COG1853		1.4e-39	133.6
NZ_ATCL01000009.1_300288_300755_+	COG1854		3.9e-50	168.5
NZ_ATCL01000020.1_154638_154916_+	COG1862		8e-39	131.1
NZ_ATCL01000020.1_81390_81869_+	COG1863		1e-56	190.0
NZ_ATCL01000009.1_158757_160328_-	COG1866		6.7e-239	791.5
NZ_ATCL01000020.1_384985_385974_+	COG1868		1.3e-121	403.9
NZ_ATCL01000014.1_69933_70322_+	COG1869		3e-53	176.9
NZ_ATCL01000020.1_397699_398184_+	COG1871		2.1e-65	218.8
NZ_ATCL01000014.1_409620_411608_+	COG1874		1.9e-187	622.8
NZ_ATCL01000020.1_264286_265602_+	COG1875		1.7e-195	648.7
NZ_ATCL01000020.1_798180_799145_-	COG1876		5.8e-76	252.8
NZ_ATCL01000022.1_136351_137190_-	COG1876		1.8e-68	228.2
NZ_ATCL01000020.1_426456_427109_+	COG1876		7.3e-13	45.6
NZ_ATCL01000014.1_76254_76877_-	COG1878		3.7e-64	214.8
NZ_ATCL01000014.1_72803_73714_+	COG1879		7.1e-116	385.5
NZ_ATCL01000014.1_146555_147631_+	COG1879		1e-75	252.9
NZ_ATCL01000009.1_326143_327081_+	COG1879		5.9e-54	181.2
NZ_ATCL01000021.1_72864_75110_-	COG1882		0	1083.7
NZ_ATCL01000020.1_289599_290438_+	COG1893		9.6e-50	166.7
NZ_ATCL01000014.1_166480_167607_+	COG1896		8.7e-49	87.3
NZ_ATCL01000014.1_166480_167607_+	COG1896		8.7e-49	79.3
NZ_ATCL01000014.1_478788_479972_+	COG1898		8.2e-28	94.7
NZ_ATCL01000014.1_217243_218358_-	COG1902		2.4e-117	389.9
NZ_ATCL01000020.1_553690_553938_+	COG1923		5.4e-38	127.7
NZ_ATCL01000020.1_90882_91145_+	COG1925		2.9e-33	112.6
NZ_ATCL01000014.1_273982_275085_+	COG1929		7.9e-135	447.4
NZ_ATCL01000009.1_278203_279279_+	COG1932		7.1e-144	477.8
NZ_ATCL01000014.1_634607_635275_-	COG1936		8e-12	41.6
NZ_ATCL01000017.1_66741_67043_-	COG1937		5.1e-37	124.8
NZ_ATCL01000022.1_312377_312643_-	COG1937		5.6e-31	105.1
NZ_ATCL01000015.1_12252_12659_+	COG1939		5.9e-52	172.4
NZ_ATCL01000014.1_404696_405847_+	COG1940		2.4e-115	383.3
NZ_ATCL01000009.1_361441_362403_+	COG1940		5.4e-108	359.0
NZ_ATCL01000014.1_435001_436659_+	COG1940		1.3e-84	280.5
NZ_ATCL01000022.1_164574_166358_-	COG1940		4.9e-84	279.8
NZ_ATCL01000022.1_163685_164557_-	COG1940		2.2e-71	238.4
NZ_ATCL01000014.1_179171_179392_-	COG1942		1.4e-25	87.3
NZ_ATCL01000010.1_15226_16182_-	COG1947		2.9e-123	408.6
NZ_ATCL01000020.1_772103_772672_-	COG1954		6.3e-77	255.3
NZ_ATCL01000014.1_286114_286710_+	COG1954		1.1e-70	234.7
NZ_ATCL01000009.1_209449_209931_-	COG1956		2.9e-79	264.7
NZ_ATCL01000014.1_160495_160935_-	COG1959		2.4e-52	175.5
NZ_ATCL01000020.1_179904_180317_+	COG1959		8.7e-50	167.1
NZ_ATCL01000014.1_310150_310584_-	COG1959		6e-31	105.3
NZ_ATCL01000020.1_820492_821136_-	COG1961		2.2e-36	123.3
NZ_ATCL01000022.1_294912_295406_-	COG1963		1.8e-57	191.0
NZ_ATCL01000009.1_83007_84449_+	COG1966		6.4e-156	301.3
