index	L1	L2	L3	L4	KO	Function	EC	Count
6069	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08833	MAP4K5, KHS1; mitogen-activated protein kinase kinase kinase kinase 5	2.7.11.1	13
6376	21_Cellular response to stress	Response to osmotic stress			K08833	MAP4K5, KHS1; mitogen-activated protein kinase kinase kinase kinase 5	2.7.11.1	13
5709	21_Cellular response to stress	Cellular response to stress			K04408	MAP4K1, HPK1; mitogen-activated protein kinase kinase kinase kinase 1	2.7.11.1	13
5997	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04408	MAP4K1, HPK1; mitogen-activated protein kinase kinase kinase kinase 1	2.7.11.1	13
6304	21_Cellular response to stress	Response to osmotic stress			K04408	MAP4K1, HPK1; mitogen-activated protein kinase kinase kinase kinase 1	2.7.11.1	13
5707	21_Cellular response to stress	Cellular response to stress			K04406	MAP4K3, GLK; mitogen-activated protein kinase kinase kinase kinase 3	2.7.11.1	13
5995	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04406	MAP4K3, GLK; mitogen-activated protein kinase kinase kinase kinase 3	2.7.11.1	13
6302	21_Cellular response to stress	Response to osmotic stress			K04406	MAP4K3, GLK; mitogen-activated protein kinase kinase kinase kinase 3	2.7.11.1	13
1543	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00013	hisD; histidinol dehydrogenase	1.1.1.23	1
1950	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00013	hisD; histidinol dehydrogenase	1.1.1.23	1
5519	21_Cellular response to stress	Cellular response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
5936	21_Cellular response to stress	Regulation of response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
6499	21_Cellular response to stress	Response to osmotic stress			K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
5850	21_Cellular response to stress	Cellular response to stress			K00383	GSR, gor; glutathione reductase (NADPH)	1.8.1.7	1
898	06_Amino acid utilization biosynthesis metabolism	Aminoacid dehydratase			K01582	E4.1.1.18, ldcC, cadA; lysine decarboxylase	4.1.1.18	1
922	06_Amino acid utilization biosynthesis metabolism	Lysine degradation X			K01582	E4.1.1.18, ldcC, cadA; lysine decarboxylase	4.1.1.18	1
5417	21_Cellular response to stress	Cellular response to osmotic stress			K11927	rhlE; ATP-dependent RNA helicase RhlE	3.6.4.13	6
115	01_Fermentation	Mixed acid fermentation			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
2890	10_TCA cycle	TCA cycle			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
2932	10_TCA cycle	Reductive TCA cycle			K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
967	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase	3.1.2.4	2
1437	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01584	adiA; arginine decarboxylase	4.1.1.19	1
1639	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01584	adiA; arginine decarboxylase	4.1.1.19	1
6288	21_Cellular response to stress	Response to osmotic stress			K01584	adiA; arginine decarboxylase	4.1.1.19	1
446	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01844	kamD; beta-lysine 5,6-aminomutase alpha subunit	5.4.3.3	1
5474	21_Cellular response to stress	Cellular response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
5891	21_Cellular response to stress	Regulation of response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
6454	21_Cellular response to stress	Response to osmotic stress			K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
4258	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4481	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4624	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
4811	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
5158	20_Hydrolysis of polymers	Mannose			K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
6704	21_Cellular response to stress	Response to osmotic stress			K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
25	01_Fermentation	Acetylene degradation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
56	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
69	01_Fermentation	Heterolactic fermentation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
117	01_Fermentation	Mixed acid fermentation			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
400	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
412	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
422	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
432	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol III		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
470	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
550	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
622	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
6614	21_Cellular response to stress	Response to osmotic stress			K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
1678	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00925	ackA; acetate kinase	2.7.2.1	1
1792	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00925	ackA; acetate kinase	2.7.2.1	1
3588	14_Methanogenesis	From acetate			K00925	ackA; acetate kinase	2.7.2.1	1
5480	21_Cellular response to stress	Cellular response to osmotic stress			K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	19
5897	21_Cellular response to stress	Regulation of response to osmotic stress			K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	19
6460	21_Cellular response to stress	Response to osmotic stress			K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	19
5481	21_Cellular response to stress	Cellular response to osmotic stress			K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	19
5898	21_Cellular response to stress	Regulation of response to osmotic stress			K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	19
6461	21_Cellular response to stress	Response to osmotic stress			K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	19
5468	21_Cellular response to stress	Cellular response to osmotic stress			K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	12
5885	21_Cellular response to stress	Regulation of response to osmotic stress			K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	12
6448	21_Cellular response to stress	Response to osmotic stress			K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	12
983	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K13766	liuC; methylglutaconyl-CoA hydratase	4.2.1.18	2
5435	21_Cellular response to stress	Cellular response to osmotic stress			K13131	DDX20, GEMIN3; ATP-dependent RNA helicase DDX20	3.6.4.13	2
5419	21_Cellular response to stress	Cellular response to osmotic stress			K12614	DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1	3.6.4.13	3
5422	21_Cellular response to stress	Cellular response to osmotic stress			K12812	DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2	3.6.4.13	2
5440	21_Cellular response to stress	Cellular response to osmotic stress			K13182	DDX39; ATP-dependent RNA helicase DDX39	3.6.4.13	2
5792	21_Cellular response to stress	Cellular response to stress			K08847	RIPK3; receptor-interacting serine/threonine-protein kinase 3	2.7.11.1	8
6080	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08847	RIPK3; receptor-interacting serine/threonine-protein kinase 3	2.7.11.1	8
6387	21_Cellular response to stress	Response to osmotic stress			K08847	RIPK3; receptor-interacting serine/threonine-protein kinase 3	2.7.11.1	8
5793	21_Cellular response to stress	Cellular response to stress			K08848	RIPK4; receptor-interacting serine/threonine-protein kinase 4	2.7.11.1	8
6081	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08848	RIPK4; receptor-interacting serine/threonine-protein kinase 4	2.7.11.1	8
6388	21_Cellular response to stress	Response to osmotic stress			K08848	RIPK4; receptor-interacting serine/threonine-protein kinase 4	2.7.11.1	8
5791	21_Cellular response to stress	Cellular response to stress			K08846	RIPK2; receptor-interacting serine/threonine-protein kinase 2	2.7.11.1	8
6079	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08846	RIPK2; receptor-interacting serine/threonine-protein kinase 2	2.7.11.1	8
6386	21_Cellular response to stress	Response to osmotic stress			K08846	RIPK2; receptor-interacting serine/threonine-protein kinase 2	2.7.11.1	8
5737	21_Cellular response to stress	Cellular response to stress			K05744	LIMK2; LIM domain kinase 2	2.7.11.1	8
6025	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K05744	LIMK2; LIM domain kinase 2	2.7.11.1	8
6332	21_Cellular response to stress	Response to osmotic stress			K05744	LIMK2; LIM domain kinase 2	2.7.11.1	8
5736	21_Cellular response to stress	Cellular response to stress			K05743	LIMK1; LIM domain kinase 1	2.7.11.1	8
6024	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K05743	LIMK1; LIM domain kinase 1	2.7.11.1	8
6331	21_Cellular response to stress	Response to osmotic stress			K05743	LIMK1; LIM domain kinase 1	2.7.11.1	8
5704	21_Cellular response to stress	Cellular response to stress			K04367	MOS; proto-oncogene serine/threonine-protein kinase mos	2.7.11.1	3
5992	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04367	MOS; proto-oncogene serine/threonine-protein kinase mos	2.7.11.1	3
6299	21_Cellular response to stress	Response to osmotic stress			K04367	MOS; proto-oncogene serine/threonine-protein kinase mos	2.7.11.1	3
5503	21_Cellular response to stress	Cellular response to osmotic stress			K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
5920	21_Cellular response to stress	Regulation of response to osmotic stress			K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
6483	21_Cellular response to stress	Response to osmotic stress			K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
6778	21_Cellular response to stress	Response to osmotic stress			K01115	PLD1_2; phospholipase D1/2	3.1.4.4	1
5829	21_Cellular response to stress	Cellular response to stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	3
6117	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	3
6424	21_Cellular response to stress	Response to osmotic stress			K12767	RIM15; serine/threonine-protein kinase RIM15	2.7.11.1	3
727	02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02533	lasT; tRNA/rRNA methyltransferase	2.1.1.-	1
1842	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02533	lasT; tRNA/rRNA methyltransferase	2.1.1.-	1
1097	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	1
1766	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	1
4686	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K07252	DOLPP1; dolichyldiphosphatase	3.6.1.43	1
5058	20_Hydrolysis of polymers	Xylose			K00848	rhaB; rhamnulokinase	2.7.1.5	1
2616	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00696	E2.4.1.14; sucrose-phosphate synthase	2.4.1.14	1
4009	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K00696	E2.4.1.14; sucrose-phosphate synthase	2.4.1.14	1
4893	20_Hydrolysis of polymers	Starch			K00696	E2.4.1.14; sucrose-phosphate synthase	2.4.1.14	1
2910	10_TCA cycle	Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)			K01958	PC, pyc; pyruvate carboxylase	6.4.1.1	7
3866	17_Gluconeogenesis	Gluconeogenesis			K01958	PC, pyc; pyruvate carboxylase	6.4.1.1	7
3121	12_Transporters	ABC transporters, prokaryotic type	Monosaccharide transporters	Ribose transporter [mD:m00212]	K10441	rbsA; ribose transport system ATP-binding protein	7.5.2.7	49
100	01_Fermentation	Lysine fermentation to acetate and butyrate			K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
4881	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
1553	06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH	4.3.2.10	2
2663	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH	4.3.2.10	2
2866	09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01044	CES1; carboxylesterase 1	3.1.1.1	5
832	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
874	05_Fatty acid oxidation	Fatty acid activation			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
1095	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
1584	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
2584	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K05341	E2.4.1.4; amylosucrase	2.4.1.4	1
4006	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K05341	E2.4.1.4; amylosucrase	2.4.1.4	1
4901	20_Hydrolysis of polymers	Starch			K05341	E2.4.1.4; amylosucrase	2.4.1.4	1
5490	21_Cellular response to stress	Cellular response to osmotic stress			K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	20
5907	21_Cellular response to stress	Regulation of response to osmotic stress			K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	20
6470	21_Cellular response to stress	Response to osmotic stress			K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	20
3054	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Osmoprotectant transporter [mD:m00209]	K05845	opuC; osmoprotectant transport system substrate-binding protein		1
2962	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrite to nitrite oxide	K00368	nirK; nitrite reductase (NO-forming)	1.7.2.1	17
5032	20_Hydrolysis of polymers	Xylose			K00854	xylB, XYLB; xylulokinase	2.7.1.17	3
1329	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01735	aroB; 3-dehydroquinate synthase	4.2.3.4	9
1364	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase	2.7.1.71 4.2.3.4	4
1322	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00891	aroK, aroL; shikimate kinase	2.7.1.71	9
5797	21_Cellular response to stress	Cellular response to stress			K08852	ERN1; serine/threonine-protein kinase/endoribonuclease IRE1	2.7.11.1 3.1.26.-	2
6085	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08852	ERN1; serine/threonine-protein kinase/endoribonuclease IRE1	2.7.11.1 3.1.26.-	2
6392	21_Cellular response to stress	Response to osmotic stress			K08852	ERN1; serine/threonine-protein kinase/endoribonuclease IRE1	2.7.11.1 3.1.26.-	2
2086	07_Nucleic acid metabolism	Pyrimidine metabolism			K00945	cmk; CMP/dCMP kinase	2.7.4.25	5
5404	21_Cellular response to stress	Cellular response to cation stress			K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-	1
5553	21_Cellular response to stress	Cellular response to osmotic stress			K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-	1
5868	21_Cellular response to stress	Regulation of response to osmotic stress			K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-	1
6773	21_Cellular response to stress	Response to osmotic stress			K02515	HSL1; serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase	2.7.11.-	1
1010	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00278	nadB; L-aspartate oxidase	1.4.3.16	1
6213	21_Cellular response to stress	Response to osmotic stress			K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7	2.7.11.25	3
5491	21_Cellular response to stress	Cellular response to osmotic stress			K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	9
5908	21_Cellular response to stress	Regulation of response to osmotic stress			K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	9
6471	21_Cellular response to stress	Response to osmotic stress			K07680	comP; two-component system, NarL family, sensor histidine kinase ComP	2.7.13.3	9
5743	21_Cellular response to stress	Cellular response to stress			K06632	WEE1; wee1-like protein kinase	2.7.11.1	7
6031	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K06632	WEE1; wee1-like protein kinase	2.7.11.1	7
6338	21_Cellular response to stress	Response to osmotic stress			K06632	WEE1; wee1-like protein kinase	2.7.11.1	7
5744	21_Cellular response to stress	Cellular response to stress			K06633	PKMYT; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	2.7.11.1	7
6032	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K06633	PKMYT; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	2.7.11.1	7
6339	21_Cellular response to stress	Response to osmotic stress			K06633	PKMYT; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	2.7.11.1	7
5701	21_Cellular response to stress	Cellular response to stress			K03114	SWE1; mitosis inhibitor protein kinase SWE1	2.7.11.1	7
5989	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K03114	SWE1; mitosis inhibitor protein kinase SWE1	2.7.11.1	7
6296	21_Cellular response to stress	Response to osmotic stress			K03114	SWE1; mitosis inhibitor protein kinase SWE1	2.7.11.1	7
1177	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	5
1309	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00014	aroE; shikimate dehydrogenase	1.1.1.25	8
2045	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K00014	aroE; shikimate dehydrogenase	1.1.1.25	8
1021	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1079	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1137	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1355	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1402	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1597	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K00812	aspB; aspartate aminotransferase	2.6.1.1	2
1765	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00812	aspB; aspartate aminotransferase	2.6.1.1	2
2030	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K00812	aspB; aspartate aminotransferase	2.6.1.1	2
3938	18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfolactate degradation		K00812	aspB; aspartate aminotransferase	2.6.1.1	2
2752	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20	1
4012	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20	1
4110	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20	1
4969	20_Hydrolysis of polymers	Starch			K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20	1
5284	20_Hydrolysis of polymers	Galactose			K12316	GAA; lysosomal alpha-glucosidase	3.2.1.20	1
2636	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K00703	glgA; starch synthase	2.4.1.21	1
4898	20_Hydrolysis of polymers	Starch			K00703	glgA; starch synthase	2.4.1.21	1
965	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01968	E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit	6.4.1.4	2
990	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01697	CBS; cystathionine beta-synthase	4.2.1.22	2
1089	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01697	CBS; cystathionine beta-synthase	4.2.1.22	2
1217	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01697	CBS; cystathionine beta-synthase	4.2.1.22	2
1589	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01697	CBS; cystathionine beta-synthase	4.2.1.22	2
1100	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05396	dcyD; D-cysteine desulfhydrase	4.4.1.15	1
2060	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Glutamate		K05396	dcyD; D-cysteine desulfhydrase	4.4.1.15	1
895	06_Amino acid utilization biosynthesis metabolism	Oxydation deamination			K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+)	1.4.1.4	1
1007	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+)	1.4.1.4	1
1380	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+)	1.4.1.4	1
2983	11_Nitrogen cycle	Ammonia assimilation			K00262	E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+)	1.4.1.4	1
813	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	3
842	05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	3
1511	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	2.3.1.117	3
1528	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K05822	dapH, dapD; tetrahydrodipicolinate N-acetyltransferase	2.3.1.89	2
1903	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03829	yedL; putative acetyltransferase	2.3.1.-	1
4157	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03829	yedL; putative acetyltransferase	2.3.1.-	1
5512	21_Cellular response to stress	Cellular response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
5929	21_Cellular response to stress	Regulation of response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
6492	21_Cellular response to stress	Response to osmotic stress			K08475	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB	2.7.13.3	5
5529	21_Cellular response to stress	Cellular response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	9
5946	21_Cellular response to stress	Regulation of response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	9
6509	21_Cellular response to stress	Response to osmotic stress			K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS	2.7.13.3	9
2963	11_Nitrogen cycle	Nitrogenated compounds Reduction	Denitrification	Nitrite to nitrite oxide	K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase	1.7.2.1 1.7.99.1	8
2975	11_Nitrogen cycle	Nitrogenated compounds Reduction	Hydroxylamine reduction		K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase	1.7.2.1 1.7.99.1	8
