NZ_CP011771.1_orf83120	003fe852bacef21ccbe9a5428e317339	1060	TIGRFAM	TIGR00914	2A0601: heavy metal efflux pump, CzcA family	7	1048	0.0	T	24-06-2023	IPR004763	Cation efflux system CzcA/CusA/SilA/NccA/HelA/CnrA
NZ_CP011771.1_orf81750	2d1232fdf0a6b70eb9a8c1031f0669a0	839	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	126	142	4.9E-8	T	24-06-2023	-	-
NZ_CP011771.1_orf81750	2d1232fdf0a6b70eb9a8c1031f0669a0	839	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	231	255	4.9E-8	T	24-06-2023	-	-
NZ_CP011771.1_orf81750	2d1232fdf0a6b70eb9a8c1031f0669a0	839	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	150	164	4.9E-8	T	24-06-2023	-	-
NZ_CP011771.1_orf81750	2d1232fdf0a6b70eb9a8c1031f0669a0	839	PANTHER	PTHR12706	STRAWBERRY NOTCH-RELATED	374	820	3.0E-109	T	24-06-2023	IPR026741	Protein strawberry notch
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	Gene3D	G3DSA:3.40.50.300	-	563	746	6.9E-9	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	218	407	4.7E-13	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	MobiDBLite	mobidb-lite	consensus disorder prediction	15	42	-	T	24-06-2023	-	-
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	215	231	1.9E-7	T	24-06-2023	-	-
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	300	312	1.9E-7	T	24-06-2023	-	-
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	320	344	1.9E-7	T	24-06-2023	-	-
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	PRINTS	PR00507	N12 class N6 adenine-specific DNA methyltransferase signature	239	253	1.9E-7	T	24-06-2023	-	-
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	Pfam	PF13872	P-loop containing NTP hydrolase pore-1	498	816	1.2E-114	T	24-06-2023	IPR039187	Strawberry notch, AAA domain
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	532	772	3.92E-14	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	Pfam	PF13871	C-terminal domain on Strawberry notch homologue	989	1242	1.4E-90	T	24-06-2023	IPR026937	Strawberry notch, helicase C domain
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	PANTHER	PTHR12706	STRAWBERRY NOTCH-RELATED	471	1391	1.8E-183	T	24-06-2023	IPR026741	Protein strawberry notch
NZ_CP011772.1_orf87293	93cc967996cc4f8bf2d351174510b40e	1514	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	212	397	1.01E-18	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
NZ_CP011771.1_orf84223	6536ca665b07fb4f936a52999fb09c29	1030	MobiDBLite	mobidb-lite	consensus disorder prediction	736	766	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84223	6536ca665b07fb4f936a52999fb09c29	1030	Pfam	PF07916	TraG-like protein, N-terminal region	28	480	1.0E-103	T	24-06-2023	IPR012931	TraG, N-terminal, Proteobacteria
NZ_CP011771.1_orf84223	6536ca665b07fb4f936a52999fb09c29	1030	MobiDBLite	mobidb-lite	consensus disorder prediction	695	770	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84223	6536ca665b07fb4f936a52999fb09c29	1030	MobiDBLite	mobidb-lite	consensus disorder prediction	585	660	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84223	6536ca665b07fb4f936a52999fb09c29	1030	MobiDBLite	mobidb-lite	consensus disorder prediction	698	723	-	T	24-06-2023	-	-
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	PANTHER	PTHR32552	FERRICHROME IRON RECEPTOR-RELATED	22	828	2.2E-103	T	24-06-2023	IPR039426	TonB-dependent receptor-like
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	Pfam	PF07715	TonB-dependent Receptor Plug Domain	68	180	4.2E-14	T	24-06-2023	IPR012910	TonB-dependent receptor, plug domain
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	Gene3D	G3DSA:2.40.170.20	-	59	318	8.2E-56	T	24-06-2023	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	Gene3D	G3DSA:2.40.170.20	-	328	828	6.1E-88	T	24-06-2023	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	SUPERFAMILY	SSF56935	Porins	54	828	1.41E-122	T	24-06-2023	-	-
NZ_CP011771.1_orf81430	084682dac5b2e9f98d6a53f493a759f9	828	Pfam	PF00593	TonB dependent receptor	329	827	8.5E-55	T	24-06-2023	IPR000531	TonB-dependent receptor-like, beta-barrel
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	614	936	2.66E-13	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	Gene3D	G3DSA:2.30.30.940	-	825	886	4.1E-6	T	24-06-2023	-	-
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	Gene3D	G3DSA:3.40.50.300	-	887	949	4.1E-6	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	SUPERFAMILY	SSF55464	Origin of replication-binding domain, RBD-like	2	303	1.92E-78	T	24-06-2023	-	-
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	Pfam	PF13604	AAA domain	470	683	1.1E-39	T	24-06-2023	-	-
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	TIGRFAM	TIGR02686	relax_trwC: conjugative relaxase domain	14	286	1.4E-101	T	24-06-2023	IPR014059	Conjugative relaxase, N-terminal
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	Pfam	PF08751	TrwC relaxase	13	282	7.7E-78	T	24-06-2023	IPR014862	TrwC relaxase
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	Gene3D	G3DSA:3.40.50.300	-	450	659	3.0E-24	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86501	1911a80ed3fc0741ee5db23e91d40c61	1015	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	468	630	2.17E-10	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	MobiDBLite	mobidb-lite	consensus disorder prediction	1	119	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Gene3D	G3DSA:3.40.50.300	-	590	914	4.4E-52	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Pfam	PF19044	TraG P-loop domain	755	914	2.9E-12	T	24-06-2023	IPR043964	TraG, P-loop domain
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Pfam	PF19044	TraG P-loop domain	601	727	3.9E-11	T	24-06-2023	IPR043964	TraG, P-loop domain
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Pfam	PF19357	Family of unknown function (DUF5934)	417	588	2.3E-86	T	24-06-2023	IPR045978	TraC, central domain
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Pfam	PF11130	TraC protein	155	406	1.5E-51	T	24-06-2023	IPR025955	Type-IV secretion system protein TraC/Conjugative transfer ATPase
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	Gene3D	G3DSA:1.10.8.730	-	655	781	4.4E-52	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	MobiDBLite	mobidb-lite	consensus disorder prediction	63	77	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	CDD	cd01127	TrwB_TraG_TraD_VirD4	790	869	2.79205E-6	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	MobiDBLite	mobidb-lite	consensus disorder prediction	86	104	-	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	PANTHER	PTHR38467	-	429	973	2.5E-35	T	24-06-2023	-	-
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	555	914	9.53E-49	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011771.1_orf84111	1616cc04cb86cc2865959c882b3e045d	997	TIGRFAM	TIGR02746	TraC-F-type: type-IV secretion system protein TraC	160	973	1.2E-177	T	24-06-2023	IPR014117	Type-IV secretion system protein TraC
NZ_CP011772.1_orf85291	432c0b045d978760a0599c8297cf52e5	1018	MobiDBLite	mobidb-lite	consensus disorder prediction	675	746	-	T	24-06-2023	-	-
NZ_CP011772.1_orf85291	432c0b045d978760a0599c8297cf52e5	1018	Pfam	PF07916	TraG-like protein, N-terminal region	8	459	5.8E-104	T	24-06-2023	IPR012931	TraG, N-terminal, Proteobacteria
NZ_CP011772.1_orf85291	432c0b045d978760a0599c8297cf52e5	1018	MobiDBLite	mobidb-lite	consensus disorder prediction	675	753	-	T	24-06-2023	-	-
NZ_CP011772.1_orf85291	432c0b045d978760a0599c8297cf52e5	1018	MobiDBLite	mobidb-lite	consensus disorder prediction	861	883	-	T	24-06-2023	-	-
NZ_CP011772.1_orf85291	432c0b045d978760a0599c8297cf52e5	1018	MobiDBLite	mobidb-lite	consensus disorder prediction	567	654	-	T	24-06-2023	-	-
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	PANTHER	PTHR30189	LPS-ASSEMBLY PROTEIN	1442	1692	1.2E-45	T	24-06-2023	-	-
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	Pfam	PF04453	LPS transport system D	1254	1620	6.7E-54	T	24-06-2023	IPR007543	LptD, C-terminal
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	24-06-2023	-	-
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	Hamap	MF_01411	LPS-assembly protein LptD [lptD].	353	1693	14.489618	T	24-06-2023	IPR020889	LPS-assembly protein LptD
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	MobiDBLite	mobidb-lite	consensus disorder prediction	818	842	-	T	24-06-2023	-	-
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	Gene3D	G3DSA:2.60.450.10	Lipopolysaccharide (LPS) transport protein A like domain	989	1146	4.8E-6	T	24-06-2023	-	-
NZ_CP011770.1_orf73139	b2cd29ad04bc6e500bdec110134b8fde	1693	MobiDBLite	mobidb-lite	consensus disorder prediction	10	30	-	T	24-06-2023	-	-
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Gene3D	G3DSA:3.30.450.20	PAS domain	265	371	2.3E-21	T	24-06-2023	-	-
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	ProSiteProfiles	PS50113	PAC domain profile.	327	379	10.986053	T	24-06-2023	IPR000700	PAS-associated, C-terminal
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	CDD	cd01948	EAL	687	829	4.77641E-54	T	24-06-2023	IPR001633	EAL domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	ProSiteProfiles	PS50883	EAL domain profile.	682	840	36.973244	T	24-06-2023	IPR001633	EAL domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF12860	PAS fold	388	505	5.1E-21	T	24-06-2023	-	-
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	511	661	1.0E-38	T	24-06-2023	IPR000160	GGDEF domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Gene3D	G3DSA:3.30.450.20	PAS domain	372	505	2.2E-6	T	24-06-2023	-	-
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF00563	EAL domain	687	830	5.6E-32	T	24-06-2023	IPR001633	EAL domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	ProSiteProfiles	PS50112	PAS repeat profile.	268	297	12.067047	T	24-06-2023	IPR000014	PAS domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF00989	PAS fold	266	367	1.2E-10	T	24-06-2023	IPR013767	PAS fold
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	CDD	cd00130	PAS	265	367	4.75647E-9	T	24-06-2023	IPR000014	PAS domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	SMART	SM00267	duf1_3	500	670	1.2E-46	T	24-06-2023	IPR000160	GGDEF domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	SUPERFAMILY	SSF55785	PYP-like sensor domain (PAS domain)	244	367	5.23E-19	T	24-06-2023	IPR035965	PAS domain superfamily
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Gene3D	G3DSA:3.30.70.270	-	506	673	1.6E-47	T	24-06-2023	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	SUPERFAMILY	SSF141868	EAL domain-like	687	830	7.32E-43	T	24-06-2023	IPR035919	EAL domain superfamily
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF03707	Bacterial signalling protein N terminal repeat	62	117	2.2E-11	T	24-06-2023	IPR005330	MHYT domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Pfam	PF03707	Bacterial signalling protein N terminal repeat	124	173	4.1E-8	T	24-06-2023	IPR005330	MHYT domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	SMART	SM00052	duf2_2	681	839	3.5E-16	T	24-06-2023	IPR001633	EAL domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	ProSiteProfiles	PS50887	GGDEF domain profile.	541	674	26.104631	T	24-06-2023	IPR000160	GGDEF domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	TIGRFAM	TIGR00254	GGDEF: diguanylate cyclase (GGDEF) domain	507	662	7.8E-38	T	24-06-2023	IPR000160	GGDEF domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Coils	Coil	Coil	675	695	-	T	24-06-2023	-	-
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	CDD	cd01949	GGDEF	512	661	8.60087E-52	T	24-06-2023	IPR000160	GGDEF domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	Gene3D	G3DSA:3.20.20.450	EAL domain	674	831	7.9E-48	T	24-06-2023	IPR035919	EAL domain superfamily
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	ProSiteProfiles	PS50924	MHYT domain profile.	16	203	53.375488	T	24-06-2023	IPR005330	MHYT domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	TIGRFAM	TIGR00229	sensory_box: PAS domain S-box protein	267	372	1.5E-13	T	24-06-2023	IPR000014	PAS domain
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	SUPERFAMILY	SSF55073	Nucleotide cyclase	516	671	9.42E-41	T	24-06-2023	IPR029787	Nucleotide cyclase
NZ_CP011772.1_orf86989	31c98c35079abacc18b1bb2d728f9980	840	PANTHER	PTHR44757	DIGUANYLATE CYCLASE DGCP	361	829	4.8E-135	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	969	989	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	2973	3005	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	1328	1352	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	606	626	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	186	221	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	771	930	7.7E-18	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	2000	2165	2.3E-21	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	1307	1498	1.2E-27	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	1822	1986	1.2E-25	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	581	757	4.6E-27	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	944	1120	1.1E-27	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	422	573	5.3E-7	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	2179	2334	2.4E-6	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	Pfam	PF19116	Domain of unknown function (DUF5801)	1134	1293	7.7E-18	T	24-06-2023	IPR043824	Domain of unknown function DUF5801
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	TIGRFAM	TIGR01965	VCBS_repeat: VCBS repeat	1588	1665	1.9E-9	T	24-06-2023	IPR010221	VCBS repeat
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	2196	2216	-	T	24-06-2023	-	-
NZ_CP011770.1_orf22166	b3303b8a2665dabc818352c43e6dff3f	3136	MobiDBLite	mobidb-lite	consensus disorder prediction	122	146	-	T	24-06-2023	-	-
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:1.50.10.10	-	2248	2652	2.5E-147	T	24-06-2023	IPR012341	Six-hairpin glycosidase-like superfamily
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	SMART	SM01068	CBM_X_2	1429	1499	0.07	T	24-06-2023	IPR009342	Putative carbohydrate binding domain
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	SMART	SM01068	CBM_X_2	1940	2005	4.9E-30	T	24-06-2023	IPR009342	Putative carbohydrate binding domain
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	SUPERFAMILY	SSF74650	Galactose mutarotase-like	1460	1710	4.08E-54	T	24-06-2023	IPR011013	Galactose mutarotase-like domain superfamily
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Pfam	PF06165	Glycosyltransferase family 36	1963	2202	1.5E-75	T	24-06-2023	IPR010383	Glycosyl hydrolase 94
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Pfam	PF06165	Glycosyltransferase family 36	1462	1707	3.9E-57	T	24-06-2023	IPR010383	Glycosyl hydrolase 94
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:1.50.10.140	-	898	1064	2.5E-43	T	24-06-2023	-	-
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:1.50.10.140	-	1145	1422	1.3E-55	T	24-06-2023	-	-
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Pfam	PF10091	Putative glucoamylase	1198	1396	1.1E-16	T	24-06-2023	IPR019282	Glycoamylase-like, conserved domain
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:2.60.420.10	Maltose phosphorylase, domain 3	2653	2732	1.7E-15	T	24-06-2023	-	-
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	PANTHER	PTHR37469	CELLOBIONIC ACID PHOSPHORYLASE-RELATED	1946	2732	4.9E-261	T	24-06-2023	-	-
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	SUPERFAMILY	SSF48208	Six-hairpin glycosidases	2213	2730	2.93E-91	T	24-06-2023	IPR008928	Six-hairpin glycosidase superfamily
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	CDD	cd11753	GH94N_ChvB_NdvB_2_like	1405	1733	3.64992E-116	T	24-06-2023	IPR037820	NdvB, GH94N domain 1
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	CDD	cd11756	GH94N_ChvB_NdvB_1_like	1936	2218	7.64978E-145	T	24-06-2023	IPR037824	NdvB, GH94N domain 2
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Pfam	PF17167	Glycosyl hydrolase 36 superfamily, catalytic domain	2233	2658	1.3E-108	T	24-06-2023	IPR033432	Glycosyl hydrolase 36, catalytic domain
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:2.70.98.40	-	1942	2237	3.7E-97	T	24-06-2023	IPR037018	Glycoside hydrolase family 65, N-terminal domain superfamily
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	Gene3D	G3DSA:2.70.98.40	-	1451	1742	6.4E-66	T	24-06-2023	IPR037018	Glycoside hydrolase family 65, N-terminal domain superfamily
NZ_CP011770.1_orf46364	95cf211d775d80190fb33217852e44b0	2743	SUPERFAMILY	SSF74650	Galactose mutarotase-like	1940	2203	2.82E-78	T	24-06-2023	IPR011013	Galactose mutarotase-like domain superfamily
NZ_CP011772.1_orf86183	28a0ebbe9cf89e0b51f564d40fabf549	1339	Pfam	PF13476	AAA domain	161	216	2.9E-9	T	24-06-2023	IPR038729	Rad50/SbcC-type AAA domain
NZ_CP011772.1_orf86183	28a0ebbe9cf89e0b51f564d40fabf549	1339	Gene3D	G3DSA:3.40.50.300	-	135	294	9.4E-8	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86183	28a0ebbe9cf89e0b51f564d40fabf549	1339	Gene3D	G3DSA:3.40.50.300	-	765	898	1.0E-6	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86183	28a0ebbe9cf89e0b51f564d40fabf549	1339	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	152	887	4.13E-14	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NZ_CP011772.1_orf86183	28a0ebbe9cf89e0b51f564d40fabf549	1339	MobiDBLite	mobidb-lite	consensus disorder prediction	258	283	-	T	24-06-2023	-	-
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	942	963	270.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	659	680	3200.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	230	251	7600.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	708	730	5300.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	1091	1112	8500.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	1466	1487	6600.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	355	377	6500.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	1360	1381	810.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	1017	1039	4800.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	181	202	2300.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
NZ_CP011770.1_orf11643	5e73464880b46210eaea997d93523792	2098	SMART	SM00710	pbh1	1237	1258	610.0	T	24-06-2023	IPR006626	Parallel beta-helix repeat
