	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_044946.1_91	NC_044946.1	NC_044946.1	91	102782	103159	-1	E			YP_009702982.1	YP_009702982.1 BA71V-B117L [African swine fever virus]	False	0.946	250.0	2.725e-76									VOG36451	sp|P0CA20|VF117_ASFP4 Uncharacterized protein B117L; Xs	Xs	0	False	V
NC_044946.1_92	NC_044946.1	NC_044946.1	92	103167	104369	-1	E			YP_009702983.1	YP_009702983.1 BA71V-B407L [African swine fever virus]	True	0.936	787.0	9.214999999999999e-257									VOG36452	sp|P0CAG3|VF407_ASFK5 Uncharacterized protein B407L; Xh	Xh	0	False	
NC_044946.1_93	NC_044946.1	NC_044946.1	93	104398	104925	-1	E			YP_009702984.1	YP_009702984.1 BA71V-B175L [African swine fever virus]	True	0.991	368.0	3.07e-116												1	False	
NC_044946.1_94	NC_044946.1	NC_044946.1	94	104972	105763	1	E			YP_009702985.1	YP_009702985.1 BA71V-B263R [African swine fever virus]	True	0.977	544.0	3.07e-175									VOG36453	sp|P0CAC1|TBP_ASFK5 Putative TATA-binding protein pB263R; Xh	Xh	0	False	
NC_044946.1_95	NC_044946.1	NC_044946.1	95	105760	105960	-1	E			YP_009702821.1	YP_009702821.1 BA71V-B66L [African swine fever virus]	False	0.911	128.0	5.646e-35												0	False	
NC_044946.1_96	NC_044946.1	NC_044946.1	96	105966	109988	-1	E			YP_009702987.1	YP_009702987.1 BA71V-G1340L [African swine fever virus]	True	0.972	2745.0	0.0									VOG36454	sp|P0CA40|ETFL_ASFK5 Early transcription factor large subunit homolog; Xs	Xs	0	False	V
NC_044946.1_97	NC_044946.1	NC_044946.1	97	110077	113691	1	C	K26379	Asfivirus DNA polymerase beta [EC:2.7.7.7]	YP_009702988.1	YP_009702988.1 BA71V-G1211R [African swine fever virus]	True	0.98	2489.0	0.0								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	VOG00345	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_044946.1_98	NC_044946.1	NC_044946.1	98	113688	114059	-1	E			YP_009702989.1	YP_009702989.1 BA71V-CP123L [African swine fever virus]	False	0.959	250.0	2.473e-76									VOG36456	sp|P0CA26|VF123_ASFK5 Uncharacterized protein CP123L; XhXs	Xs;Xh	0	False	V
NC_044946.1_99	NC_044946.1	NC_044946.1	99	114223	121656	-1	E			YP_009702990.1	YP_009702990.1 BA71V-CP2475L (p220) [African swine fever virus]	True	0.95	4942.0	0.0									VOG36457	sp|P0CA01|PP220_ASFK5 Polyprotein pp220; XhXs	Xs;Xh	0	False	V
NC_044946.1_100	NC_044946.1	NC_044946.1	100	121778	122383	-1	E			YP_009702991.1	YP_009702991.1 BA71V-CP204L (p32, p30) [African swine fever virus]	True	0.923	390.0	3.08e-123									VOG36460	sp|P0C9Z2|P30_ASFM2 Phosphoprotein p30; XhXs	Xs;Xh	0	False	V
NC_044946.1_101	NC_044946.1	NC_044946.1	101	122414	124018	1	E			YP_009702992.1	YP_009702992.1 BA71V-CP530R (p60) [African swine fever virus]	True	0.987	1114.0	0.0									VOG36458	sp|P0CA05|PP62_ASFK5 Polyprotein pp62; XhXs	Xs;Xh	0	False	V
NC_044946.1_102	NC_044946.1	NC_044946.1	102	124021	124263	1	C	K26376	Asfivirus DNA-directed RNA polymerase RPB10	YP_009702828.1	YP_009702828.1 BA71V-CP80R [African swine fever virus]	False	1.0	172.0	6.24e-50								RNA polymerases N / 8 kDa subunit [PF01194.20]				0	False	
NC_044946.1_103	NC_044946.1	NC_044946.1	103	124305	125225	1	E			YP_009702994.1	YP_009702994.1 BA71V-CP312R [African swine fever virus]	True	0.945	609.0	4.368e-197									VOG36459	sp|P0CAD1|VF312_ASFK5 Uncharacterized protein CP312R; XhXs	Xs;Xh	0	False	V
NC_044946.1_104	NC_044946.1	NC_044946.1	104	125363	125770	-1	E			YP_009702995.1	YP_009702995.1 BA71V-O174L [African swine fever virus]	False	0.929	265.0	3.714e-81												0	False	
NC_044946.1_105	NC_044946.1	NC_044946.1	105	126099	130451	-1	D			YP_009702997.1	YP_009702997.1 BA71V-NP1450L (g2L) [African swine fever virus]	True	0.961	2931.0	0.0								RNA polymerase Rpb1, domain 2 [PF00623.23]; RNA polymerase Rpb1, domain 1 [PF04997.15]; RNA polymerase Rpb1, domain 5 [PF04998.20]; RNA polymerase Rpb1, domain 3 [PF04983.21]; RNA polymerase Rpb1, domain 4 [PF05000.20]; RNA polymerase Rpb1, domain 7 [PF04990.15]	VOG01017	sp|A0A7H0DN77|RP147_MONPV DNA-directed RNA polymerase 147 kDa polypeptide; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_106	NC_044946.1	NC_044946.1	106	130519	131778	-1	D			YP_009702998.1	YP_009702998.1 BA71V-NP419L (g3L) [African swine fever virus]	True	0.982	870.0	3.013e-285								ATP dependent DNA ligase domain [PF01068.24]	VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xh;Xr	0	False	V
NC_044946.1_107	NC_044946.1	NC_044946.1	107	131844	134450	1	D			YP_009702999.1	YP_009702999.1 BA71V-NP868R (g4R) [African swine fever virus]	True	0.972	1778.0	0.0								mRNA capping enzyme [PF03291.19]; mRNA capping enzyme, catalytic domain [PF01331.22]	VOG00730	sp|Q8QMV9|MCEL_CWPXB mRNA-capping enzyme catalytic subunit; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_108	NC_044946.1	NC_044946.1	108	134507	135259	1	D			YP_009703000.1	YP_009703000.1 MutT/NUDIX hydrolase [African swine fever virus]	True	0.98	519.0	7.026e-167								NUDIX domain [PF00293.31]	VOG03984	sp|P21290|ADPP_NPVAC Protein ADP-ribose pyrophosphatase ORF38; Xu	Xu	0	False	
NC_044946.1_109	NC_044946.1	NC_044946.1	109	135465	135932	-1	E			YP_009703001.1	YP_009703001.1 BA71V-D129L [African swine fever virus]	False	0.948	311.0	1.207e-96									VOG36462	sp|P0CAM4|VFD29_ASFK5 Uncharacterized protein D129L; Xu	Xu	0	False	
NC_044946.1_110	NC_044946.1	NC_044946.1	110	136046	136285	-1	E			YP_009702837.1	YP_009702837.1 BA71V-D79L (g7L) [African swine fever virus]	False	0.908	152.0	4.418e-43									VOG36461	sp|P0CAK3|VF79_ASFK5 Uncharacterized protein D79L; Xu	Xu	0	False	
NC_044946.1_111	NC_044946.1	NC_044946.1	111	136353	137360	-1	E			YP_009703003.1	YP_009703003.1 BA71V-D339L (g9L) [African swine fever virus]	True	0.965	682.0	8.117e-222									VOG36463	sp|P0CAE7|RPB7_ASFK5 DNA-directed RNA polymerase RPB7 homolog; XrXs	Xs;Xr	0	False	V
NC_044946.1_112	NC_044946.1	NC_044946.1	112	137439	140843	-1	D			YP_009703004.1	YP_009703004.1 BA71V-D1133L (g10L) [African swine fever virus]	True	0.967	2310.0	0.0								Helicase conserved C-terminal domain [PF00271.34]; Nucleoside triphosphatase I C-terminal [PF08469.13]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044946.1_113	NC_044946.1	NC_044946.1	113	140881	141039	-1	E			YP_009703378.1	YP_009703378.1 hypothetical protein F8221_gp161 [African swine fever virus]	False	0.766	84.0	7.457e-20												0	False	
NC_044946.1_114	NC_044946.1	NC_044946.1	114	141074	141427	-1	E			YP_009703005.1	YP_009703005.1 BA71V-D117L (p17, i1L) [African swine fever virus]	False	0.934	231.0	7.118e-70									VOG36464	sp|P0C9Y8|P17_ASFK5 Minor capsid protein p17; XpXs	Xs;Xp	0	False	V
NC_044946.1_115	NC_044946.1	NC_044946.1	115	141490	142101	1	D			YP_009703006.1	YP_009703006.1 BA71V-D205R (i2R) [African swine fever virus]	True	0.963	413.0	2.802e-131								RNA polymerase Rpb5, C-terminal domain [PF01191.22]	VOG00616	sp|Q5UPX7|RPO5_MIMIV DNA-directed RNA polymerase subunit 5; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_116	NC_044946.1	NC_044946.1	116	142143	143180	-1	D			YP_009703007.1	YP_009703007.1 BA71V-D345L (i3L, i4L) [African swine fever virus]	True	1.0	737.0	8.951e-241								YqaJ-like viral recombinase domain [PF09588.13]	VOG36465	sp|P0CAF0|VF345_ASFK5 Protein D345L; Xp	Xp	0	False	
NC_044946.1_117	NC_044946.1	NC_044946.1	117	143180	143731	-1	E			YP_009703008.1	YP_009703008.1 BA71V-S183 (i5L) [African swine fever virus]	True	0.975	378.0	1.688e-119									VOG36466	sp|P0CA84|VF183_ASFK5 Uncharacterized protein S183L; Xh	Xh	0	False	
NC_044946.1_118	NC_044946.1	NC_044946.1	118	143790	144611	1	D			YP_009703009.1	YP_009703009.1 BA71V-S273R (i6R) [African swine fever virus]	True	0.998	578.0	8.267e-187	MER0027602	C63	MER0027602 - African swine fever virus processing peptidase () [C63.001]#C63#{peptidase unit: 168-269}~source VPRT_ASFB7~	False	1.0	221.0	6.087000000000001e-63		VOG05936	sp|O72903|I7_FOWPN Core protease I7 homolog; XhXs	Xs;Xh	0	False	VP
NC_044946.1_119	NC_044946.1	NC_044946.1	119	144646	148224	1	C	K03164	DNA topoisomerase II [EC:5.6.2.2]	YP_009703010.1	YP_009703010.1 BA71V-P1192R (i7R) [African swine fever virus]	True	0.967	2427.0	0.0								DNA gyrase/topoisomerase IV, subunit A [PF00521.23]; C-terminal associated domain of TOPRIM [PF16898.8]	VOG01293	sp|P07065|TOP5_BPT4 DNA topoisomerase medium subunit; Xh	Xh	0	False	
NC_044946.1_120	NC_044946.1	NC_044946.1	120	148258	149337	-1	C	K26377	Asfivirus DNA-directed RNA polymerase RPB3-11	YP_009703011.1	YP_009703011.1 BA71V-H359L (j1L) [African swine fever virus]	True	0.967	732.0	1.039e-238								RNA polymerase Rpb3/Rpb11 dimerisation domain [PF13656.9]	VOG01729	sp|Q5UQD9|YR470_MIMIV Putative DNA directed RNA polymerase subunit R470; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_121	NC_044946.1	NC_044946.1	121	149501	149899	1	E			YP_009703012.1	YP_009703012.1 BA71V-H171R (j2R) [African swine fever virus]	False	0.949	265.0	2.344e-81									VOG36467	sp|P0CA73|VF171_ASFK5 Uncharacterized protein H171R; XhXs	Xs;Xh	0	False	V
NC_044946.1_122	NC_044946.1	NC_044946.1	122	149931	150308	1	E			YP_009702848.1	YP_009702848.1 BA71V-H124R [African swine fever virus]	False	1.0	274.0	2.199e-84									VOG36469	sp|P0CA30|VF124_ASFK5 Uncharacterized protein H124R; XhXs	Xs;Xh	0	False	V
NC_044946.1_123	NC_044946.1	NC_044946.1	123	150331	151350	1	E			YP_009702849.1	YP_009702849.1 BA71V-H339R (j4R) [African swine fever virus]	True	0.961	687.0	2.231e-223									VOG36468	sp|P0CAN3|VFH33_ASFK5 Protein H339R; XhXs	Xs;Xh	0	False	V
NC_044946.1_124	NC_044946.1	NC_044946.1	124	151362	151697	1	E			YP_009703015.1	YP_009703015.1 BA71V-H108R (j5R) [African swine fever virus]	False	0.927	218.0	3.3790000000000007e-65									VOG36470	sp|P0CA13|VF108_ASFK5 Inner membrane protein H108R; XhXs	Xs;Xh	0	False	V
NC_044946.1_125	NC_044946.1	NC_044946.1	125	151654	152358	1	E			YP_009703016.1	YP_009703016.1 BA71V-H233R (j6R) [African swine fever virus]	True	1.0	496.0	2.885e-159									VOG36471	sp|P0CAA4|VF233_ASFK5 Uncharacterized protein H233R; Xh	Xh	0	False	
NC_044946.1_126	NC_044946.1	NC_044946.1	126	152454	153164	1	E			YP_009703017.1	YP_009703017.1 BA71V-H240R (j7R) [African swine fever virus]	True	0.979	489.0	6.752e-157									VOG36472	sp|P0CAA7|CAPSP_ASFK5 Penton protein H240R; XhXs	Xs;Xh	0	False	V
NC_044946.1_127	NC_044946.1	NC_044946.1	127	153157	154056	-1	D			YP_009703018.1	YP_009703018.1 BA71V-R298L (j8L) [African swine fever virus]	True	0.974	616.0	1.4810000000000004e-199								Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]; Fungal protein kinase [PF17667.4]				0	False	
NC_044946.1_128	NC_044946.1	NC_044946.1	128	154031	156151	-1	D			YP_009703019.1	YP_009703019.1 BA71V-Q706L (j10L) [African swine fever virus]	True	0.96	1427.0	0.0								SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044946.1_129	NC_044946.1	NC_044946.1	129	156109	157713	-1	D			YP_009703020.1	YP_009703020.1 BA71V-QP509L [African swine fever virus]	True	0.97	1041.0	0.0								Type III restriction enzyme, res subunit [PF04851.18]; SNF2-related domain [PF00176.26]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044946.1_130	NC_044946.1	NC_044946.1	130	157754	158749	1	E			YP_009703021.1	YP_009703021.1 BA71V-QP383R (j11R) [African swine fever virus]	True	0.958	669.0	3.029e-217									VOG36473	sp|P0C9C9|NIFSL_ASFP4 NifS-like protein; XhXs	Xs;Xh	0	False	V
NC_044946.1_131	NC_044946.1	NC_044946.1	131	158697	159251	-1	E			YP_009702857.1	YP_009702857.1 BA71V-E184L (j12L) [African swine fever virus]	True	0.943	366.0	2.284e-115									VOG36474	sp|P0CA87|VF184_ASFK5 Uncharacterized protein E184L; XhXs	Xs;Xh	0	False	V
NC_044946.1_132	NC_044946.1	NC_044946.1	132	159295	159852	-1	D			YP_009703023.1	YP_009703023.1 BA71V-E183L (p54, j13L) [African swine fever virus]	True	0.912	355.0	3.089e-111								African swine fever virus J13L protein [PF05568.14]	VOG36475	sp|P0C9Z9|P54_ASFP4 Inner membrane protein p54; XhXpXs	Xs;Xh;Xp	0	False	V
NC_044946.1_133	NC_044946.1	NC_044946.1	133	159883	161154	1	E			YP_009703024.1	YP_009703024.1 BA71V-E423R (j14R) [African swine fever virus]	True	0.951	847.0	3.134e-277									VOG36477	sp|P0CAH0|VF423_ASFK5 Uncharacterized protein E423R; Xs	Xs	0	False	V
NC_044946.1_134	NC_044946.1	NC_044946.1	134	161329	162234	1	E			YP_009702860.1	YP_009702860.1 BA71V-E301R (j15R) [African swine fever virus]	True	0.952	604.0	2.849e-195									VOG36476	sp|P0CAC8|VF301_ASFK5 Uncharacterized protein E301R; XhXp	Xh;Xp	0	False	
NC_044946.1_135	NC_044946.1	NC_044946.1	135	162264	162704	-1	E			YP_009703026.1	YP_009703026.1 BA71V-E146L (j16L) [African swine fever virus]	False	0.982	304.0	1.223e-94									VOG36478	sp|P0CA52|VF146_ASFK5 Uncharacterized protein E146L; Xs	Xs	0	False	V
NC_044946.1_136	NC_044946.1	NC_044946.1	136	162880	163479	-1	E			YP_009703027.1	YP_009703027.1 BA71V-E199L (j18L) [African swine fever virus]	True	0.985	416.0	3.4900000000000005e-132									VOG36479	sp|P0CA94|VF199_ASFK5 Inner membrane protein E199L; XhXs	Xs;Xh	0	False	V
NC_044946.1_137	NC_044946.1	NC_044946.1	137	163507	164004	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	YP_009703028.1	YP_009703028.1 BA71V-E165R (k1R) [African swine fever virus]	False	0.996	349.0	7.198e-110								dUTPase [PF00692.22]				0	False	M
NC_044946.1_138	NC_044946.1	NC_044946.1	138	164027	164776	1	E			YP_009703029.1	YP_009703029.1 BA71V-E248R (k2R) [African swine fever virus]	True	0.923	483.0	1.935e-154									VOG36480	sp|P0CAB0|E248R_ASFK5 Inner membrane protein pE248R; XhXs	Xs;Xh	0	False	V
NC_044946.1_139	NC_044946.1	NC_044946.1	139	164815	165180	1	E			YP_009702865.1	YP_009702865.1 BA71V-E120R (p14.5) [African swine fever virus]	False	0.936	240.0	1.136e-72									VOG36481	sp|P0C9Y5|P14_ASFK5 Protein p14.5; XhXpXs	Xs;Xh;Xp	0	False	V
NC_044946.1_140	NC_044946.1	NC_044946.1	140	165209	166099	1	D			YP_009703031.1	YP_009703031.1 BA71V-E296R (k4R) [African swine fever virus]	True	0.985	617.0	4.993e-200								Xylose isomerase-like TIM barrel [PF01261.27]	VOG02266	sp|Q7T6Y4|DPOLX_MIMIV Probable DNA polymerase family X; XhXrXs	Xs;Xh;Xr	0	False	V
NC_044946.1_141	NC_044946.1	NC_044946.1	141	166771	167493	-1	E			YP_009703032.1	YP_009703032.1 BA71V-I267L (k7L) [African swine fever virus]	True	1.0	509.0	8.462e-164									VOG36483	sp|P0CAC5|VF267_ASFK5 Protein I267L; XhXp	Xh;Xp	0	False	
NC_044946.1_142	NC_044946.1	NC_044946.1	142	167650	168324	1	E			YP_009703033.1	YP_009703033.1 BA71V-I226R (k8R) [African swine fever virus]	True	0.952	450.0	1.384e-143									VOG36485	sp|P0CAA1|VF226_ASFK5 Late protein I226R; XhXp	Xh;Xp	0	False	
NC_044946.1_143	NC_044946.1	NC_044946.1	143	168321	169052	-1	D			YP_009702870.1	YP_009702870.1 BA71V-I243L (k9L) [African swine fever virus]	True	0.985	507.0	6.470000000000001e-163								Transcription factor S-II (TFIIS) [PF01096.21]				0	False	
NC_044946.1_144	NC_044946.1	NC_044946.1	144	169140	169361	1	E			YP_009703035.1	YP_009703035.1 BA71V-I73R (k10R) [African swine fever virus]	False	0.96	150.0	2.188e-42									VOG36484	sp|P0CAJ9|VF73R_ASFK5 Uncharacterized protein I73R; XhXs	Xs;Xh	0	False	V
NC_044946.1_145	NC_044946.1	NC_044946.1	145	169679	170668	-1	E			YP_009703036.1	YP_009703036.1 BA71V-I329L (k11L) [African swine fever virus]	True	0.977	680.0	4.058e-221									VOG36486	sp|A9JM73|I329L_ASFPP Transmembrane protein I329L; XhXp	Xh;Xp	0	False	
NC_044946.1_146	NC_044946.1	NC_044946.1	146	170975	171628	-1	D			YP_009703037.1	YP_009703037.1 BA71V-I215L (k13L) [African swine fever virus]	True	0.949	435.0	2.182e-138								Ubiquitin-conjugating enzyme [PF00179.29]				0	False	
NC_044946.1_147	NC_044946.1	NC_044946.1	147	171785	172270	-1	E			YP_009703038.1	YP_009703038.1 BA71V-I177L (k14L) [African swine fever virus]	False	0.956	326.0	9.947e-102									VOG36487	REFSEQ pI177L; Xu	Xu	0	False	
NC_044946.1_148	NC_044946.1	NC_044946.1	148	172263	172796	-1	E			YP_009703039.1	YP_009703039.1 BA71V-I196L (k15L) [African swine fever virus]	False	0.901	335.0	1.501e-104									VOG36488	sp|P0CA90|VF196_ASFK5 Late protein I196L; Xh	Xh	0	False	
NC_044946.1_149	NC_044946.1	NC_044946.1	149	172893	173666	-1	E			YP_009703040.1	YP_009703040.1 BA71V-DP238L (l1L) [African swine fever virus]	True	0.875	469.0	1.742e-149									VOG36489	sp|P0CAM7|VFD38_ASFK5 Uncharacterized protein DP238L; Xh	Xh	0	False	
NC_044946.1_150	NC_044946.1	NC_044946.1	150	173845	174903	1	D			YP_009703041.1	YP_009703041.1 MGF 360-16R [African swine fever virus]	True	0.986	735.0	1.13e-239								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_151	NC_044946.1	NC_044946.1	151	174987	176672	-1	D			YP_009703042.1	YP_009703042.1 MGF 505-11L [African swine fever virus]	True	0.962	1099.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044946.1_152	NC_044946.1	NC_044946.1	152	176766	177191	-1	E			YP_009703043.1	YP_009703043.1 MGF 100-2L [African swine fever virus]	False	1.0	306.0	2.718e-95									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044946.1_153	NC_044946.1	NC_044946.1	153	177400	177840	-1	E			YP_009703044.1	YP_009703044.1 MGF 100-3L [African swine fever virus]	False	0.962	298.0	2.62e-92									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044946.1_154	NC_044946.1	NC_044946.1	154	177930	178241	-1	E			YP_009703045.1	YP_009703045.1 I7L [African swine fever virus]	False	1.0	234.0	3.93e-71									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044946.1_155	NC_044946.1	NC_044946.1	155	178250	178393	-1	E																				0	False	
NC_044946.1_156	NC_044946.1	NC_044946.1	156	178402	178713	-1	E			YP_009702882.1	YP_009702882.1 I8L [African swine fever virus]	False	1.0	223.0	2.738e-67									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044946.1_157	NC_044946.1	NC_044946.1	157	178910	179206	1	E			YP_009703047.1	YP_009703047.1 I9R [African swine fever virus]	False	1.0	212.0	2.048e-63									VOG36493	REFSEQ I9R; Xu	Xu	0	False	
NC_044946.1_158	NC_044946.1	NC_044946.1	158	179246	179761	-1	E			YP_009703048.1	YP_009703048.1 I10L [African swine fever virus]	True	1.0	372.0	1.08e-117									VOG36423	sp|P0C9W0|P22_ASFK5 Inner membrane protein p22; XhXs	Xs;Xh	0	False	VF
NC_044946.1_159	NC_044946.1	NC_044946.1	159	180324	180440	1	E																				0	False	F
NC_044946.1_160	NC_044946.1	NC_044946.1	160	180695	180985	1	D			YP_009703050.1	YP_009703050.1 I12R [African swine fever virus]	False	1.0	208.0	3.193e-62								Viral family 110 [PF01639.20]				0	False	F
NC_044946.1_161	NC_044946.1	NC_044946.1	161	181097	181870	1	E			YP_009703051.1	YP_009703051.1 MGF 360-18R [African swine fever virus]	True	0.966	524.0	1.184e-168									VOG36491	sp|Q65211|36018_ASFB7 Protein MGF 360-18R; Xu	Xu	0	False	F
NC_044946.1_162	NC_044946.1	NC_044946.1	162	181847	182404	-1	D			YP_009703052.1	YP_009703052.1 BA71V-DP71L (I14L, NLS) [African swine fever virus]	True	0.923	359.0	7.009e-113								Phosphatase-1 catalytic subunit binding region [PF10488.12]	VOG01132	sp|P0C753|DP71L_ASFWA Protein DP71L; XhXp	Xh;Xp	0	False	F
NC_044946.1_163	NC_044946.1	NC_044946.1	163	182626	183696	1	D			YP_009703053.1	YP_009703053.1 MGF 360-22R [African swine fever virus]	True	0.977	735.0	1.363e-239								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	F
NC_044946.1_164	NC_044946.1	NC_044946.1	164	183754	184368	1	D			YP_009702891.1	YP_009702891.1 MGF 360-21R [African swine fever virus]	False	0.837	358.0	6.051e-112								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	F
