	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292026.1_114	KC292026	KC292026.1	114	78292	78630	-1	E			YP_008059332.1	YP_008059332.1 hypothetical protein M199_gp212 [Halogranum tailed virus 1]	False	0.977	233.0	1.577e-70												0	False	
KC292026.1_115	KC292026	KC292026.1	115	78701	78838	-1	E			YP_008059333.1	YP_008059333.1 hypothetical protein M199_gp211 [Halogranum tailed virus 1]	False	0.953	93.0	4.772e-23												0	False	
KC292026.1_116	KC292026	KC292026.1	116	78878	79201	-1	E			YP_008059334.1	YP_008059334.1 hypothetical protein M199_gp210 [Halogranum tailed virus 1]	False	0.971	221.0	1.618e-66												0	False	
KC292026.1_117	KC292026	KC292026.1	117	79230	79553	-1	E			YP_008059335.1	YP_008059335.1 hypothetical protein M199_gp209 [Halogranum tailed virus 1]	False	1.0	232.0	3.187e-70												0	False	
KC292026.1_118	KC292026	KC292026.1	118	79550	79906	-1	E			YP_008059336.1	YP_008059336.1 hypothetical protein M199_gp208 [Halogranum tailed virus 1]	False	0.976	245.0	1.616e-74												0	False	
KC292026.1_119	KC292026	KC292026.1	119	79908	80075	-1	E			YP_008059337.1	YP_008059337.1 hypothetical protein M199_gp207 [Halogranum tailed virus 1]	False	0.975	115.0	8.182000000000001e-31												0	False	
KC292026.1_120	KC292026	KC292026.1	120	80360	80890	-1	E			YP_008059338.1	YP_008059338.1 hypothetical protein M199_gp206 [Halogranum tailed virus 1]	False	0.937	348.0	4.302e-109												0	False	
KC292026.1_121	KC292026	KC292026.1	121	80890	81093	-1	E			YP_008059339.1	YP_008059339.1 hypothetical protein M199_gp205 [Halogranum tailed virus 1]	False	0.992	143.0	4.829e-40												0	False	
KC292026.1_122	KC292026	KC292026.1	122	81090	81323	-1	E			YP_008059340.1	YP_008059340.1 hypothetical protein M199_gp204 [Halogranum tailed virus 1]	False	0.996	164.0	2.193e-47												0	False	
KC292026.1_123	KC292026	KC292026.1	123	81310	81891	-1	D			YP_008059341.1	YP_008059341.1 homing endonuclease with LAGLIDADG motif [Halogranum tailed virus 1]	True	1.0	422.0	2.309e-134								LAGLIDADG DNA endonuclease family [PF03161.16]	VOG00409	sp|Q9F417|RECA_MYCCI Protein RecA (Fragment); XhXr	Xr;Xh	0	False	V
KC292026.1_124	KC292026	KC292026.1	124	81995	82777	-1	E			YP_008059342.1	YP_008059342.1 hypothetical protein M199_gp202 [Halogranum tailed virus 1]	True	0.996	549.0	3.225e-177									VOG26219	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_125	KC292026	KC292026.1	125	82809	83153	-1	E			YP_008059343.1	YP_008059343.1 hypothetical protein M199_gp201 [Halogranum tailed virus 1]	False	1.0	244.0	1.824e-74												0	False	
KC292026.1_126	KC292026	KC292026.1	126	83193	83507	-1	E			YP_008059344.1	YP_008059344.1 hypothetical protein M199_gp200 [Halogranum tailed virus 1]	False	0.951	176.0	6.245e-51												0	False	
KC292026.1_127	KC292026	KC292026.1	127	83447	83605	-1	E			YP_008059345.1	YP_008059345.1 hypothetical protein M199_gp199 [Halogranum tailed virus 1]	False	0.932	104.0	6.919e-27												0	False	
KC292026.1_128	KC292026	KC292026.1	128	83602	84255	-1	E			YP_008059346.1	YP_008059346.1 hypothetical protein M199_gp198 [Halogranum tailed virus 1]	True	0.955	438.0	1.75e-139												0	False	
KC292026.1_129	KC292026	KC292026.1	129	84276	85865	-1	D			YP_008059347.1	YP_008059347.1 HSP90 chaperone [Halogranum tailed virus 1]	True	0.98	1095.0	0.0								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]	VOG26220	REFSEQ chaperone protein HTPG domain; Xu	Xu	0	False	
KC292026.1_130	KC292026	KC292026.1	130	85894	86187	-1	E			YP_008059348.1	YP_008059348.1 hypothetical protein M199_gp196 [Halogranum tailed virus 1]	False	0.876	179.0	4.862e-52												0	False	
KC292026.1_131	KC292026	KC292026.1	131	86212	86478	-1	D			YP_008059349.1	YP_008059349.1 thioredoxin [Halogranum tailed virus 1]	False	0.957	179.0	2.278e-52								Thioredoxin [PF00085.23]; Thioredoxin [PF14595.9]; Redoxin [PF08534.13]; Thioredoxin domain [PF13192.9]				0	False	
KC292026.1_132	KC292026	KC292026.1	132	86505	86810	-1	E			YP_008059350.1	YP_008059350.1 hypothetical protein M199_gp194 [Halogranum tailed virus 1]	False	1.0	222.0	6.405e-67												0	False	
KC292026.1_133	KC292026	KC292026.1	133	86836	87066	-1	E			YP_008059351.1	YP_008059351.1 hypothetical protein M199_gp193 [Halogranum tailed virus 1]	False	0.979	159.0	1.276e-45												0	False	
KC292026.1_134	KC292026	KC292026.1	134	87152	87367	-1	E			YP_008059352.1	YP_008059352.1 hypothetical protein M199_gp192 [Halogranum tailed virus 1]	False	1.0	153.0	2.157e-43												0	False	
KC292026.1_135	KC292026	KC292026.1	135	87384	87668	-1	E			YP_008059353.1	YP_008059353.1 hypothetical protein M199_gp191 [Halogranum tailed virus 1]	False	0.999	201.0	1.175e-59												0	False	
KC292026.1_136	KC292026	KC292026.1	136	87694	88098	-1	D			YP_008059354.1	YP_008059354.1 dual specificity phosphatase [Halogranum tailed virus 1]	False	1.0	287.0	7.396e-89								Dual specificity phosphatase, catalytic domain [PF00782.23]	VOG00099	sp|A0A7H0DN78|DUSP_MONPV Dual specificity protein phosphatase OPG106; XhXpXs	Xs;Xp;Xh	0	False	V
KC292026.1_137	KC292026	KC292026.1	137	88138	89001	-1	E			YP_008059355.1	YP_008059355.1 hypothetical protein M199_gp189 [Halogranum tailed virus 1]	True	0.976	592.0	1.376e-191												0	False	
KC292026.1_138	KC292026	KC292026.1	138	89040	89633	-1	D			YP_008059356.1	YP_008059356.1 Restriction endonuclease [Halogranum tailed virus 1]	True	0.98	409.0	4.937e-130								Restriction endonuclease EcoRV [PF09233.14]				0	False	
KC292026.1_139	KC292026	KC292026.1	139	89623	89928	-1	E			YP_008059357.1	YP_008059357.1 hypothetical protein M199_gp187 [Halogranum tailed virus 1]	False	1.0	216.0	7.337e-65												0	False	
KC292026.1_140	KC292026	KC292026.1	140	89925	90212	-1	E			YP_008059358.1	YP_008059358.1 hypothetical protein M199_gp186 [Halogranum tailed virus 1]	False	0.92	185.0	2.799e-54												0	False	
KC292026.1_141	KC292026	KC292026.1	141	90244	90534	-1	E			YP_008059359.1	YP_008059359.1 hypothetical protein M199_gp185 [Halogranum tailed virus 1]	False	0.98	201.0	1.297e-59												0	False	
KC292026.1_142	KC292026	KC292026.1	142	90565	90795	-1	E			YP_008059360.1	YP_008059360.1 hypothetical protein M199_gp184 [Halogranum tailed virus 1]	False	0.893	144.0	2.934e-40												0	False	
KC292026.1_143	KC292026	KC292026.1	143	90971	91315	-1	E			YP_008059362.1	YP_008059362.1 hypothetical protein M199_gp182 [Halogranum tailed virus 1]	False	0.996	242.0	1.214e-73												0	False	
KC292026.1_144	KC292026	KC292026.1	144	91513	91887	-1	D			YP_008059364.1	YP_008059364.1 PD-(D/E)XK nuclease [Halogranum tailed virus 1]	False	0.947	249.0	9.183e-76								PD-(D/E)XK nuclease superfamily [PF13366.9]	VOG14634	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_145	KC292026	KC292026.1	145	92332	92568	1	E			YP_008059367.1	YP_008059367.1 hypothetical protein M199_gp177 [Halogranum tailed virus 1]	False	0.995	166.0	4.738e-48												0	False	
KC292026.1_146	KC292026	KC292026.1	146	92601	92933	1	E			YP_008059368.1	YP_008059368.1 hypothetical protein M199_gp176 [Halogranum tailed virus 1]	False	0.963	225.0	7.945e-68												0	False	
KC292026.1_147	KC292026	KC292026.1	147	92930	93205	1	E			YP_008059369.1	YP_008059369.1 hypothetical protein M199_gp175 [Halogranum tailed virus 1]	False	0.861	165.0	3.196e-47												0	False	
KC292026.1_148	KC292026	KC292026.1	148	93237	93554	1	E			YP_008059370.1	YP_008059370.1 hypothetical protein M199_gp174 [Halogranum tailed virus 1]	False	0.962	215.0	2.304e-64												0	False	
KC292026.1_149	KC292026	KC292026.1	149	93602	93928	1	E			YP_008059371.1	YP_008059371.1 hypothetical protein M199_gp173 [Halogranum tailed virus 1]	False	1.0	233.0	1.779e-70												0	False	
KC292026.1_150	KC292026	KC292026.1	150	93946	95073	1	C	K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	YP_008059372.1	YP_008059372.1 class I lysyl tRNA synthetase [Halogranum tailed virus 1]	True	0.986	782.0	9.168000000000001e-256								tRNA synthetases class I (K) [PF01921.21]				0	False	
KC292026.1_151	KC292026	KC292026.1	151	95098	95406	1	E			YP_008059373.1	YP_008059373.1 hypothetical protein M199_gp171 [Halogranum tailed virus 1]	False	1.0	220.0	3.267e-66												0	False	
KC292026.1_152	KC292026	KC292026.1	152	95390	95665	1	E			YP_008059374.1	YP_008059374.1 hypothetical protein M199_gp170 [Halogranum tailed virus 1]	False	0.973	189.0	1.3350000000000002e-55												0	False	
KC292026.1_153	KC292026	KC292026.1	153	95658	95888	1	E			YP_008059375.1	YP_008059375.1 hypothetical protein M199_gp169 [Halogranum tailed virus 1]	False	1.0	168.0	8.809e-49												0	False	
KC292026.1_154	KC292026	KC292026.1	154	95869	96576	1	D			YP_008059376.1	YP_008059376.1 hypothetical protein M199_gp168 [Halogranum tailed virus 1]	True	1.0	472.0	4.984e-151								ATP-grasp domain, R2K clade family 3 [PF14243.9]				0	False	
KC292026.1_155	KC292026	KC292026.1	155	96766	99378	1	D			YP_008059378.1	YP_008059378.1 hypothetical protein M199_gp166 [Halogranum tailed virus 1]	True	0.963	1764.0	0.0								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]	VOG26220	REFSEQ chaperone protein HTPG domain; Xu	Xu	0	False	
KC292026.1_156	KC292026	KC292026.1	156	99663	100172	1	D			YP_008059380.1	YP_008059380.1 homing endonuclease with LAGLIDADG motif [Halogranum tailed virus 1]	True	1.0	372.0	9.807e-118								LAGLIDADG DNA endonuclease family [PF03161.16]	VOG00409	sp|Q9F417|RECA_MYCCI Protein RecA (Fragment); XhXr	Xr;Xh	0	False	V
KC292026.1_157	KC292026	KC292026.1	157	100220	100471	1	E			YP_008059381.1	YP_008059381.1 hypothetical protein M199_gp163 [Halogranum tailed virus 1]	False	0.917	162.0	2.709e-46												0	False	
KC292026.1_158	KC292026	KC292026.1	158	100513	101529	1	E			YP_008059382.1	YP_008059382.1 hypothetical protein M199_gp162 [Halogranum tailed virus 1]	True	0.985	704.0	2.023e-229												0	False	
KC292026.1_159	KC292026	KC292026.1	159	101568	102287	1	D			YP_008059383.1	YP_008059383.1 NinI-like serine-threonine phosphatase [Halogranum tailed virus 1]	True	1.0	523.0	1.78e-168								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]; Calcineurin-like phosphoesterase [PF00149.31]				0	False	
KC292026.1_160	KC292026	KC292026.1	160	102284	102541	1	E			YP_008059384.1	YP_008059384.1 hypothetical protein M199_gp160 [Halogranum tailed virus 1]	False	0.975	177.0	1.31e-51												0	False	
KC292026.1_161	KC292026	KC292026.1	161	102531	102803	1	E			YP_008059385.1	YP_008059385.1 hypothetical protein M199_gp159 [Halogranum tailed virus 1]	False	0.947	181.0	5.171e-53												0	False	
KC292026.1_162	KC292026	KC292026.1	162	102865	103083	1	E			YP_008059386.1	YP_008059386.1 hypothetical protein M199_gp158 [Halogranum tailed virus 1]	False	1.0	157.0	6.974e-45												0	False	
KC292026.1_163	KC292026	KC292026.1	163	103094	103816	1	E			YP_008059387.1	YP_008059387.1 endonuclease III [Halogranum tailed virus 1]	True	1.0	515.0	1.024e-165												0	False	
KC292026.1_164	KC292026	KC292026.1	164	103818	104048	1	E			YP_008059388.1	YP_008059388.1 hypothetical protein M199_gp156 [Halogranum tailed virus 1]	False	0.95	154.0	7.814999999999999e-44												0	False	
KC292026.1_165	KC292026	KC292026.1	165	104102	104284	1	E			YP_008059389.1	YP_008059389.1 hypothetical protein M199_gp155 [Halogranum tailed virus 1]	False	0.942	121.0	1.25e-32												0	False	
KC292026.1_166	KC292026	KC292026.1	166	104316	104990	1	E			YP_008059390.1	YP_008059390.1 Mom-like DNA modification protein [Halogranum tailed virus 1]	True	0.994	473.0	2.159e-151									VOG04476	sp|P06018|MOM_BPMU Methylcarbamoylase mom; XhXp	Xp;Xh	0	False	
KC292026.1_167	KC292026	KC292026.1	167	104990	105136	1	E			YP_008059391.1	YP_008059391.1 hypothetical protein M199_gp153 [Halogranum tailed virus 1]	False	0.913	94.0	1.569e-23												0	False	
KC292026.1_168	KC292026	KC292026.1	168	105172	106134	1	D			YP_008059392.1	YP_008059392.1 RNA ligase [Halogranum tailed virus 1]	True	0.978	662.0	5.257999999999998e-215								RNA ligase [PF09414.13]				0	False	
KC292026.1_169	KC292026	KC292026.1	169	106131	106391	1	E			YP_008059393.1	YP_008059393.1 hypothetical protein M199_gp151 [Halogranum tailed virus 1]	False	0.965	177.0	1.376e-51												0	False	
KC292026.1_170	KC292026	KC292026.1	170	106396	106815	1	E			YP_008059394.1	YP_008059394.1 hypothetical protein M199_gp150 [Halogranum tailed virus 1]	False	0.958	282.0	4.1640000000000015e-87												0	False	
KC292026.1_171	KC292026	KC292026.1	171	106819	107265	1	E			YP_008059395.1	YP_008059395.1 hypothetical protein M199_gp149 [Halogranum tailed virus 1]	False	0.99	312.0	4.587e-97												0	False	
KC292026.1_172	KC292026	KC292026.1	172	107844	109271	1	D			YP_008059398.1	YP_008059398.1 ATP-dependent DNA ligase [Halogranum tailed virus 1]	True	0.959	959.0	4.937e-315								ATP dependent DNA ligase domain [PF01068.24]; DNA ligase OB-like domain [PF14743.9]	VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	V
KC292026.1_173	KC292026	KC292026.1	173	109307	109486	1	E			YP_008059399.1	YP_008059399.1 hypothetical protein M199_gp145 [Halogranum tailed virus 1]	False	0.95	120.0	2.238e-32												0	False	
KC292026.1_174	KC292026	KC292026.1	174	109483	109617	1	E																				0	False	
KC292026.1_175	KC292026	KC292026.1	175	109751	110017	1	E			YP_008059401.1	YP_008059401.1 hypothetical protein M199_gp143 [Halogranum tailed virus 1]	False	1.0	200.0	1.643e-59												0	False	
KC292026.1_176	KC292026	KC292026.1	176	110282	110683	1	E			YP_008059403.1	YP_008059403.1 hypothetical protein M199_gp141 [Halogranum tailed virus 1]	False	0.963	272.0	1.572e-83												0	False	
KC292026.1_177	KC292026	KC292026.1	177	110692	111594	1	D			YP_008059404.1	YP_008059404.1 lipoprotein [Halogranum tailed virus 1]	True	0.894	561.0	2.2580000000000007e-180	MER0807874	I87	MER0807874 - family I87 unassigned peptidase inhibitors () [I87.UPW]#I87#{inhibitor unit: 26-260}~source R4TGX4~	True	0.89	437.0	2.037e-137	SPFH domain / Band 7 family [PF01145.28]	VOG01466	sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614; Xu	Xu	0	False	MKP
KC292026.1_178	KC292026	KC292026.1	178	111681	111845	1	E			YP_008059405.1	YP_008059405.1 hypothetical protein M199_gp139 [Halogranum tailed virus 1]	False	0.817	93.0	4.042e-23												0	False	
KC292026.1_179	KC292026	KC292026.1	179	111881	112333	1	E			YP_008059406.1	YP_008059406.1 hypothetical protein M199_gp138 [Halogranum tailed virus 1]	False	1.0	327.0	3.1180000000000004e-102												0	False	
KC292026.1_180	KC292026	KC292026.1	180	112330	112491	1	E			YP_008059407.1	YP_008059407.1 hypothetical protein M199_gp137 [Halogranum tailed virus 1]	False	0.986	113.0	6.791e-30												0	False	
KC292026.1_181	KC292026	KC292026.1	181	112501	113565	1	D			YP_008059408.1	YP_008059408.1 RNA ligase [Halogranum tailed virus 1]	True	1.0	790.0	6.239e-259								RNA ligase [PF09414.13]	VOG00459	sp|P32277|RLIG2_BPT4 RNA ligase 2; Xh	Xh	1	False	
KC292026.1_182	KC292026	KC292026.1	182	113585	113716	1	E			YP_008059409.1	YP_008059409.1 hypothetical protein M199_gp135 [Halogranum tailed virus 1]	False	0.855	79.0	2.9e-18												0	False	
KC292026.1_183	KC292026	KC292026.1	183	113713	113985	1	E			YP_008059410.1	YP_008059410.1 hypothetical protein M199_gp134 [Halogranum tailed virus 1]	False	0.986	190.0	6.75e-56									VOG14456	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_184	KC292026	KC292026.1	184	113989	114933	1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	YP_008059411.1	YP_008059411.1 DNA methyltransferase [Halogranum tailed virus 1]	True	0.994	661.0	5.432999999999998e-215								C-5 cytosine-specific DNA methylase [PF00145.20]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13649.9]	VOG00281	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI; XhXp	Xp;Xh	0	False	M
KC292026.1_185	KC292026	KC292026.1	185	114998	115144	1	E			YP_008059412.1	YP_008059412.1 hypothetical protein M199_gp132 [Halogranum tailed virus 1]	False	0.945	98.0	9.01e-25												0	False	
KC292026.1_186	KC292026	KC292026.1	186	115147	115398	1	E			YP_008059413.1	YP_008059413.1 hypothetical protein M199_gp131 [Halogranum tailed virus 1]	False	0.99	176.0	3.063e-51												0	False	
KC292026.1_187	KC292026	KC292026.1	187	115395	115589	1	E			YP_008059414.1	YP_008059414.1 hypothetical protein M199_gp130 [Halogranum tailed virus 1]	False	0.965	132.0	1.564e-36												0	False	
KC292026.1_188	KC292026	KC292026.1	188	115610	116092	1	E			YP_008059415.1	YP_008059415.1 hypothetical protein M199_gp129 [Halogranum tailed virus 1]	False	0.955	323.0	6.3e-101												0	False	
KC292026.1_189	KC292026	KC292026.1	189	116148	116897	1	D			YP_008059416.1	YP_008059416.1 hypothetical protein M199_gp128 [Halogranum tailed virus 1]	True	0.99	522.0	3.924e-168								SprT-like family [PF10263.12]	VOG01617	sp|A0A0R4IWG9|GCNA_DANRE Germ cell nuclear acidic protein; Xu	Xu	0	False	
KC292026.1_190	KC292026	KC292026.1	190	116873	118210	1	D			YP_008059417.1	YP_008059417.1 tRNA nucleotidyltransferase [Halogranum tailed virus 1]	True	0.967	883.0	4.243e-289								Poly A polymerase head domain [PF01743.23]; Probable RNA and SrmB- binding site of polymerase A [PF12627.10]	VOG02285	sp|A8H161|CCA_SHEPA Multifunctional CCA protein; XhXr	Xr;Xh	0	False	V
KC292026.1_191	KC292026	KC292026.1	191	118232	118465	1	E			YP_008059418.1	YP_008059418.1 hypothetical protein M199_gp126 [Halogranum tailed virus 1]	False	0.933	153.0	2.123e-43												0	False	
KC292026.1_192	KC292026	KC292026.1	192	118475	119101	1	E			YP_008059419.1	YP_008059419.1 hypothetical protein M199_gp125 [Halogranum tailed virus 1]	True	0.943	414.0	2.591e-131									VOG26455	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_193	KC292026	KC292026.1	193	119218	119862	1	E			YP_008059421.1	YP_008059421.1 HNH endonuclease [Halogranum tailed virus 1]	True	0.998	409.0	1.514e-129									VOG00093	sp|P69175|NING_BPVT2 Protein ninG; Xu	Xu	1	False	
KC292026.1_194	KC292026	KC292026.1	194	119884	120456	1	E			YP_008059422.1	YP_008059422.1 hypothetical protein M199_gp122 [Halogranum tailed virus 1]	True	1.0	411.0	1.001e-130												0	False	
KC292026.1_195	KC292026	KC292026.1	195	120606	121022	1	D			YP_008059424.1	YP_008059424.1 DNA polymerase IV (family X), NT domain [Halogranum tailed virus 1]	False	0.948	271.0	3.762e-83								Helix-hairpin-helix domain [PF14520.9]				0	False	
KC292026.1_196	KC292026	KC292026.1	196	121047	121265	1	E			YP_008059425.1	YP_008059425.1 hypothetical protein M199_gp119 [Halogranum tailed virus 1]	False	1.0	156.0	1.803e-44												0	False	
KC292026.1_197	KC292026	KC292026.1	197	121266	121499	1	E			YP_008059426.1	YP_008059426.1 hypothetical protein M199_gp118 [Halogranum tailed virus 1]	False	0.981	162.0	2.0090000000000003e-46												0	False	
KC292026.1_198	KC292026	KC292026.1	198	121525	121788	1	E			YP_008059427.1	YP_008059427.1 hypothetical protein M199_gp117 [Halogranum tailed virus 1]	False	0.959	178.0	7.682e-52												0	False	
KC292026.1_199	KC292026	KC292026.1	199	121862	122053	1	E			YP_008059428.1	YP_008059428.1 hypothetical protein M199_gp116 [Halogranum tailed virus 1]	False	0.992	134.0	3.05e-37												0	False	
KC292026.1_200	KC292026	KC292026.1	200	122050	122274	1	E			YP_008059429.1	YP_008059429.1 hypothetical protein M199_gp115 [Halogranum tailed virus 1]	False	0.987	156.0	1.058e-44												0	False	
KC292026.1_201	KC292026	KC292026.1	201	122309	122551	1	E			YP_008059430.1	YP_008059430.1 hypothetical protein M199_gp114 [Halogranum tailed virus 1]	False	0.994	170.0	2.212e-49												0	False	
KC292026.1_202	KC292026	KC292026.1	202	122551	122820	1	E			YP_008059431.1	YP_008059431.1 hypothetical protein M199_gp113 [Halogranum tailed virus 1]	False	0.985	187.0	4.284e-55									VOG00539	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_203	KC292026	KC292026.1	203	122855	123091	1	E			YP_008059432.1	YP_008059432.1 hypothetical protein M199_gp112 [Halogranum tailed virus 1]	False	0.765	124.0	2.44e-33												0	False	
KC292026.1_204	KC292026	KC292026.1	204	123091	123330	1	E			YP_008059433.1	YP_008059433.1 hypothetical protein M199_gp111 [Halogranum tailed virus 1]	False	0.997	169.0	7.46e-49												0	False	
KC292026.1_205	KC292026	KC292026.1	205	123361	123825	1	E			YP_008059434.1	YP_008059434.1 hypothetical protein M199_gp110 [Halogranum tailed virus 1]	False	0.979	320.0	5.901e-100												0	False	
KC292026.1_206	KC292026	KC292026.1	206	123864	124262	1	E			YP_008059435.1	YP_008059435.1 hypothetical protein M199_gp109 [Halogranum tailed virus 1]	False	0.978	274.0	1.643e-84												0	False	
KC292026.1_207	KC292026	KC292026.1	207	124528	124704	1	E			YP_008059437.1	YP_008059437.1 hypothetical protein M199_gp107 [Halogranum tailed virus 1]	False	1.0	126.0	1.832e-34												0	False	
KC292026.1_208	KC292026	KC292026.1	208	124704	124985	1	E			YP_008059438.1	YP_008059438.1 hypothetical protein M199_gp106 [Halogranum tailed virus 1]	False	0.958	190.0	7.827e-56												0	False	
KC292026.1_209	KC292026	KC292026.1	209	124927	125205	1	E			YP_008059439.1	YP_008059439.1 hypothetical protein M199_gp105 [Halogranum tailed virus 1]	False	0.96	134.0	2.411e-36												0	False	
KC292026.1_210	KC292026	KC292026.1	210	125230	125382	1	E			YP_008059440.1	YP_008059440.1 hypothetical protein M199_gp104 [Halogranum tailed virus 1]	False	0.948	102.0	3.0470000000000003e-26												0	False	
KC292026.1_211	KC292026	KC292026.1	211	125445	125654	1	E			YP_008059441.1	YP_008059441.1 hypothetical protein M199_gp103 [Halogranum tailed virus 1]	False	0.983	145.0	5.822e-41												0	False	
KC292026.1_212	KC292026	KC292026.1	212	126438	126656	1	E			YP_008059445.1	YP_008059445.1 hypothetical protein M199_gp099 [Halogranum tailed virus 1]	False	1.0	156.0	1.803e-44												0	False	
KC292026.1_213	KC292026	KC292026.1	213	126695	126976	1	E			YP_008059446.1	YP_008059446.1 hypothetical protein M199_gp098 [Halogranum tailed virus 1]	False	0.943	186.0	9.824e-55												0	False	
KC292026.1_214	KC292026	KC292026.1	214	127022	127396	1	E			YP_008059447.1	YP_008059447.1 hypothetical protein M199_gp097 [Halogranum tailed virus 1]	False	0.894	233.0	2.057e-70												0	False	
KC292026.1_215	KC292026	KC292026.1	215	127533	127754	1	E			YP_008059448.1	YP_008059448.1 hypothetical protein M199_gp096 [Halogranum tailed virus 1]	False	0.955	149.0	4.120000000000001e-42												0	False	
KC292026.1_216	KC292026	KC292026.1	216	128372	128620	-1	E			YP_008059451.1	YP_008059451.1 hypothetical protein M199_gp093 [Halogranum tailed virus 1]	False	0.929	162.0	1.878e-46												0	False	
KC292026.1_217	KC292026	KC292026.1	217	128755	129183	-1	E			YP_008059452.1	YP_008059452.1 hypothetical protein M199_gp092 [Halogranum tailed virus 1]	False	0.932	280.0	4.386e-86												0	False	
KC292026.1_218	KC292026	KC292026.1	218	129226	129468	-1	E			YP_008059453.1	YP_008059453.1 hypothetical protein M199_gp091 [Halogranum tailed virus 1]	False	0.925	157.0	7.584e-45												0	False	
KC292026.1_219	KC292026	KC292026.1	219	129604	130365	-1	E			YP_008059454.1	YP_008059454.1 hypothetical protein M199_gp090 [Halogranum tailed virus 1]	True	1.0	540.0	4.476e-174									VOG01505	sp|O64269|VG88_BPMD2 Gene 88 protein; Xu	Xu	0	False	
KC292026.1_220	KC292026	KC292026.1	220	130462	130713	-1	E			YP_008059455.1	YP_008059455.1 hypothetical protein M199_gp089 [Halogranum tailed virus 1]	False	1.0	179.0	2.438e-52												0	False	
KC292026.1_221	KC292026	KC292026.1	221	130739	131074	-1	E			YP_008059456.1	YP_008059456.1 hypothetical protein M199_gp088 [Halogranum tailed virus 1]	False	0.993	235.0	3.0940000000000007e-71												0	False	
KC292026.1_222	KC292026	KC292026.1	222	131421	131786	-1	E			YP_008059458.1	YP_008059458.1 hypothetical protein M199_gp086 [Halogranum tailed virus 1]	False	1.0	269.0	8.009e-83												0	False	
KC292026.1_223	KC292026	KC292026.1	223	132045	132311	-1	E			YP_008059460.1	YP_008059460.1 hypothetical protein M199_gp084 [Halogranum tailed virus 1]	False	1.0	192.0	9.166000000000001e-57												0	False	
KC292026.1_224	KC292026	KC292026.1	224	132449	132754	-1	E			YP_008059461.1	YP_008059461.1 hypothetical protein M199_gp083 [Halogranum tailed virus 1]	False	0.985	212.0	1.731e-63												0	False	
KC292026.1_225	KC292026	KC292026.1	225	132889	133302	-1	E			YP_008059462.1	YP_008059462.1 hypothetical protein M199_gp082 [Halogranum tailed virus 1]	False	0.993	289.0	1.286e-89												0	False	
KC292026.1_226	KC292026	KC292026.1	226	133597	133920	-1	E			YP_008059464.1	YP_008059464.1 hypothetical protein M199_gp080 [Halogranum tailed virus 1]	False	1.0	244.0	2.434e-74									VOG14635	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292026.1_227	KC292026	KC292026.1	227	134032	134178	-1	E			YP_008059465.1	YP_008059465.1 hypothetical protein M199_gp079 [Halogranum tailed virus 1]	False	0.973	101.0	7.112e-26												0	False	
KC292026.1_228	KC292026	KC292026.1	228	134175	134513	-1	E			YP_008059466.1	YP_008059466.1 hypothetical protein M199_gp078 [Halogranum tailed virus 1]	False	0.981	232.0	4.069e-70												0	False	
KC292026.1_229	KC292026	KC292026.1	229	134655	134870	-1	E			YP_008059467.1	YP_008059467.1 hypothetical protein M199_gp077 [Halogranum tailed virus 1]	False	0.963	146.0	3.418e-41												0	False	
KC292026.1_230	KC292026	KC292026.1	230	135168	135851	-1	D			YP_008059469.1	YP_008059469.1 endonuclease III [Halogranum tailed virus 1]	True	0.971	466.0	3.8680000000000005e-149								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]	VOG26460	REFSEQ endonuclease III; Xu	Xu	0	False	
KC292026.1_231	KC292026	KC292026.1	231	135988	136401	-1	E			YP_008059470.1	YP_008059470.1 hypothetical protein M199_gp074 [Halogranum tailed virus 1]	False	0.976	284.0	1.069e-87												0	False	
KC292026.1_232	KC292026	KC292026.1	232	136567	137034	-1	E			YP_008059471.1	YP_008059471.1 hypothetical protein M199_gp073 [Halogranum tailed virus 1]	False	1.0	336.0	2.79e-105												0	False	
