JACQFO010000126.1_orf8889	6140484221ee7bf8a725c58fa78b5822	443	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	65	443	27.498711	T	24-06-2023	IPR020846	Major facilitator superfamily domain
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	SUPERFAMILY	SSF52335	Methylglyoxal synthase-like	21	206	2.44E-48	T	24-06-2023	IPR036914	Methylglyoxal synthase-like domain superfamily
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	PANTHER	PTHR11692	BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH	21	543	3.1E-127	T	24-06-2023	IPR002695	Bifunctional purine biosynthesis protein PurH-like
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	ProSiteProfiles	PS51855	MGS-like domain profile.	11	160	14.723948	T	24-06-2023	IPR011607	Methylglyoxal synthase-like domain
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	CDD	cd01421	IMPCH	22	206	4.61885E-69	T	24-06-2023	-	-
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	Pfam	PF02142	MGS-like domain	31	144	1.8E-12	T	24-06-2023	IPR011607	Methylglyoxal synthase-like domain
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	SUPERFAMILY	SSF53927	Cytidine deaminase-like	223	543	1.6E-75	T	24-06-2023	IPR016193	Cytidine deaminase-like
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	SMART	SM00798	aicarft_impchas	149	478	3.8E-64	T	24-06-2023	IPR002695	Bifunctional purine biosynthesis protein PurH-like
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	SMART	SM00851	MGS_2a	31	144	2.4E-21	T	24-06-2023	IPR011607	Methylglyoxal synthase-like domain
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	Pfam	PF01808	AICARFT/IMPCHase bienzyme	149	447	3.1E-70	T	24-06-2023	IPR002695	Bifunctional purine biosynthesis protein PurH-like
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	Gene3D	G3DSA:3.40.140.20	-	410	543	2.2E-36	T	24-06-2023	IPR024051	AICAR transformylase, duplicated domain superfamily
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	Gene3D	G3DSA:3.40.50.1380	-	10	208	4.3E-64	T	24-06-2023	IPR036914	Methylglyoxal synthase-like domain superfamily
JACQFO010000120.1_orf7415	665b01274b93a242f5d72d328e9a045b	543	Gene3D	G3DSA:3.40.140.20	-	219	380	9.2E-38	T	24-06-2023	IPR024051	AICAR transformylase, duplicated domain superfamily
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Pfam	PF08438	GTPase of unknown function C-terminal	287	393	2.5E-31	T	24-06-2023	IPR013646	Obg-like GTPase YGR210-like, G4 motif-containing domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	CDD	cd01899	Ygr210	67	383	1.0292E-147	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Pfam	PF01926	50S ribosome-binding GTPase	67	184	4.2E-21	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	PANTHER	PTHR23305	OBG GTPASE FAMILY	65	436	2.5E-61	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	MobiDBLite	mobidb-lite	consensus disorder prediction	22	40	-	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	MobiDBLite	mobidb-lite	consensus disorder prediction	1	48	-	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Gene3D	G3DSA:1.10.8.470	-	192	282	2.7E-96	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Pfam	PF02824	TGS domain	404	459	3.7E-11	T	24-06-2023	IPR004095	TGS
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	SUPERFAMILY	SSF81271	TGS-like	387	460	5.23E-17	T	24-06-2023	IPR012676	TGS-like
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	67	372	1.49E-59	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	CDD	cd01669	TGS_MJ1332_like	383	460	1.504E-38	T	24-06-2023	-	-
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Gene3D	G3DSA:3.40.50.300	-	67	380	2.7E-96	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	139	154	1.4E-33	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	88	106	1.4E-33	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	156	174	1.4E-33	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	67	87	1.4E-33	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	ProSiteProfiles	PS51710	OBG-type guanine nucleotide-binding (G) domain profile.	65	333	35.002621	T	24-06-2023	IPR031167	OBG-type guanine nucleotide-binding (G) domain
JACQFO010000008.1_orf6718	dea5ceb2f1d7103c9b4b9cdbb44ef7a9	465	Gene3D	G3DSA:3.10.20.30	-	385	461	5.6E-29	T	24-06-2023	IPR012675	Beta-grasp domain superfamily
JACQFO010000048.1_orf16687	7fc9616b0880740f815eaaa9babea362	264	MobiDBLite	mobidb-lite	consensus disorder prediction	79	106	-	T	24-06-2023	-	-
JACQFO010000048.1_orf16687	7fc9616b0880740f815eaaa9babea362	264	MobiDBLite	mobidb-lite	consensus disorder prediction	86	106	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	79	134	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	209	225	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	167	189	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	73	147	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	29	55	-	T	24-06-2023	-	-
JACQFO010000094.1_orf768	1327b94da7ca5c7f898ab88a51080af6	256	MobiDBLite	mobidb-lite	consensus disorder prediction	167	228	-	T	24-06-2023	-	-
JACQFO010000061.1_orf19790	fc375f286003664f9bc419bb89b28bcf	342	Pfam	PF01956	Integral membrane protein EMC3/TMCO1-like	198	339	3.1E-13	T	24-06-2023	IPR002809	Integral membrane protein EMC3/TMCO1-like
JACQFO010000061.1_orf19790	fc375f286003664f9bc419bb89b28bcf	342	SMART	SM01415	DUF106_2	196	342	5.0E-13	T	24-06-2023	IPR002809	Integral membrane protein EMC3/TMCO1-like
JACQFO010000061.1_orf19790	fc375f286003664f9bc419bb89b28bcf	342	MobiDBLite	mobidb-lite	consensus disorder prediction	11	37	-	T	24-06-2023	-	-
JACQFO010000061.1_orf19790	fc375f286003664f9bc419bb89b28bcf	342	PANTHER	PTHR42198	INTEGRAL MEMBRANE PROTEIN	196	341	8.8E-16	T	24-06-2023	IPR038978	Protein MJ0935
JACQFO010000061.1_orf19790	fc375f286003664f9bc419bb89b28bcf	342	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	24-06-2023	-	-
JACQFO010000101.1_orf3499	6b4dff8adc97bb02006442405fccdc0f	268	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	24-06-2023	-	-
JACQFO010000101.1_orf3499	6b4dff8adc97bb02006442405fccdc0f	268	MobiDBLite	mobidb-lite	consensus disorder prediction	12	31	-	T	24-06-2023	-	-
JACQFO010000108.1_orf4539	674ab0a4c3d44bff88588f59dffeb902	203	MobiDBLite	mobidb-lite	consensus disorder prediction	182	203	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	FunFam	G3DSA:3.90.1150.10:FF:000008	Cystathionine gamma-synthase	262	395	1.2E-51	T	24-06-2023	-	-
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	SUPERFAMILY	SSF53383	PLP-dependent transferases	31	393	1.63E-120	T	24-06-2023	IPR015424	Pyridoxal phosphate-dependent transferase
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	Gene3D	G3DSA:3.90.1150.10	Aspartate Aminotransferase, domain 1	261	394	2.4E-53	T	24-06-2023	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme	13	393	1.8E-145	T	24-06-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	Gene3D	G3DSA:3.40.640.10	-	10	260	2.9E-92	T	24-06-2023	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	PANTHER	PTHR11808	TRANS-SULFURATION ENZYME FAMILY MEMBER	12	393	1.4E-136	T	24-06-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	CDD	cd00614	CGS_like	27	393	0.0	T	24-06-2023	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
JACQFO010000001.1_orf8322	06a93316284a7f139e051f91d8bacf61	396	FunFam	G3DSA:3.40.640.10:FF:000046	Cystathionine gamma-lyase	9	260	2.4E-93	T	24-06-2023	-	-
JACQFO010000107.1_orf4183	a8a8f79b05e560899cdcdcb02a272827	158	Pfam	PF14528	LAGLIDADG-like domain	1	59	3.1E-5	T	24-06-2023	IPR004860	Homing endonuclease, LAGLIDADG
JACQFO010000107.1_orf4183	a8a8f79b05e560899cdcdcb02a272827	158	Gene3D	G3DSA:3.10.28.10	Homing endonucleases	1	101	8.2E-8	T	24-06-2023	IPR027434	Homing endonuclease
JACQFO010000107.1_orf4183	a8a8f79b05e560899cdcdcb02a272827	158	SUPERFAMILY	SSF55608	Homing endonucleases	1	93	8.32E-8	T	24-06-2023	IPR027434	Homing endonuclease
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	MobiDBLite	mobidb-lite	consensus disorder prediction	1	17	-	T	24-06-2023	-	-
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	24-06-2023	-	-
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	Gene3D	G3DSA:3.40.830.10	-	16	292	7.8E-73	T	24-06-2023	-	-
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	SUPERFAMILY	SSF53213	LigB-like	65	239	3.27E-6	T	24-06-2023	-	-
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	TIGRFAM	TIGR04336	AmmeMemoSam_B: AmmeMemoRadiSam system protein B	17	291	3.0E-84	T	24-06-2023	-	-
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	CDD	cd07361	MEMO_like	18	292	4.65816E-104	T	24-06-2023	IPR002737	MEMO1 family
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	Pfam	PF01875	Memo-like protein	19	290	4.4E-72	T	24-06-2023	IPR002737	MEMO1 family
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	PANTHER	PTHR11060	PROTEIN MEMO1	17	291	9.7E-41	T	24-06-2023	IPR002737	MEMO1 family
JACQFO010000094.1_orf770	2ffc6aa546d8b15a48f0f0f696aced2b	293	Hamap	MF_00055	MEMO1 family protein <locus_tag>.	15	293	53.071407	T	24-06-2023	IPR002737	MEMO1 family
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	165	264	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	80	127	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	289	304	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	1	127	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	323	347	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	323	337	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	212	235	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	289	308	-	T	24-06-2023	-	-
JACQFO010000094.1_orf700	ddf44cb301d26abb8f5469925190760a	347	MobiDBLite	mobidb-lite	consensus disorder prediction	35	63	-	T	24-06-2023	-	-
JACQFO010000102.1_orf3634	eb85333558e56b4a2e6f05e01b5d5b38	246	MobiDBLite	mobidb-lite	consensus disorder prediction	150	246	-	T	24-06-2023	-	-
JACQFO010000102.1_orf3634	eb85333558e56b4a2e6f05e01b5d5b38	246	MobiDBLite	mobidb-lite	consensus disorder prediction	219	233	-	T	24-06-2023	-	-
JACQFO010000102.1_orf3634	eb85333558e56b4a2e6f05e01b5d5b38	246	MobiDBLite	mobidb-lite	consensus disorder prediction	31	66	-	T	24-06-2023	-	-
JACQFO010000102.1_orf3634	eb85333558e56b4a2e6f05e01b5d5b38	246	MobiDBLite	mobidb-lite	consensus disorder prediction	150	208	-	T	24-06-2023	-	-
JACQFO010000102.1_orf3634	eb85333558e56b4a2e6f05e01b5d5b38	246	MobiDBLite	mobidb-lite	consensus disorder prediction	31	54	-	T	24-06-2023	-	-
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	SMART	SM00490	helicmild6	151	235	6.7E-18	T	24-06-2023	IPR001650	Helicase, C-terminal
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	Pfam	PF00270	DEAD/DEAH box helicase	1	70	2.1E-7	T	24-06-2023	IPR011545	DEAD/DEAH box helicase domain
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	Pfam	PF00271	Helicase conserved C-terminal domain	133	231	6.6E-16	T	24-06-2023	IPR001650	Helicase, C-terminal
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1	87	12.043209	T	24-06-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	Pfam	PF08494	DEAD/H associated	490	662	3.2E-27	T	24-06-2023	IPR013701	DEAD/H associated
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	253	1.33E-33	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	Gene3D	G3DSA:3.40.50.300	-	1	85	2.3E-19	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	129	276	14.731461	T	24-06-2023	IPR001650	Helicase, C-terminal
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	PANTHER	PTHR47962	ATP-DEPENDENT HELICASE LHR-RELATED-RELATED	1	663	2.4E-140	T	24-06-2023	-	-
JACQFO010000100.1_orf2057	1ebea8fba82c9085e041f7e769d1b485	828	Gene3D	G3DSA:3.40.50.300	-	115	262	4.0E-26	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	PANTHER	PTHR42854	EUKARYOTIC TRANSLATION INITIATION FACTOR 2 SUBUNIT 3 FAMILY MEMBER	1	239	3.3E-58	T	24-06-2023	-	-
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	Gene3D	G3DSA:2.40.30.10	Translation factors	38	149	7.3E-38	T	24-06-2023	-	-
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	SUPERFAMILY	SSF50465	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain	148	239	1.29E-24	T	24-06-2023	IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	CDD	cd15490	eIF2_gamma_III	150	239	1.58104E-34	T	24-06-2023	IPR015256	Initiation factor eIF2 gamma, C-terminal
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	Pfam	PF09173	Initiation factor eIF2 gamma, C terminal	155	238	3.4E-25	T	24-06-2023	IPR015256	Initiation factor eIF2 gamma, C-terminal
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	Gene3D	G3DSA:3.40.50.300	-	1	36	2.8E-5	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	Gene3D	G3DSA:2.40.30.10	Translation factors	150	240	1.5E-24	T	24-06-2023	-	-
JACQFO010000055.1_orf17822	fd4bc5d0e2405458de3ef61868355e2b	246	SUPERFAMILY	SSF50447	Translation proteins	36	147	1.67E-28	T	24-06-2023	IPR009000	Translation protein, beta-barrel domain superfamily
JACQFO010000079.1_orf25284	7f0bd4a74a84de35621df8d51b4f0c01	166	MobiDBLite	mobidb-lite	consensus disorder prediction	124	138	-	T	24-06-2023	-	-
JACQFO010000079.1_orf25284	7f0bd4a74a84de35621df8d51b4f0c01	166	MobiDBLite	mobidb-lite	consensus disorder prediction	117	141	-	T	24-06-2023	-	-
JACQFO010000066.1_orf20398	6748169eaf1ac91aefa3aa6477a69a9b	120	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	24-06-2023	-	-
JACQFO010000066.1_orf20398	6748169eaf1ac91aefa3aa6477a69a9b	120	MobiDBLite	mobidb-lite	consensus disorder prediction	1	80	-	T	24-06-2023	-	-
JACQFO010000066.1_orf20398	6748169eaf1ac91aefa3aa6477a69a9b	120	MobiDBLite	mobidb-lite	consensus disorder prediction	63	80	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	PANTHER	PTHR43591	METHYLTRANSFERASE	46	217	6.2E-14	T	24-06-2023	-	-
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	49	280	6.69E-26	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	Coils	Coil	Coil	9	29	-	T	24-06-2023	-	-
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	15	282	1.5E-34	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	CDD	cd02440	AdoMet_MTases	54	157	5.04455E-13	T	24-06-2023	-	-
JACQFO010000024.1_orf12405	157f66aba86c31ccb2f62279e1d470d0	286	Pfam	PF13649	Methyltransferase domain	55	151	1.2E-15	T	24-06-2023	IPR041698	Methyltransferase domain 25
JACQFO010000095.1_orf1322	ca06335305dd3ed89ba977c910f55127	332	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	SMART	SM01027	Beta_Casp_2	425	549	4.7E-47	T	24-06-2023	IPR022712	Beta-Casp domain
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Gene3D	G3DSA:3.30.300.20	-	70	140	2.1E-46	T	24-06-2023	IPR015946	K homology domain-like, alpha/beta
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Gene3D	G3DSA:3.60.15.10	-	189	620	8.8E-147	T	24-06-2023	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	TIGRFAM	TIGR03675	arCOG00543: arCOG00543 universal archaeal KH-domain/beta-lactamase-domain protein	13	639	6.1E-236	T	24-06-2023	IPR019975	Transcription termination factor CPSF1, archaea
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	SUPERFAMILY	SSF56281	Metallo-hydrolase/oxidoreductase	184	638	1.57E-121	T	24-06-2023	IPR036866	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	SMART	SM00849	Lactamase_B_5a	196	394	1.6E-22	T	24-06-2023	IPR001279	Metallo-beta-lactamase
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	CDD	cd22532	KH-II_CPSF_arch_rpt1	13	69	3.44094E-18	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Pfam	PF10996	Beta-Casp domain	425	548	2.4E-23	T	24-06-2023	IPR022712	Beta-Casp domain
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Pfam	PF17214	KH domain	13	74	6.8E-18	T	24-06-2023	IPR033769	KH domain, archaeal
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	PANTHER	PTHR11203	CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR FAMILY MEMBER	186	638	9.6E-125	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	CDD	cd16295	TTHA0252-CPSF-like_MBL-fold	186	382	5.17211E-75	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Gene3D	G3DSA:3.40.50.10890	-	393	580	8.8E-147	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Gene3D	G3DSA:3.30.300.230	-	15	174	2.1E-46	T	24-06-2023	-	-
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Pfam	PF16661	Metallo-beta-lactamase superfamily domain	201	372	3.2E-14	T	24-06-2023	IPR001279	Metallo-beta-lactamase
JACQFO010000045.1_orf15144	f214b582eaa478f17ef3b24a42bcafc8	640	Pfam	PF07521	Zn-dependent metallo-hydrolase RNA specificity domain	568	621	2.1E-14	T	24-06-2023	IPR011108	Zn-dependent metallo-hydrolase, RNA specificity domain
JACQFO010000068.1_orf22926	d3258c89576192a1fa671f7803fa50b4	230	MobiDBLite	mobidb-lite	consensus disorder prediction	141	173	-	T	24-06-2023	-	-
JACQFO010000068.1_orf22926	d3258c89576192a1fa671f7803fa50b4	230	MobiDBLite	mobidb-lite	consensus disorder prediction	1	94	-	T	24-06-2023	-	-
JACQFO010000068.1_orf22926	d3258c89576192a1fa671f7803fa50b4	230	MobiDBLite	mobidb-lite	consensus disorder prediction	139	177	-	T	24-06-2023	-	-
JACQFO010000064.1_orf21077	cd04ed05980880bedea93224a28c9cee	157	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20185	115178fbc30f0ee3b166720c74d126c7	250	MobiDBLite	mobidb-lite	consensus disorder prediction	108	137	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20185	115178fbc30f0ee3b166720c74d126c7	250	MobiDBLite	mobidb-lite	consensus disorder prediction	144	158	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20185	115178fbc30f0ee3b166720c74d126c7	250	MobiDBLite	mobidb-lite	consensus disorder prediction	108	250	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20185	115178fbc30f0ee3b166720c74d126c7	250	MobiDBLite	mobidb-lite	consensus disorder prediction	1	53	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20185	115178fbc30f0ee3b166720c74d126c7	250	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8283	2a713291efdf94eefd34980e0a8338d8	391	MobiDBLite	mobidb-lite	consensus disorder prediction	94	109	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8283	2a713291efdf94eefd34980e0a8338d8	391	PANTHER	PTHR42197	TRNA (CYTIDINE(56)-2'-O)-METHYLTRANSFERASE	220	390	7.5E-56	T	24-06-2023	IPR002845	tRNA ribose 2'-O-methyltransferase, aTrm56
JACQFO010000001.1_orf8283	2a713291efdf94eefd34980e0a8338d8	391	Pfam	PF01994	tRNA ribose 2'-O-methyltransferase, aTrm56	272	389	1.5E-41	T	24-06-2023	IPR002845	tRNA ribose 2'-O-methyltransferase, aTrm56
JACQFO010000001.1_orf8283	2a713291efdf94eefd34980e0a8338d8	391	MobiDBLite	mobidb-lite	consensus disorder prediction	67	178	-	T	24-06-2023	-	-
