index	PC1	PC2	PC3	PC4	PC5
K06001: trpB; tryptophan synthase beta chain	-0.0	-0.0	0.0	-0.0	0.0
K01696: trpB; tryptophan synthase beta chain	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01695: trpA; tryptophan synthase alpha chain	-0.0	-0.0	0.0	-0.0	0.0
K01817: trpF; phosphoribosylanthranilate isomerase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01694: TRP; tryptophan synthase	-0.0	-0.0	0.0	-0.0	0.0
K04517: tyrA2; prephenate dehydrogenase	-0.9867853041624107	-0.5159803682971805	-0.09698488919097809	-0.024757913676715478	3.842076421282129e-17
K02840: waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K00674: dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	-0.38334075952929975	1.0483809671097997	-0.06033358262492331	0.01752337561861066	2.4795553706525592e-17
K05822: dapH, dapD; tetrahydrodipicolinate N-acetyltransferase	-0.38334075952929975	1.0483809671097997	-0.06033358262492331	0.01752337561861066	2.4795553706525592e-17
K00811: ASP5; aspartate aminotransferase, chloroplastic	-0.0	-0.0	0.0	-0.0	0.0
K05711: hcaB; 2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01653: E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	-0.0	-0.0	0.0	-0.0	0.0
K03725: K03725; archaea-specific helicase	-0.0	-0.0	0.0	-0.0	0.0
K09478: ACADSB; short-chain 2-methylacyl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K04496: CTBP; C-terminal binding protein	-0.0	-0.0	0.0	-0.0	0.0
K08687: E3.5.1.59; N-carbamoylsarcosine amidase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K00066: algD; GDP-mannose 6-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00023: phbB; acetoacetyl-CoA reductase	-0.0	-0.0	0.0	-0.0	0.0
K01465: URA4, pyrC; dihydroorotase	-0.0	-0.0	0.0	-0.0	0.0
K10534: NR; nitrate reductase (NAD(P)H)	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K11065: tpx; thioredoxin-dependent peroxiredoxin	-0.0	-0.0	0.0	-0.0	0.0
K03842: ALG1; beta-1,4-mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K11358: yhdR; aspartate aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K02079: agaA; N-acetylgalactosamine-6-phosphate deacetylase	-0.0	-0.0	0.0	-0.0	0.0
K01443: nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	-0.0	-0.0	0.0	-0.0	0.0
K00052: leuB, IMDH; 3-isopropylmalate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K03184: ubiF; 3-demethoxyubiquinol 3-hydroxylase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K03867: BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K00226: pyrD; dihydroorotate dehydrogenase (fumarate)	-0.8137530770033934	-0.6525301299625221	0.04269212175066711	0.4002346085723202	5.197059763837788e-17
K00022: HADH; 3-hydroxyacyl-CoA dehydrogenase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K08683: HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K10764: metZ; O-succinylhomoserine sulfhydrylase	-0.0	-0.0	0.0	-0.0	0.0
K13657: gumH, aceA; alpha-1,3-mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K00274: MAO, aofH; monoamine oxidase	-0.0	-0.0	0.0	-0.0	0.0
K01629: rhaD; rhamnulose-1-phosphate aldolase	-0.9140014371552178	-0.3643344984240977	-0.5303840900726859	-0.02354704087626059	1.88203659057792e-17
K02493: hemK, prmC, HEMK; release factor glutamine methyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K04787: mbtA; mycobactin salicyl-AMP ligase	-0.0	-0.0	0.0	-0.0	0.0
K13421: UMPS; uridine monophosphate synthetase	-0.8804425444615787	0.020548972773958733	-0.6885845567373979	-0.0158105611133117	8.137400551296223e-18
K01591: pyrF; orotidine-5'-phosphate decarboxylase	-1.083819680844131	-0.12299557872289854	-0.2446754435867518	-0.01846386566168597	-1.2652915117286553e-17
K13185: DHX30; ATP-dependent RNA helicase DHX30	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K14442: DHX36, RHAU; ATP-dependent RNA helicase DHX36	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K13184: DHX9; ATP-dependent RNA helicase A	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K02433: gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K12525: metL; bifunctional aspartokinase / homoserine dehydrogenase 2	-0.0	-0.0	0.0	-0.0	0.0
K00003: hom; homoserine dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K11809: PGM2L1; glucose-1,6-bisphosphate synthase	-0.0	-0.0	0.0	-0.0	0.0
K08256: pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K11076: potG; putrescine transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K12555: pbp2A; penicillin-binding protein 2A	-0.0	-0.0	0.0	-0.0	0.0
K11162: RDH14; retinol dehydrogenase 14	-0.0	-0.0	0.0	-0.0	0.0
K11153: RDH12; retinol dehydrogenase 12	-0.0	-0.0	0.0	-0.0	0.0
K01488: add, ADA; adenosine deaminase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K01795: algG; mannuronan 5-epimerase	-0.0	-0.0	0.0	-0.0	0.0
K00789: metK; S-adenosylmethionine synthetase	-0.0	-0.0	0.0	-0.0	0.0
K05715: 2PGK; 2-phosphoglycerate kinase	-0.0	-0.0	0.0	-0.0	0.0
K00856: E2.7.1.20, ADK; adenosine kinase	-0.0	-0.0	0.0	-0.0	0.0
K00147: proA; glutamate-5-semialdehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01753: dsdA; D-serine dehydratase	-0.0	-0.0	0.0	-0.0	0.0
K13039: comE; sulfopyruvate decarboxylase subunit beta	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K00121: frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K05533: ANP1; mannan polymerase II complex ANP1 subunit	-0.0	-0.0	0.0	-0.0	0.0
K03382: atzB; hydroxydechloroatrazine ethylaminohydrolase	-0.07876989484120098	-1.112898127224776	0.06807688042583078	-0.024871679432484382	1.7630022737089114e-17
K01487: E3.5.4.3, guaD; guanine deaminase	-0.5271542537187516	-0.9834837278444137	0.06395722755444133	-0.02788589060875257	-1.4742943647846306e-17
K11808: ADE2; phosphoribosylaminoimidazole carboxylase	-0.0	-0.0	0.0	-0.0	0.0
K08801: PASK; PAS domain containing serine/threonine kinase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K13566: NIT2, yafV; omega-amidase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K01769: E4.6.1.2; guanylate cyclase, other	-0.8021276784172567	-0.7765169141970998	0.053700204471541724	-0.02699921336780269	1.009959747735028e-16
K13500: fcbD; chondroitin synthase	-0.0	-0.0	0.0	-0.0	0.0
K00033: PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K06020: ettA; energy-dependent translational throttle protein EttA	-0.0	-0.0	0.0	-0.0	0.0
K06447: astD; succinylglutamic semialdehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K12767: RIM15; serine/threonine-protein kinase RIM15	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K01431: UPB1, pydC; beta-ureidopropionase	-0.0	-0.0	0.0	-0.0	0.0
K12267: msrAB; peptide methionine sulfoxide reductase msrA/msrB	-1.1151240979031676	0.07948256095775415	0.004438040543171342	-0.012691437088894857	-4.603397132475112e-17
K02036: pstB; phosphate transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00824: dat; D-alanine transaminase	-0.0	-0.0	0.0	-0.0	0.0
K10439: rbsB; ribose transport system substrate-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K15036: K15036; acetyl-CoA/propionyl-CoA carboxylase	-0.0	-0.0	0.0	-0.0	0.0
K01963: accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	-0.0	-0.0	0.0	-0.0	0.0
K08324: sad; succinate-semialdehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K07547: bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	-0.0	-0.0	0.0	-0.0	0.0
K00344: qor, CRYZ; NADPH:quinone reductase	-0.0	-0.0	0.0	-0.0	0.0
K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K01502: E3.5.5.7; aliphatic nitrilase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K01779: racD; aspartate racemase	-0.0	-0.0	0.0	-0.0	0.0
K01486: ade; adenine deaminase	-0.0	-0.0	0.0	-0.0	0.0
K08678: UXS1, uxs; UDP-glucuronate decarboxylase	-0.0	-0.0	0.0	-0.0	0.0
K09655: B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	-0.0	-0.0	0.0	-0.0	0.0
K11263: bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	-0.0	-0.0	0.0	-0.0	0.0
K00754: bshA; L-malate glycosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K11167: DHRS7C; dehydrogenase/reductase SDR family member 7C	-0.0	-0.0	0.0	-0.0	0.0
K01555: FAH, fahA; fumarylacetoacetase	-0.0	-0.0	0.0	-0.0	0.0
K00951: relA; GTP pyrophosphokinase	-1.0795590029847373	-0.09156823278092248	0.2756263203373373	-0.01406233825792901	-1.3894576284940598e-17
K01663: HIS7; imidazole glycerol-phosphate synthase	-1.1151240979031676	0.07948256095775415	0.004438040543171342	-0.012691437088894857	-4.603397132475112e-17
K13015: wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K04487: iscS, NFS1; cysteine desulfurase	-0.0	-0.0	0.0	-0.0	0.0
K01615: gcdA; glutaconyl-CoA decarboxylase subunit alpha	-0.0	-0.0	0.0	-0.0	0.0
K01428: ureC; urease subunit alpha	-0.0	-0.0	0.0	-0.0	0.0
K01427: URE; urease	-0.5271542537187516	-0.9834837278444137	0.06395722755444133	-0.02788589060875257	-1.4742943647846306e-17
K14261: alaC; alanine-synthesizing transaminase	-0.0	-0.0	0.0	-0.0	0.0
K03274: gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase	-0.0	-0.0	0.0	-0.0	0.0
K03367: dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	-0.0	-0.0	0.0	-0.0	0.0
K00060: tdh; threonine 3-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01644: citE; citrate lyase subunit beta / citryl-CoA lyase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K08691: mcl; malyl-CoA/(S)-citramalyl-CoA lyase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K00285: dadA; D-amino-acid dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00043: gbd; 4-hydroxybutyrate dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01251: E3.3.1.1, ahcY; adenosylhomocysteinase	-0.0	-0.0	0.0	-0.0	0.0
K00363: nirD; nitrite reductase (NADH) small subunit	-0.687574759840278	-0.7988797928875996	0.0507595571331989	0.36939882715853584	3.871288511415448e-17
K00945: cmk; CMP/dCMP kinase	-1.0957094571391282	-0.053004308514777644	0.21545174159544378	-0.013851926156299117	-4.6602586887278364e-18
K06074: btuD; vitamin B12 transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K01440: PNC1; nicotinamidase	-0.0	-0.0	0.0	-0.0	0.0
K01259: pip; proline iminopeptidase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K03331: DCXR; L-xylulose reductase	-0.0	-0.0	0.0	-0.0	0.0
K01210: E3.2.1.58; glucan 1,3-beta-glucosidase	-0.5271542537187517	-0.9834837278444138	0.06395722755444135	-0.027885890608752604	-3.9568285180318875e-17
K00978: rfbF; glucose-1-phosphate cytidylyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02204: thrB2; homoserine kinase type II	-0.0	-0.0	0.0	-0.0	0.0
K12253: aruI; 5-guanidino-2-oxopentanoate decarboxylase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K01759: GLO1, gloA; lactoylglutathione lyase	-0.9573288961338675	0.3539678950673466	-0.4562520627826749	-0.00788473812233673	3.2397501153306416e-17
K00540: fqr; F420H(2)-dependent quinone reductase	-0.6528165277851828	0.5131299128959594	-0.7486801435360705	-0.002513208446654915	5.558803958473566e-17
K02057: ABC.SS.P; simple sugar transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K00306: PIPOX; sarcosine oxidase / L-pipecolate oxidase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K13926: rbbA; ribosome-dependent ATPase	-0.0	-0.0	0.0	-0.0	0.0
K11410: acdH; short-chain 2-methylacyl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K13035: NIT4; beta-cyano-L-alanine hydratase/nitrilase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K00107: ALO; D-arabinono-1,4-lactone oxidase	-0.0	-0.0	0.0	-0.0	0.0
K02342: dnaQ; DNA polymerase III subunit epsilon	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01996: livF; branched-chain amino acid transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K13677: dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K14509: ETR, ERS; ethylene receptor	-0.0	-0.0	0.0	-0.0	0.0
K09472: puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K09758: asdA; aspartate 4-decarboxylase	-0.0	-0.0	0.0	-0.0	0.0
K03212: rumB; 23S rRNA (uracil747-C5)-methyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K00145: argC; N-acetyl-gamma-glutamyl-phosphate reductase	-0.0	-0.0	0.0	-0.0	0.0
K14434: GALT-1; alpha 1,6-fucoside beta 1,4-galactosyltransferase	0.6410192449921677	-0.6001482934792259	-0.6919702058406654	-0.009674069075123566	-8.787099338503808e-17
K11230: SSK2; mitogen-activated protein kinase kinase kinase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00677: lpxA; UDP-N-acetylglucosamine acyltransferase	-0.5271542537187516	-0.9834837278444137	0.06395722755444133	-0.02788589060875257	-1.4742943647846306e-17
K01448: amiABC; N-acetylmuramoyl-L-alanine amidase	-1.095328695073387	0.2239369830332695	-0.004477774741254115	-0.009339534900360748	-2.370326326771607e-17
K01446: PGRP; peptidoglycan recognition protein	-0.9313594211273543	0.5820930817609552	0.20912384942533982	0.0021185950252523094	2.9679760610024415e-17
K05365: mrcB; penicillin-binding protein 1B	-0.0	-0.0	0.0	-0.0	0.0
K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	-0.0	-0.0	0.0	-0.0	0.0
K05853: ATP2A; P-type Ca2+ transporter type 2A	-0.0	-0.0	0.0	-0.0	0.0
K00486: KMO; kynurenine 3-monooxygenase	-0.0	-0.0	0.0	-0.0	0.0
K04478: sgtB; monofunctional glycosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K01587: PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K02825: pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K06445: fadE; acyl-CoA dehydrogenase	-0.3155904035386	-0.5489706682191848	0.9213802066516925	-0.009613397933116262	-4.807728069719162e-18
K00972: UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase	-0.0	-0.0	0.0	-0.0	0.0
K12235: SRR; serine racemase	-0.0	-0.0	0.0	-0.0	0.0
K02030: ABC.PA.S; polar amino acid transport system substrate-binding protein	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K08384: spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)	-0.0	-0.0	0.0	-0.0	0.0
K14448: mcd; (2S)-methylsuccinyl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K05850: ATP2B; P-type Ca2+ transporter type 2B	-0.0	-0.0	0.0	-0.0	0.0
K01923: purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00044: HSD17B1; 17beta-estradiol 17-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K10251: HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase	-0.0	-0.0	0.0	-0.0	0.0
K00176: korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta	-0.5885688253304513	-0.9434880185493905	0.06097528085721783	0.09848406890087928	3.850363254494973e-17
K12252: aruH; arginine:pyruvate transaminase	-0.0	-0.0	0.0	-0.0	0.0
K00815: TAT; tyrosine aminotransferase	-0.0	-0.0	0.0	-0.0	0.0
K14259: kdaD, xacE, kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase	0.3155904035386	0.5489706682191848	-0.9213802066516925	0.009613397933116262	4.807728069719162e-18
K12405: HSD17B4; (3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2	-0.0	-0.0	0.0	-0.0	0.0
K00618: ARG2; amino-acid N-acetyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K15052: K15052; propionyl-CoA carboxylase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K03444: ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter	-0.0	-0.0	0.0	-0.0	0.0
K05825: LYSN; 2-aminoadipate transaminase	-0.0	-0.0	0.0	-0.0	0.0
K00838: ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase	-0.0	-0.0	0.0	-0.0	0.0
K00120: fgd2; F420-dependent hydroxymycolic acid dehydrogenase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K11163: DHRS1; dehydrogenase/reductase SDR family member 1	-0.0	-0.0	0.0	-0.0	0.0
K01046: lip, TGL2; triacylglycerol lipase	-0.0	-0.0	0.0	-0.0	0.0
K00640: cysE; serine O-acetyltransferase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00046: idnO; gluconate 5-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01945: purD; phosphoribosylamine---glycine ligase	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K01913: AAE7, ACN1; acetate/butyrate---CoA ligase	-0.0	-0.0	0.0	-0.0	0.0
K00979: kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	-0.0	-0.0	0.0	-0.0	0.0
K01755: argH, ASL; argininosuccinate lyase	-0.3155904035386	-0.5489706682191848	0.9213802066516925	-0.009613397933116262	-4.807728069719162e-18
K10710: frlD; fructoselysine 6-kinase	-0.0	-0.0	0.0	-0.0	0.0
K05841: E2.4.1.173; sterol 3beta-glucosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K02343: dnaX; DNA polymerase III subunit gamma/tau	-0.0	-0.0	0.0	-0.0	0.0
K06034: comD; sulfopyruvate decarboxylase subunit alpha	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K15038: K15038; succinyl-CoA reductase	-0.0	-0.0	0.0	-0.0	0.0
K00759: APRT, apt; adenine phosphoribosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K11188: PRDX6; peroxiredoxin 6	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K00430: E1.11.1.7; peroxidase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K12813: DHX16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	-0.8596146454378695	-0.7126264388360961	0.050306527569149155	-0.026371827855747834	5.641255722659858e-17
K12551: sgtA; monofunctional glycosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K00036: G6PD, zwf; glucose-6-phosphate 1-dehydrogenase	-0.5271542537187517	-0.9834837278444138	0.06395722755444135	-0.027885890608752604	-3.9568285180318875e-17
K07538: had; 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K01493: comEB; dCMP deaminase	-0.0	-0.0	0.0	-0.0	0.0
K10834: hmuV, phuV, bhuV, hemV; heme transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00026: MDH2; malate dehydrogenase	0.3155904035386	0.5489706682191848	-0.9213802066516925	0.009613397933116262	4.807728069719162e-18
K00025: MDH1; malate dehydrogenase	0.3155904035386	0.5489706682191848	-0.9213802066516925	0.009613397933116262	4.807728069719162e-18
K01921: ddl; D-alanine-D-alanine ligase	-0.0	-0.0	0.0	-0.0	0.0
K01139: spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K10440: rbsC; ribose transport system permease protein	-0.0	-0.0	0.0	-0.0	0.0
K11995: DNASE1L; deoxyribonuclease-1-like protein	0.6410192449921677	-0.6001482934792259	-0.6919702058406654	-0.009674069075123566	-8.787099338503808e-17
K01689: ENO, eno; enolase	-0.0	-0.0	0.0	-0.0	0.0
K13713: purCD; fusion protein PurCD	-1.1151240979031676	0.07948256095775418	0.004438040543171344	-0.012691437088894857	5.135440486351959e-19
K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K02340: holA; DNA polymerase III subunit delta	-0.0	-0.0	0.0	-0.0	0.0
K03777: dld; D-lactate dehydrogenase (quinone)	-0.0	-0.0	0.0	-0.0	0.0
K11165: DHRS7; dehydrogenase/reductase SDR family member 7	-0.0	-0.0	0.0	-0.0	0.0
K08322: rspB; L-gulonate 5-dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K13356: FAR; alcohol-forming fatty acyl-CoA reductase	-0.0	-0.0	0.0	-0.0	0.0
K13761: PDE9; high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9	-0.0	-0.0	0.0	-0.0	0.0
K00764: purF, PPAT; amidophosphoribosyltransferase	-0.0	-0.0	0.0	-0.0	0.0
K12420: actIII, oxyJ, snoaD, aknA; ketoreductase	-0.0	-0.0	0.0	-0.0	0.0
K00174: korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	-0.3155904035386	-0.5489706682191848	0.9213802066516925	-0.009613397933116262	-4.807728069719162e-18
K01552: ecfA; energy-coupling factor transport system ATP-binding protein	-1.1151240979031674	0.07948256095775415	0.004438040543171384	-0.012691437088894855	5.249160288225026e-17
K11151: RDH10; retinol dehydrogenase 10	-0.0	-0.0	0.0	-0.0	0.0
K00800: aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	-1.0862130978209683	-0.2629306700160854	0.024942720780998538	-0.01965781185972619	6.202970318798105e-17
K11717: sufS; cysteine desulfurase / selenocysteine lyase	-0.0	-0.0	0.0	-0.0	0.0
K11539: CBR4; carbonyl reductase 4 / 3-oxoacyl-[acyl-carrier protein] reductase beta subunit	-0.0	-0.0	0.0	-0.0	0.0
K11149: DHRS9; dehydrogenase/reductase SDR family member 9	-0.0	-0.0	0.0	-0.0	0.0
K03336: iolD; 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K10536: aguA; agmatine deiminase	0.38334075952929964	-1.0483809671097994	0.060333582624923325	-0.017523375618610625	5.588680627401107e-17
K11164: DHRS2; dehydrogenase/reductase SDR family member 2	-0.0	-0.0	0.0	-0.0	0.0
K11185: TRYP; cytosolic tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin	-0.0	-0.0	0.0	-0.0	0.0
K13279: PRDX1; peroxiredoxin 1	-0.0	-0.0	0.0	-0.0	0.0
K11186: MTRYP; mitochondrial tryparedoxin peroxidase, trypanosomatid typical 2-Cys peroxiredoxin	-0.0	-0.0	0.0	-0.0	0.0
K08318: yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase	-0.0	-0.0	0.0	-0.0	0.0
K12556: pbp2X; penicillin-binding protein 2X	-0.0	-0.0	0.0	-0.0	0.0
K08082: algZ; two-component system, LytTR family, sensor histidine kinase AlgZ	-0.0	-0.0	0.0	-0.0	0.0
K10004: gltL, aatP; glutamate/aspartate transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00014: aroE; shikimate dehydrogenase	-1.1151240979031676	0.07948256095775415	0.004438040543171342	-0.012691437088894857	-4.603397132475112e-17
K00286: proC; pyrroline-5-carboxylate reductase	-0.0	-0.0	0.0	-0.0	0.0
K01464: DPYS, dht, hydA; dihydropyrimidinase	-0.0	-0.0	0.0	-0.0	0.0
K01637: E4.1.3.1, aceA; isocitrate lyase	-0.0	-0.0	0.0	-0.0	0.0
K11146: DHRS3; short-chain dehydrogenase/reductase 3	-0.0	-0.0	0.0	-0.0	0.0
