	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_044941.1_91	NC_044941.1	NC_044941.1	91	100308	100685	1	E			YP_009703852.1	YP_009703852.1 hypothetical protein F8224_gp090 [African swine fever virus E75]	False	0.968	257.0	1.269e-78									VOG36455	sp|P0CA33|VF125_ASFK5 Uncharacterized protein B125R; Xh	Xh	0	False	
NC_044941.1_92	NC_044941.1	NC_044941.1	92	100658	101011	-1	E			NP_042777.1	NP_042777.1 pB117L [African swine fever virus]	False	0.969	241.0	3.625e-73									VOG36451	sp|P0CA20|VF117_ASFP4 Uncharacterized protein B117L; Xs	Xs	0	False	V
NC_044941.1_93	NC_044941.1	NC_044941.1	93	101018	102241	-1	E			YP_009702332.1	YP_009702332.1 pB407L [African swine fever virus]	True	0.933	797.0	2.5809999999999998e-260									VOG36452	sp|P0CAG3|VF407_ASFK5 Uncharacterized protein B407L; Xh	Xh	0	False	
NC_044941.1_94	NC_044941.1	NC_044941.1	94	102269	102796	-1	E			YP_009702652.1	YP_009702652.1 pB175L [African swine fever virus]	True	0.991	368.0	3.07e-116												1	False	
NC_044941.1_95	NC_044941.1	NC_044941.1	95	102843	103634	1	E			YP_009702492.1	YP_009702492.1 pB263R [African swine fever virus]	True	0.983	547.0	1.798e-176									VOG36453	sp|P0CAC1|TBP_ASFK5 Putative TATA-binding protein pB263R; Xh	Xh	0	False	
NC_044941.1_96	NC_044941.1	NC_044941.1	96	103631	103831	-1	E			YP_009702493.1	YP_009702493.1 pB66L [African swine fever virus]	False	0.903	127.0	1.461e-34												0	False	
NC_044941.1_97	NC_044941.1	NC_044941.1	97	103837	107859	-1	E			YP_009702494.1	YP_009702494.1 pG1340L [African swine fever virus]	True	0.971	2739.0	0.0									VOG36454	sp|P0CA40|ETFL_ASFK5 Early transcription factor large subunit homolog; Xs	Xs	0	False	V
NC_044941.1_98	NC_044941.1	NC_044941.1	98	107900	111535	1	C	K26379	Asfivirus DNA polymerase beta [EC:2.7.7.7]	YP_009702495.1	YP_009702495.1 pBA71-G1211R [African swine fever virus]	True	0.977	2496.0	0.0								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	VOG00345	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_044941.1_99	NC_044941.1	NC_044941.1	99	111532	111903	-1	E			YP_009702496.1	YP_009702496.1 pCP123L [African swine fever virus]	False	0.943	246.0	1.095e-74									VOG36456	sp|P0CA26|VF123_ASFK5 Uncharacterized protein CP123L; XhXs	Xs;Xh	0	False	V
NC_044941.1_100	NC_044941.1	NC_044941.1	100	112012	119439	-1	E			YP_009703544.1	YP_009703544.1 220kDa Polyprotein [African swine fever virus Benin 97/1]	True	0.951	4940.0	0.0									VOG36457	sp|P0CA01|PP220_ASFK5 Polyprotein pp220; XhXs	Xs;Xh	0	False	V
NC_044941.1_101	NC_044941.1	NC_044941.1	101	119543	120127	-1	E			YP_009702498.1	YP_009702498.1 pBA71-CP204L [African swine fever virus]	True	0.929	379.0	1.105e-119									VOG36460	sp|P0C9Z2|P30_ASFM2 Phosphoprotein p30; XhXs	Xs;Xh	0	False	V
NC_044941.1_102	NC_044941.1	NC_044941.1	102	120158	121750	1	E			YP_009702341.1	YP_009702341.1 60 kDa polyprotein [African swine fever virus]	True	0.986	1104.0	0.0									VOG36458	sp|P0CA05|PP62_ASFK5 Polyprotein pp62; XhXs	Xs;Xh	0	False	V
NC_044941.1_103	NC_044941.1	NC_044941.1	103	121753	121995	1	C	K26376	Asfivirus DNA-directed RNA polymerase RPB10	NP_042788.1	NP_042788.1 RNA polymerase subunit 10 [African swine fever virus]	False	1.0	172.0	6.24e-50								RNA polymerases N / 8 kDa subunit [PF01194.20]				0	False	
NC_044941.1_104	NC_044941.1	NC_044941.1	104	122022	122960	1	E			NP_042789.1	NP_042789.1 pCP312R [African swine fever virus]	True	0.947	622.0	1.76e-201									VOG36459	sp|P0CAD1|VF312_ASFK5 Uncharacterized protein CP312R; XhXs	Xs;Xh	0	False	V
NC_044941.1_105	NC_044941.1	NC_044941.1	105	122981	123505	-1	C	K26378	Asfivirus repair DNA polymerase X [EC:2.7.7.7]	NP_042790.1	NP_042790.1 DNA polymerase beta-like protein [African swine fever virus]	False	0.944	347.0	7.352000000000002e-109								DNA polymerase beta thumb [PF14791.9]				0	False	
NC_044941.1_106	NC_044941.1	NC_044941.1	106	123790	128142	-1	D			YP_009703361.1	YP_009703361.1 RNA polymerase subunit 1 [African swine fever virus]	True	0.961	2930.0	0.0								RNA polymerase Rpb1, domain 2 [PF00623.23]; RNA polymerase Rpb1, domain 1 [PF04997.15]; RNA polymerase Rpb1, domain 5 [PF04998.20]; RNA polymerase Rpb1, domain 3 [PF04983.21]; RNA polymerase Rpb1, domain 4 [PF05000.20]; RNA polymerase Rpb1, domain 7 [PF04990.15]	VOG01017	sp|A0A7H0DN77|RP147_MONPV DNA-directed RNA polymerase 147 kDa polypeptide; XhXrXs	Xs;Xr;Xh	0	False	V
NC_044941.1_107	NC_044941.1	NC_044941.1	107	128225	129484	-1	D			NP_042793.1	NP_042793.1 DNA ligase [African swine fever virus]	True	0.982	870.0	3.013e-285								ATP dependent DNA ligase domain [PF01068.24]	VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	V
NC_044941.1_108	NC_044941.1	NC_044941.1	108	129549	132155	1	D			NP_042794.1	NP_042794.1 guanylyltransferase [African swine fever virus]	True	0.973	1780.0	0.0								mRNA capping enzyme [PF03291.19]; mRNA capping enzyme, catalytic domain [PF01331.22]	VOG00730	sp|Q8QMV9|MCEL_CWPXB mRNA-capping enzyme catalytic subunit; XhXrXs	Xs;Xr;Xh	0	False	V
NC_044941.1_109	NC_044941.1	NC_044941.1	109	132212	132964	1	D			YP_009703709.1	YP_009703709.1 nudix hydrolase [African swine fever virus OURT 88/3]	True	0.988	524.0	1.598e-168								NUDIX domain [PF00293.31]	VOG03984	sp|P21290|ADPP_NPVAC Protein ADP-ribose pyrophosphatase ORF38; Xu	Xu	0	False	
NC_044941.1_110	NC_044941.1	NC_044941.1	110	133145	133534	-1	E			NP_042796.1	NP_042796.1 pD129L [African swine fever virus]	False	0.952	260.0	1.2300000000000001e-79									VOG36462	sp|P0CAM4|VFD29_ASFK5 Uncharacterized protein D129L; Xu	Xu	0	False	
NC_044941.1_111	NC_044941.1	NC_044941.1	111	133607	133846	-1	E			YP_009927228.1	YP_009927228.1 hypothetical protein IM014_gp138 [African swine fever virus]	False	0.899	151.0	1.5670000000000002e-42									VOG36461	sp|P0CAK3|VF79_ASFK5 Uncharacterized protein D79L; Xu	Xu	0	False	
NC_044941.1_112	NC_044941.1	NC_044941.1	112	133915	134934	-1	E			NP_042798.1	NP_042798.1 pD339L [African swine fever virus]	True	0.966	691.0	9.546e-225									VOG36463	sp|P0CAE7|RPB7_ASFK5 DNA-directed RNA polymerase RPB7 homolog; XrXs	Xs;Xr	0	False	V
NC_044941.1_113	NC_044941.1	NC_044941.1	113	135067	138468	-1	D			NP_042799.1	NP_042799.1 helicase [African swine fever virus]	True	0.967	2308.0	0.0								Helicase conserved C-terminal domain [PF00271.34]; Nucleoside triphosphatase I C-terminal [PF08469.13]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044941.1_114	NC_044941.1	NC_044941.1	114	138506	138664	-1	E			YP_009703378.1	YP_009703378.1 hypothetical protein F8221_gp161 [African swine fever virus]	False	0.864	96.0	5.426e-24												0	False	
NC_044941.1_115	NC_044941.1	NC_044941.1	115	138699	139052	-1	E			NP_042800.1	NP_042800.1 structural protein p17 [African swine fever virus]	False	0.933	231.0	9.762e-70									VOG36464	sp|P0C9Y8|P17_ASFK5 Minor capsid protein p17; XpXs	Xs;Xp	0	False	V
NC_044941.1_116	NC_044941.1	NC_044941.1	116	139115	139726	1	D			YP_009927232.1	YP_009927232.1 hypothetical protein IM014_gp136 [African swine fever virus]	True	0.959	411.0	1.356e-130								RNA polymerase Rpb5, C-terminal domain [PF01191.22]	VOG00616	sp|Q5UPX7|RPO5_MIMIV DNA-directed RNA polymerase subunit 5; XhXrXs	Xs;Xr;Xh	0	False	V
NC_044941.1_117	NC_044941.1	NC_044941.1	117	139753	140790	-1	D			YP_009703165.1	YP_009703165.1 D345L [African swine fever virus]	True	0.999	731.0	1.9000000000000002e-238								YqaJ-like viral recombinase domain [PF09588.13]	VOG36465	sp|P0CAF0|VF345_ASFK5 Protein D345L; Xp	Xp	0	False	
NC_044941.1_118	NC_044941.1	NC_044941.1	118	140790	141341	-1	E			YP_009703166.1	YP_009703166.1 S183L [African swine fever virus]	True	0.987	383.0	2.793e-121									VOG36466	sp|P0CA84|VF183_ASFK5 Uncharacterized protein S183L; Xh	Xh	0	False	
NC_044941.1_119	NC_044941.1	NC_044941.1	119	141402	142223	1	D			YP_009703167.1	YP_009703167.1 S273R [African swine fever virus]	True	0.993	575.0	7.511999999999999e-186	MER0027602	C63	MER0027602 - African swine fever virus processing peptidase () [C63.001]#C63#{peptidase unit: 168-269}~source VPRT_ASFB7~	False	1.0	224.0	6.779e-64		VOG05936	sp|O72903|I7_FOWPN Core protease I7 homolog; XhXs	Xs;Xh	0	False	VP
NC_044941.1_120	NC_044941.1	NC_044941.1	120	142258	145836	1	C	K03164	DNA topoisomerase II [EC:5.6.2.2]	YP_009703168.1	YP_009703168.1 P1192R [African swine fever virus]	True	0.968	2431.0	0.0								DNA gyrase/topoisomerase IV, subunit A [PF00521.23]; C-terminal associated domain of TOPRIM [PF16898.8]	VOG01293	sp|P07065|TOP5_BPT4 DNA topoisomerase medium subunit; Xh	Xh	0	False	
NC_044941.1_121	NC_044941.1	NC_044941.1	121	145867	146946	-1	C	K26377	Asfivirus DNA-directed RNA polymerase RPB3-11	YP_009703392.1	YP_009703392.1 pH359L [African swine fever virus]	True	0.966	732.0	1.952e-238								RNA polymerase Rpb3/Rpb11 dimerisation domain [PF13656.9]	VOG01729	sp|Q5UQD9|YR470_MIMIV Putative DNA directed RNA polymerase subunit R470; XhXrXs	Xs;Xr;Xh	0	False	V
NC_044941.1_122	NC_044941.1	NC_044941.1	122	146981	147496	1	E			YP_009703393.1	YP_009703393.1 pH171R [African swine fever virus]	False	0.939	339.0	4.811e-106									VOG36467	sp|P0CA73|VF171_ASFK5 Uncharacterized protein H171R; XhXs	Xs;Xh	0	False	V
NC_044941.1_123	NC_044941.1	NC_044941.1	123	147536	147910	1	E			YP_009703883.1	YP_009703883.1 hypothetical protein F8224_gp122 [African swine fever virus E75]	False	1.0	269.0	6.76e-83									VOG36469	sp|P0CA30|VF124_ASFK5 Uncharacterized protein H124R; XhXs	Xs;Xh	0	False	V
NC_044941.1_124	NC_044941.1	NC_044941.1	124	147932	148951	1	E			YP_009703884.1	YP_009703884.1 hypothetical protein F8224_gp123 [African swine fever virus E75]	True	0.963	689.0	4.613999999999999e-224									VOG36468	sp|P0CAN3|VFH33_ASFK5 Protein H339R; XhXs	Xs;Xh	0	False	V
NC_044941.1_125	NC_044941.1	NC_044941.1	125	148963	149289	1	E			YP_009702364.1	YP_009702364.1 pH108R [African swine fever virus]	False	0.925	211.0	4.586000000000001e-63									VOG36470	sp|P0CA13|VF108_ASFK5 Inner membrane protein H108R; XhXs	Xs;Xh	0	False	V
NC_044941.1_126	NC_044941.1	NC_044941.1	126	149249	149950	1	E			YP_009702684.1	YP_009702684.1 pH233R [African swine fever virus]	True	0.992	490.0	2.274e-157									VOG36471	sp|P0CAA4|VF233_ASFK5 Uncharacterized protein H233R; Xh	Xh	0	False	
NC_044941.1_127	NC_044941.1	NC_044941.1	127	150104	150787	1	E			YP_009702524.1	YP_009702524.1 pH240R [African swine fever virus]	True	0.991	477.0	7.756e-153									VOG36472	sp|P0CAA7|CAPSP_ASFK5 Penton protein H240R; XhXs	Xs;Xh	0	False	V
NC_044941.1_128	NC_044941.1	NC_044941.1	128	150784	151680	-1	D			YP_009702525.1	YP_009702525.1 pR298L [African swine fever virus]	True	0.97	611.0	8.503e-198								Protein kinase domain [PF00069.28]; Protein tyrosine and serine/threonine kinase [PF07714.20]; Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]; Fungal protein kinase [PF17667.4]				0	False	
NC_044941.1_129	NC_044941.1	NC_044941.1	129	151655	153775	-1	D			YP_009702526.1	YP_009702526.1 pQ706L [African swine fever virus]	True	0.958	1423.0	0.0								SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044941.1_130	NC_044941.1	NC_044941.1	130	153733	155337	-1	D			YP_009702527.1	YP_009702527.1 pQP509L [African swine fever virus]	True	0.97	1041.0	0.0								Type III restriction enzyme, res subunit [PF04851.18]; SNF2-related domain [PF00176.26]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_044941.1_131	NC_044941.1	NC_044941.1	131	155378	156403	1	E			YP_009702528.1	YP_009702528.1 pQP383R [African swine fever virus]	True	0.958	689.0	6.945e-224									VOG36473	sp|P0C9C9|NIFSL_ASFP4 NifS-like protein; XhXs	Xs;Xh	0	False	V
NC_044941.1_132	NC_044941.1	NC_044941.1	132	156351	156905	-1	E			YP_009703731.1	YP_009703731.1 pE184L [African swine fever virus OURT 88/3]	True	0.943	366.0	2.284e-115									VOG36474	sp|P0CA87|VF184_ASFK5 Uncharacterized protein E184L; XhXs	Xs;Xh	0	False	V
NC_044941.1_133	NC_044941.1	NC_044941.1	133	156949	157500	-1	D			YP_009703732.1	YP_009703732.1 structural protein p54 [African swine fever virus OURT 88/3]	True	0.912	351.0	6.589e-110								African swine fever virus J13L protein [PF05568.14]	VOG36475	sp|P0C9Z9|P54_ASFP4 Inner membrane protein p54; XhXpXs	Xs;Xp;Xh	0	False	V
NC_044941.1_134	NC_044941.1	NC_044941.1	134	157531	158802	1	E			YP_009703733.1	YP_009703733.1 pE423R [African swine fever virus OURT 88/3]	True	0.946	842.0	1.8820000000000002e-275									VOG36477	sp|P0CAH0|VF423_ASFK5 Uncharacterized protein E423R; Xs	Xs	0	False	V
NC_044941.1_135	NC_044941.1	NC_044941.1	135	158955	159860	1	E			NP_042820.1	NP_042820.1 proliferating cell nuclear antigen-like protein [African swine fever virus]	True	0.955	606.0	3.137e-196									VOG36476	sp|P0CAC8|VF301_ASFK5 Uncharacterized protein E301R; XhXp	Xp;Xh	0	False	
NC_044941.1_136	NC_044941.1	NC_044941.1	136	159894	160334	-1	E			NP_042821.1	NP_042821.1 pE146L [African swine fever virus]	False	0.983	305.0	8.921e-95									VOG36478	sp|P0CA52|VF146_ASFK5 Uncharacterized protein E146L; Xs	Xs	0	False	V
NC_044941.1_137	NC_044941.1	NC_044941.1	137	160518	161117	-1	E			YP_009702376.1	YP_009702376.1 pE199L [African swine fever virus]	True	0.999	422.0	1.636e-134									VOG36479	sp|P0CA94|VF199_ASFK5 Inner membrane protein E199L; XhXs	Xs;Xh	0	False	V
NC_044941.1_138	NC_044941.1	NC_044941.1	138	161145	161642	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	NP_042823.1	NP_042823.1 dUTPase [African swine fever virus]	True	0.998	350.0	3.829e-110								dUTPase [PF00692.22]				0	False	M
NC_044941.1_139	NC_044941.1	NC_044941.1	139	161665	162411	1	D			NP_042824.1	NP_042824.1 pE248R [African swine fever virus]	True	0.919	479.0	4.32e-153								Lipid membrane protein of large eukaryotic DNA viruses [PF02442.20]	VOG36480	sp|P0CAB0|E248R_ASFK5 Inner membrane protein pE248R; XhXs	Xs;Xh	0	False	V
NC_044941.1_140	NC_044941.1	NC_044941.1	140	162395	162814	1	E			YP_009702537.1	YP_009702537.1 pBA71-E120R [African swine fever virus]	False	0.925	235.0	1.631e-70									VOG36481	sp|P0C9Y5|P14_ASFK5 Protein p14.5; XhXpXs	Xs;Xp;Xh	0	False	V
NC_044941.1_141	NC_044941.1	NC_044941.1	141	162844	163734	1	D			NP_042826.1	NP_042826.1 AP endonuclease class II [African swine fever virus]	True	0.985	617.0	3.643e-200								Xylose isomerase-like TIM barrel [PF01261.27]	VOG02266	sp|Q7T6Y4|DPOLX_MIMIV Probable DNA polymerase family X; XhXrXs	Xs;Xr;Xh	0	False	V
NC_044941.1_142	NC_044941.1	NC_044941.1	142	163737	164072	1	E			YP_009927258.1	YP_009927258.1 hypothetical protein IM014_gp167 [African swine fever virus]	False	0.984	233.0	2.06e-70									VOG36482	sp|P0CA16|VF111_ASFK5 Uncharacterized protein E111R; Xu	Xu	0	False	
NC_044941.1_143	NC_044941.1	NC_044941.1	143	164297	165100	-1	E			NP_042829.1	NP_042829.1 pI267L [African swine fever virus]	True	0.999	566.0	7.973e-183									VOG36483	sp|P0CAC5|VF267_ASFK5 Protein I267L; XhXp	Xp;Xh	0	False	
NC_044941.1_144	NC_044941.1	NC_044941.1	144	165081	165212	-1	E																				0	False	
NC_044941.1_145	NC_044941.1	NC_044941.1	145	165258	165932	1	E			YP_009703421.1	YP_009703421.1 pI226R [African swine fever virus]	True	0.953	451.0	1.0100000000000001e-143									VOG36485	sp|P0CAA1|VF226_ASFK5 Late protein I226R; XhXp	Xp;Xh	0	False	
NC_044941.1_146	NC_044941.1	NC_044941.1	146	165929	166660	-1	D			YP_009703422.1	YP_009703422.1 pI243L [African swine fever virus]	True	0.977	503.0	2.076e-161								Transcription factor S-II (TFIIS) [PF01096.21]				0	False	
NC_044941.1_147	NC_044941.1	NC_044941.1	147	167202	168191	-1	E			YP_009703196.1	YP_009703196.1 I329L [African swine fever virus]	True	0.984	685.0	9.242e-223									VOG36486	sp|A9JM73|I329L_ASFPP Transmembrane protein I329L; XhXp	Xp;Xh	0	False	
NC_044941.1_148	NC_044941.1	NC_044941.1	148	168499	169146	-1	D			NP_042834.1	NP_042834.1 ubiquitin-conjugating enzyme [African swine fever virus]	True	0.965	439.0	8.473e-140								Ubiquitin-conjugating enzyme [PF00179.29]				0	False	
NC_044941.1_149	NC_044941.1	NC_044941.1	149	169184	169717	-1	E			YP_009703198.1	YP_009703198.1 I177L [African swine fever virus]	True	0.966	362.0	5.263e-114									VOG36487	REFSEQ pI177L; Xu	Xu	0	False	
NC_044941.1_150	NC_044941.1	NC_044941.1	150	169710	170300	-1	E			YP_009703199.1	YP_009703199.1 I196L [African swine fever virus]	True	0.897	368.0	8.325e-116									VOG36488	sp|P0CA90|VF196_ASFK5 Late protein I196L; Xh	Xh	0	False	
NC_044941.1_151	NC_044941.1	NC_044941.1	151	170395	171069	-1	E			YP_009703200.1	YP_009703200.1 DP238L [African swine fever virus]	True	0.901	423.0	3.898e-134									VOG36489	sp|P0CAM7|VFD38_ASFK5 Uncharacterized protein DP238L; Xh	Xh	0	False	
NC_044941.1_152	NC_044941.1	NC_044941.1	152	171438	172217	1	D			YP_009703596.1	YP_009703596.1 MGF 360-16R [African swine fever virus Benin 97/1]	True	0.991	544.0	1.854e-175								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044941.1_153	NC_044941.1	NC_044941.1	153	172423	174069	-1	D			YP_009703915.1	YP_009703915.1 hypothetical protein F8224_gp157 [African swine fever virus E75]	True	0.955	1090.0	0.0								Multigene family 530 protein [PF03158.16]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	
NC_044941.1_154	NC_044941.1	NC_044941.1	154	174170	174595	-1	E			YP_009703916.1	YP_009703916.1 hypothetical protein F8224_gp158 [African swine fever virus E75]	False	1.0	301.0	1.201e-93									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044941.1_155	NC_044941.1	NC_044941.1	155	174814	175254	-1	E			YP_009703917.1	YP_009703917.1 hypothetical protein F8224_gp159 [African swine fever virus E75]	False	0.958	296.0	9.263e-92									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044941.1_156	NC_044941.1	NC_044941.1	156	175352	175588	-1	E			YP_009702396.1	YP_009702396.1 pI7L [African swine fever virus]	False	1.0	179.0	1.384e-52									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044941.1_157	NC_044941.1	NC_044941.1	157	175883	176194	-1	E			YP_009702716.1	YP_009702716.1 pI8L [African swine fever virus]	False	1.0	226.0	4.1109999999999995e-68									VOG36492	sp|P0C9F5|1002L_ASFM2 Protein MGF 100-2L; Xh	Xh	0	False	
NC_044941.1_158	NC_044941.1	NC_044941.1	158	176387	176683	1	E			YP_009702398.1	YP_009702398.1 pI9R [African swine fever virus]	False	1.0	209.0	1.365e-62									VOG36493	REFSEQ I9R; Xu	Xu	0	False	
NC_044941.1_159	NC_044941.1	NC_044941.1	159	176756	177268	-1	E			YP_009703603.1	YP_009703603.1 Structural protein p22 [African swine fever virus Benin 97/1]	True	1.0	371.0	2.652e-117									VOG36423	sp|P0C9W0|P22_ASFK5 Inner membrane protein p22; XhXs	Xs;Xh	0	False	V
NC_044941.1_160	NC_044941.1	NC_044941.1	160	177693	177881	1	E																				0	False	F
NC_044941.1_161	NC_044941.1	NC_044941.1	161	177973	178737	1	E			YP_009702559.1	YP_009702559.1 pBA71-DP148R [African swine fever virus]	True	0.949	509.0	3.082e-163									VOG36491	sp|Q65211|36018_ASFB7 Protein MGF 360-18R; Xu	Xu	0	False	F
NC_044941.1_162	NC_044941.1	NC_044941.1	162	178720	178935	-1	D			YP_009703763.1	YP_009703763.1 pDP71L [African swine fever virus OURT 88/3]	False	0.923	139.0	7.441e-39								Phosphatase-1 catalytic subunit binding region [PF10488.12]	VOG01132	sp|P0C753|DP71L_ASFWA Protein DP71L; XhXp	Xp;Xh	0	False	F
NC_044941.1_163	NC_044941.1	NC_044941.1	163	179031	179321	1	D			YP_009703764.1	YP_009703764.1 pDP96R [African swine fever virus OURT 88/3]	False	1.0	206.0	1.551e-61								Virulence determinant [PF02512.17]	VOG36494	sp|P0C757|VF96_ASFWA Uncharacterized protein DP96R; Xu	Xu	0	False	F
NC_044941.1_164	NC_044941.1	NC_044941.1	164	179390	179515	-1	E																				0	False	F
NC_044941.1_165	NC_044941.1	NC_044941.1	165	179934	180767	1	D			YP_009702404.1	YP_009702404.1 pMGF 360-19R [African swine fever virus]	True	0.993	583.0	1.2099999999999998e-188								African swine fever virus multigene family 360 protein [PF01671.19]	VOG36420	sp|P0C9R7|36018_ASFP4 Protein MGF 360-18R; Xu	Xu	0	False	F
