L1	L2	L3	KO	Function	EC	Count
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01754	E4.3.1.19, ilvA, tdcB; threonine dehydratase	4.3.1.19	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01840	manB; phosphomannomutase	5.4.2.8	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01840	manB; phosphomannomutase	5.4.2.8	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01840	manB; phosphomannomutase	5.4.2.8	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01867	WARS, trpS; tryptophanyl-tRNA synthetase	6.1.1.2	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01867	WARS, trpS; tryptophanyl-tRNA synthetase	6.1.1.2	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01867	WARS, trpS; tryptophanyl-tRNA synthetase	6.1.1.2	1
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K01885	EARS, gltX; glutamyl-tRNA synthetase	6.1.1.17	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01892	HARS, hisS; histidyl-tRNA synthetase	6.1.1.21	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01966	PCCB, pccB; propionyl-CoA carboxylase beta chain	6.4.1.3 2.1.3.15	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02034	ABC.PE.P1; peptide/nickel transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02034	ABC.PE.P1; peptide/nickel transport system permease protein		1
Brite Hierarchies	Protein families: genetic information processing	Chaperones and folding catalysts [BR:ko03110]	K02199	ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE		1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K02204	thrB2; homoserine kinase type II	2.7.1.39	1
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K02279	cpaB, rcpC; pilus assembly protein CpaB		1
Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K02279	cpaB, rcpC; pilus assembly protein CpaB		1
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K02282	cpaE, tadZ; pilus assembly protein CpaE		1
Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K02282	cpaE, tadZ; pilus assembly protein CpaE		1
Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system [BR:ko02044]	K02283	cpaF, tadA; pilus assembly protein CpaF	7.4.2.8	1
Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K02283	cpaF, tadA; pilus assembly protein CpaF	7.4.2.8	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02341	holB; DNA polymerase III subunit delta'	2.7.7.7	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02343	dnaX; DNA polymerase III subunit gamma/tau	2.7.7.7	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	4.2.1.-	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K02510	hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase	4.1.2.52	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K02565	nagC; N-acetylglucosamine repressor		1
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K02601	nusG; transcription termination/antitermination protein NusG		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K02601	nusG; transcription termination/antitermination protein NusG		1
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02821	ulaC, sgaA; ascorbate PTS system EIIA or EIIAB component	2.7.1.194	1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02863	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02863	RP-L1, MRPL1, rplA; large subunit ribosomal protein L1		1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02864	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02864	RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10		1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02867	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02867	RP-L11, MRPL11, rplK; large subunit ribosomal protein L11		1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02897	RP-L25, rplY; large subunit ribosomal protein L25		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02897	RP-L25, rplY; large subunit ribosomal protein L25		1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02935	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12		1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02935	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12		1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K03079	ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase	5.1.3.22	1
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K03079	ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase	5.1.3.22	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03163	TOP1; DNA topoisomerase I	5.6.2.1	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03168	topA; DNA topoisomerase I	5.6.2.1	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03168	topA; DNA topoisomerase I	5.6.2.1	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase	2.1.1.189	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03215	rumA; 23S rRNA (uracil1939-C5)-methyltransferase	2.1.1.190	1
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Transport	K03294	TC.APA; basic amino acid/polyamine antiporter, APA family		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K03299	TC.GNTP; gluconate:H+ symporter, GntP family		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K03325	ACR3, arsB; arsenite transporter		1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K03524	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase	6.3.4.15	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K03524	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase	6.3.4.15	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin	1.11.1.24	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03595	era, ERAL1; GTPase		1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K03595	era, ERAL1; GTPase		1
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03624	greA; transcription elongation factor GreA		1
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K03723	mfd; transcription-repair coupling factor (superfamily II helicase)	3.6.4.-	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03723	mfd; transcription-repair coupling factor (superfamily II helicase)	3.6.4.-	1
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K03744	lemA; LemA protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K03762	proP; MFS transporter, MHS family, proline/betaine transporter		1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K03783	punA, PNP; purine-nucleoside phosphorylase	2.4.2.1	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K03783	punA, PNP; purine-nucleoside phosphorylase	2.4.2.1	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K03783	punA, PNP; purine-nucleoside phosphorylase	2.4.2.1	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K03787	surE; 5'-nucleotidase	3.1.3.5	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K03787	surE; 5'-nucleotidase	3.1.3.5	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K03787	surE; 5'-nucleotidase	3.1.3.5	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03790	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase	2.3.1.267	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	7.1.1.2	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	2.7.7.23 2.3.1.157	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	2.7.7.23 2.3.1.157	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
Human Diseases	Drug resistance: antimicrobial	beta-Lactam resistance [PATH:ko01501]	K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K05589	ftsB; cell division protein FtsB		1
Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K05714	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	3.7.1.14	1
Environmental Information Processing	Signaling molecules and interaction	Neuroactive ligand-receptor interaction [PATH:ko04080]	K05770	TSPO, BZRP; translocator protein		1
Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K05770	TSPO, BZRP; translocator protein		1
Organismal Systems	Digestive system	Cholesterol metabolism [PATH:ko04979]	K05770	TSPO, BZRP; translocator protein		1
Human Diseases	Infectious disease: viral	Human T-cell leukemia virus 1 infection [PATH:ko05166]	K05770	TSPO, BZRP; translocator protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K05770	TSPO, BZRP; translocator protein		1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K05888	K05888; L-gulono-1,4-lactone dehydrogenase	1.1.2.-	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K05921	hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	4.1.1.68 5.3.3.-	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial		1
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K06187	recR; recombination protein RecR		1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K06187	recR; recombination protein RecR		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K06196	ccdA; cytochrome c-type biogenesis protein		1
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Cell growth	K06287	maf; septum formation protein		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06883	K06883; uncharacterized protein		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06915	K06915; uncharacterized protein		1
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K06994	K06994; putative drug exporter of the RND superfamily		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06996	K06996; uncharacterized protein		1
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K07058	K07058; membrane protein		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K07098	K07098; uncharacterized protein		1
Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K07272	rgpF; rhamnosyltransferase	2.4.1.-	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K07335	bmpA, bmpB, tmpC; basic membrane protein A and related proteins		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K07335	bmpA, bmpB, tmpC; basic membrane protein A and related proteins		1
Not Included in Pathway or Brite	Unclassified: genetic information processing	Replication and repair	K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K07451	mcrA; 5-methylcytosine-specific restriction enzyme A	3.1.21.-	1
Not Included in Pathway or Brite	Unclassified: genetic information processing	Replication and repair	K07483	K07483; transposase		1
Not Included in Pathway or Brite	Unclassified: genetic information processing	Replication and repair	K07497	K07497; putative transposase		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K07552	bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein		1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	2.7.13.3	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07656	trcS; two-component system, OmpR family, sensor histidine kinase TrcS	2.7.13.3	1
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07656	trcS; two-component system, OmpR family, sensor histidine kinase TrcS	2.7.13.3	1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07656	trcS; two-component system, OmpR family, sensor histidine kinase TrcS	2.7.13.3	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP		1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP		1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07672	trcR; two-component system, OmpR family, response regulator TrcR		1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07672	trcR; two-component system, OmpR family, response regulator TrcR		1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07684	narL; two-component system, NarL family, nitrate/nitrite response regulator NarL		1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07684	narL; two-component system, NarL family, nitrate/nitrite response regulator NarL		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08167	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K08167	smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08172	shiA; MFS transporter, MHS family, shikimate and dehydroshikimate transport protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08173	ydfJ; MFS transporter, MHS family, metabolite:H+ symporter		1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K08281	pncA; nicotinamidase/pyrazinamidase	3.5.1.19 3.5.1.-	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08369	ydjE; MFS transporter, putative metabolite:H+ symporter		1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	2.7.3.9	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	2.7.3.9	1
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K08981	K08981; putative membrane protein		1
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K08987	K08987; putative membrane protein		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K09009	K09009; uncharacterized protein		1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K09017	rutR; TetR/AcrR family transcriptional regulator		1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K09022	ridA, tdcF, RIDA; 2-iminobutanoate/2-iminopropanoate deaminase	3.5.99.10	1
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	K09153	K09153; small membrane protein		1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K09471	puuB, ordL; gamma-glutamylputrescine oxidase	1.4.3.-	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09690	ABC-2.LPSE.P; lipopolysaccharide transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09691	ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09694	nodJ; lipooligosaccharide transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09694	nodJ; lipooligosaccharide transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K09695	nodI; lipooligosaccharide transport system ATP-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K09695	nodI; lipooligosaccharide transport system ATP-binding protein		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K09927	K09927; uncharacterized protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10546	ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10546	ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10547	ABC.GGU.P, gguB; putative multiple sugar transport system permease protein		1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10547	ABC.GGU.P, gguB; putative multiple sugar transport system permease protein		1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10548	ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein	7.5.2.-	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10548	ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein	7.5.2.-	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
