L1	L2	L3	KO	Function	EC	Count
Inorganic ion transport and metabolism	Ca2+/Na+ antiporter		COG0530	ECM27:		1
Amino acid transport and metabolism	Serine transporter YbeC, amino acid:H+ symporter family		COG0531	PotE:		1
Translation, ribosomal structure and biogenesis	Translation initiation factor IF-2, a GTPase		COG0532	InfB:Translation factors		1
Translation, ribosomal structure and biogenesis	tRNA A37 threonylcarbamoyltransferase TsaD		COG0533	TsaD:tRNA modification		1
Defense mechanisms	Na+-driven multidrug efflux pump, DinF/NorM/MATE family		COG0534	NorM:		1
Cell cycle control, cell division, chromosome partitioning	Radical SAM superfamily maturase, SkfB/NifB/PqqE family		COG0535	SkfB:		1
Coenzyme transport and metabolism	Radical SAM superfamily maturase, SkfB/NifB/PqqE family		COG0535	SkfB:		1
Cell cycle control, cell division, chromosome partitioning	GTPase involved in cell partioning and DNA repair		COG0536	Obg:		1
Replication, recombination and repair	GTPase involved in cell partioning and DNA repair		COG0536	Obg:		1
Nucleotide transport and metabolism	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family		COG0537	HinT:		1
General function prediction only	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family		COG0537	HinT:		1
Energy production and conversion	Isocitrate dehydrogenase		COG0538	Icd:TCA cycle		1
Translation, ribosomal structure and biogenesis	Ribosomal protein S1		COG0539	RpsA:Ribosome 30S subunit		1
Nucleotide transport and metabolism	Aspartate carbamoyltransferase, catalytic subunit		COG0540	PyrB:Pyrimidine biosynthesis		1
Intracellular trafficking, secretion, and vesicular transport	Signal recognition particle GTPase		COG0541	Ffh:		1
Posttranslational modification, protein turnover, chaperones	ATP-dependent Clp protease, ATP-binding subunit ClpA		COG0542	ClpA:		1
Coenzyme transport and metabolism	NAD(P)H-flavin reductase		COG0543	Mcr1:		1
Energy production and conversion	NAD(P)H-flavin reductase		COG0543	Mcr1:		1
Posttranslational modification, protein turnover, chaperones	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)		COG0544	Tig:		1
Energy production and conversion	Phosphoglycolate phosphatase, HAD superfamily		COG0546	Gph:		1
Amino acid transport and metabolism	Anthranilate phosphoribosyltransferase, glycosyltransferase domain		COG0547	TrpD:Aromatic amino acid biosynthesis		1
Amino acid transport and metabolism	N-acetylglutamate kinase		COG0548	ArgB:Arginine biosynthesis		1
Amino acid transport and metabolism	Carbamate kinase		COG0549	ArcC:		1
Replication, recombination and repair	DNA topoisomerase IA		COG0550	TopA:		1
Replication, recombination and repair	DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains		COG0551	YrdD:		1
Intracellular trafficking, secretion, and vesicular transport	Signal recognition particle GTPase FtsY		COG0552	FtsY:		1
Energy production and conversion	Glycerol kinase		COG0554	GlpK:		1
Replication, recombination and repair	Excinuclease UvrABC helicase subunit UvrB		COG0556	UvrB:		1
Transcription	Exoribonuclease R		COG0557	VacB:		1
Lipid transport and metabolism	Phosphatidylglycerophosphate synthase		COG0558	PgsA:Phospholipid biosynthesis		1
Coenzyme transport and metabolism	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases		COG0561	Cof:		1
General function prediction only	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases		COG0561	Cof:		1
Nucleotide transport and metabolism	Adenylate kinase or related kinase		COG0563	Adk:Pyrimidine biosynthesis		1
Translation, ribosomal structure and biogenesis	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific		COG0564	RluA:23S rRNA modification		1
Translation, ribosomal structure and biogenesis	tRNA G18 (ribose-2'-O)-methylase SpoU		COG0566	SpoU:tRNA modification		1
Energy production and conversion	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes		COG0567	SucA:TCA cycle		1
Transcription	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)		COG0568	RpoD:RNA polymerase		1
Inorganic ion transport and metabolism	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain		COG0569	TrkA:		1
Signal transduction mechanisms	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain		COG0569	TrkA:		1
Transcription	dsRNA-specific ribonuclease		COG0571	Rnc:		1
Nucleotide transport and metabolism	Uridine kinase		COG0572	Udk:Pyrimidine salvage		1
Inorganic ion transport and metabolism	ABC-type phosphate transport system, permease component		COG0573	PstC:		1
Lipid transport and metabolism	CDP-diglyceride synthetase		COG0575	CdsA:Phospholipid biosynthesis		1
Posttranslational modification, protein turnover, chaperones	Molecular chaperone GrpE (heat shock protein HSP-70)		COG0576	GrpE:		1
Defense mechanisms	ABC-type antimicrobial peptide transport system, permease component		COG0577	SalY:		1
Energy production and conversion	Glycerol-3-phosphate dehydrogenase		COG0578	GlpA:Isoprenoid biosynthesis		1
Carbohydrate transport and metabolism	L-2-hydroxyglutarate oxidase LhgO		COG0579	LhgO:		1
Carbohydrate transport and metabolism	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)		COG0580	GlpF:		1
Inorganic ion transport and metabolism	ABC-type phosphate transport system, permease component		COG0581	PstA:		1
Lipid transport and metabolism	Glycerophosphoryl diester phosphodiesterase		COG0584	UgpQ:		1
Cell wall/membrane/envelope biogenesis	Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family		COG0586	DedA:		1
Replication, recombination and repair	DNA polymerase III, alpha subunit		COG0587	DnaE:		1
Signal transduction mechanisms	Nucleotide-binding universal stress protein,  UspA family		COG0589	UspA:		1
Translation, ribosomal structure and biogenesis	tRNA(Arg) A34 adenosine deaminase TadA		COG0590	TadA:Pyrimidine salvagetRNA modification		1
Amino acid transport and metabolism	Na+/proline symporter		COG0591	PutP:		1
Replication, recombination and repair	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog		COG0592	DnaN:		1
Replication, recombination and repair	Chromosomal replication initiation ATPase DnaA		COG0593	DnaA:		1
Translation, ribosomal structure and biogenesis	RNase P protein component		COG0594	RnpA:		1
Translation, ribosomal structure and biogenesis	mRNA degradation ribonuclease J1/J2		COG0595	RnjA:		1
Cell wall/membrane/envelope biogenesis	Lipoprotein signal peptidase		COG0597	LspA:		1
Intracellular trafficking, secretion, and vesicular transport	Lipoprotein signal peptidase		COG0597	LspA:		1
Inorganic ion transport and metabolism	Mg2+ and Co2+ transporter CorA		COG0598	CorA:		1
Amino acid transport and metabolism	ABC-type dipeptide/oligopeptide/nickel transport system, permease component		COG0601	DppB:		1
Inorganic ion transport and metabolism	ABC-type dipeptide/oligopeptide/nickel transport system, permease component		COG0601	DppB:		1
Coenzyme transport and metabolism	Organic radical activating enzyme NrdG/QueE		COG0602	QueE:tRNA modification		1
Translation, ribosomal structure and biogenesis	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)		COG0603	QueC:tRNA modification		1
Inorganic ion transport and metabolism	Superoxide dismutase		COG0605	SodA:		1
Inorganic ion transport and metabolism	ABC-type Fe3+-siderophore transport system, permease component		COG0609	FepD:		1
Defense mechanisms	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...		COG0610	:		1
General function prediction only	Predicted Zn-dependent peptidase, M16 family		COG0612	PqqL:		1
Inorganic ion transport and metabolism	ABC-type Fe3+-hydroxamate transport system, periplasmic component		COG0614	FepB:		1
Translation, ribosomal structure and biogenesis	tRNA nucleotidyltransferase/poly(A) polymerase		COG0617	PcnB:tRNA modification		1
Nucleotide transport and metabolism	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs		COG0618	NrnA:		1
Signal transduction mechanisms	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs		COG0618	NrnA:		1
Coenzyme transport and metabolism	ECF-type transporter transmembrane protein EcfT		COG0619	EcfT:		1
General function prediction only	Predicted phosphodiesterase, calcineurin family		COG0622	YfcE:		1
Lipid transport and metabolism	Enoyl-[acyl-carrier-protein] reductase FabI		COG0623	FabI:Fatty acid biosynthesis		1
Amino acid transport and metabolism	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase		COG0624	ArgE:Arginine biosynthesis		1
Amino acid transport and metabolism	Cystathionine beta-lyase/cystathionine gamma-synthase		COG0626	MetC:Methionine biosynthesis		1
General function prediction only	Predicted PurR-regulated permease PerM		COG0628	PerM:		1
Replication, recombination and repair	Single-stranded DNA-binding protein		COG0629	Ssb:		1
Signal transduction mechanisms	Serine/threonine protein phosphatase PrpC		COG0631	PTC1:		1
Replication, recombination and repair	Holliday junction resolvasome RuvABC DNA-binding subunit		COG0632	RuvA:		1
Nucleotide transport and metabolism	Hypoxanthine-guanine phosphoribosyltransferase		COG0634	HptA:Purine salvage		1
Coenzyme transport and metabolism	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase		COG0635	HemN:Heme biosynthesis		1
Energy production and conversion	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K		COG0636	AtpE:FoF1-type ATP synthase		1
Carbohydrate transport and metabolism	Beta-phosphoglucomutase, HAD superfamily		COG0637	YcjU:		1
Transcription	DNA-binding transcriptional regulator, ArsR family		COG0640	ArsR:		1
Signal transduction mechanisms	Chemotaxis protein histidine kinase CheA		COG0643	CheA:		1
Energy production and conversion	Dehydrogenase (flavoprotein)		COG0644	FixC:		1
General function prediction only	Predicted kinase, contains AAA domain		COG0645	:		1
Nucleotide transport and metabolism	Ribonucleotide monophosphatase NagD, HAD superfamily		COG0647	NagD:		1
Replication, recombination and repair	Endonuclease IV		COG0648	Nfo:		1
Energy production and conversion	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit		COG0651	HyfB:		1
Inorganic ion transport and metabolism	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit		COG0651	HyfB:		1
Posttranslational modification, protein turnover, chaperones	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family		COG0652	PpiB:		1
Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecA (ATPase, RNA helicase)		COG0653	SecA:		1
Coenzyme transport and metabolism	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases		COG0654	UbiH:Ubiquinone biosynthesis		1
Energy production and conversion	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases		COG0654	UbiH:Ubiquinone biosynthesis		1
Energy production and conversion	Multimeric flavodoxin WrbA, includes NAD(P)H:quinone oxidoreductase		COG0655	WrbA:		1
Secondary metabolites biosynthesis, transport and catabolism	Aldo/keto reductase, related to diketogulonate reductase		COG0656	ARA1:		1
Lipid transport and metabolism	Acetyl esterase/lipase		COG0657	Aes:		1
Inorganic ion transport and metabolism	Sulfate permease or related transporter, MFS superfamily		COG0659	SUL1:		1
Coenzyme transport and metabolism	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family		COG0661	AarF:Ubiquinone biosynthesis		1
Signal transduction mechanisms	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family		COG0661	AarF:Ubiquinone biosynthesis		1
General function prediction only	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily		COG0663	PaaY:		1
Signal transduction mechanisms	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases		COG0664	Crp:		1
Amino acid transport and metabolism	Glycine/D-amino acid oxidase (deaminating)		COG0665	DadA:		1
Coenzyme transport and metabolism	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family		COG0667	PdxI:		1
General function prediction only	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family		COG0667	PdxI:		1
Cell wall/membrane/envelope biogenesis	Small-conductance mechanosensitive channel		COG0668	MscS:		1
Coenzyme transport and metabolism	Phosphopantetheine adenylyltransferase		COG0669	CoaD:Pantothenate/CoA biosynthesis		1
Lipid transport and metabolism	Membrane-associated phospholipid phosphatase		COG0671	PgpB:Phospholipid biosynthesis		1
Mobilome: prophages, transposons	Transposase		COG0675	InsQ:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetyl-D-mannosaminuronate dehydrogenase		COG0677	WecC:		1
Intracellular trafficking, secretion, and vesicular transport	Signal peptidase I		COG0681	LepB:		1
Cell wall/membrane/envelope biogenesis	Prolipoprotein diacylglyceryltransferase		COG0682	Lgt:		1
Amino acid transport and metabolism	Alanine dehydrogenase (includes sporulation protein SpoVN)		COG0686	Ald:Urea cycle		1
Amino acid transport and metabolism	Spermidine/putrescine-binding periplasmic protein		COG0687	PotD:		1
Lipid transport and metabolism	Phosphatidylserine decarboxylase		COG0688	Psd:Phospholipid biosynthesis		1
Translation, ribosomal structure and biogenesis	Ribonuclease PH		COG0689	Rph:		1
Intracellular trafficking, secretion, and vesicular transport	Preprotein translocase subunit SecE		COG0690	SecE:		1
Posttranslational modification, protein turnover, chaperones	tmRNA-binding protein		COG0691	SmpB:		1
Replication, recombination and repair	Uracil-DNA glycosylase		COG0692	Ung:		1
Defense mechanisms	Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)		COG0693	YajL:		1
Carbohydrate transport and metabolism	Phosphoglycerate mutase (BPG-independent), AlkP superfamily		COG0696	GpmI:Glycolysis		1
Carbohydrate transport and metabolism	Permease of the drug/metabolite transporter (DMT) superfamily		COG0697	RhaT:		1
Amino acid transport and metabolism	Permease of the drug/metabolite transporter (DMT) superfamily		COG0697	RhaT:		1
General function prediction only	Permease of the drug/metabolite transporter (DMT) superfamily		COG0697	RhaT:		1
Carbohydrate transport and metabolism	Ribose 5-phosphate isomerase RpiB		COG0698	RpiB:Pentose phosphate pathway		1
General function prediction only	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains		COG0702	YbjT:		1
Amino acid transport and metabolism	Shikimate kinase		COG0703	AroK:Aromatic amino acid biosynthesis		1
Inorganic ion transport and metabolism	Phosphate uptake regulator PhoU		COG0704	PhoU:		1
Posttranslational modification, protein turnover, chaperones	Membrane-associated serine protease, rhomboid family		COG0705	GlpG:		1
Cell wall/membrane/envelope biogenesis	Membrane protein insertase Oxa1/YidC/SpoIIIJ		COG0706	YidC:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase		COG0707	MurG:Mureine biosynthesis		1
Energy production and conversion	FoF1-type ATP synthase, membrane subunit b or b'		COG0711	AtpF:FoF1-type ATP synthase		1
Energy production and conversion	FoF1-type ATP synthase, delta subunit		COG0712	AtpH:FoF1-type ATP synthase		1
General function prediction only	MoxR-like ATPase		COG0714	MoxR:Cobalamine/B12 biosynthesis		1
Energy production and conversion	Flavodoxin		COG0716	FldA:Heme biosynthesis		1
Transcription	DNA-binding nucleoid-associated protein YbaB/EfbC		COG0718	YbaB:		1
Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly scaffold protein SufB		COG0719	SufB:		1
Coenzyme transport and metabolism	6-pyruvoyl-tetrahydropterin synthase		COG0720	QueD:tRNA modification		1
Translation, ribosomal structure and biogenesis	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit		COG0721	GatC:Aminoacyl-tRNA synthetases		1
Energy production and conversion	Rieske Fe-S protein		COG0723	QcrA/PetC:		1
Inorganic ion transport and metabolism	ABC-type molybdate transport system, periplasmic Mo-binding protein ModA		COG0725	ModA:Molybdopterin biosynthesis		1
Carbohydrate transport and metabolism	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family		COG0726	CDA1:		1
Cell wall/membrane/envelope biogenesis	Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family		COG0726	CDA1:		1
Cell wall/membrane/envelope biogenesis	Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis)		COG0728	MurJ:		1
Inorganic ion transport and metabolism	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family		COG0730	TauE:		1
Defense mechanisms	Restriction endonuclease S subunit		COG0732	HsdS:		1
General function prediction only	Na+-dependent transporter, SNF family		COG0733	YocR:		1
Inorganic ion transport and metabolism	Fe2+ or Zn2+ uptake regulation protein Fur/Zur		COG0735	Fur:		1
Lipid transport and metabolism	Phosphopantetheinyl transferase (holo-ACP synthase)		COG0736	AcpS:		1
Nucleotide transport and metabolism	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family		COG0737	UshA:		1
Defense mechanisms	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family		COG0737	UshA:		1
Carbohydrate transport and metabolism	Fucose permease		COG0738	FucP:		1
Cell wall/membrane/envelope biogenesis	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain		COG0739	NlpD:		1
Posttranslational modification, protein turnover, chaperones	ATP-dependent protease ClpP, protease subunit		COG0740	ClpP:		1
Translation, ribosomal structure and biogenesis	16S rRNA G966 N2-methylase RsmD		COG0742	RsmD:16S rRNA modification		1
Lipid transport and metabolism	1-deoxy-D-xylulose 5-phosphate reductoisomerase		COG0743	Dxr:Isoprenoid biosynthesis		1
Cell wall/membrane/envelope biogenesis	Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase		COG0744	MrcB:		1
Coenzyme transport and metabolism	Molybdopterin-guanine dinucleotide biosynthesis protein A		COG0746	MobA:Molybdopterin biosynthesis		1
Posttranslational modification, protein turnover, chaperones	Membrane-associated protease RseP, regulator of RpoE activity		COG0750	RseP:		1
Transcription	Membrane-associated protease RseP, regulator of RpoE activity		COG0750	RseP:		1
Translation, ribosomal structure and biogenesis	Glycyl-tRNA synthetase, beta subunit		COG0751	GlyS:Aminoacyl-tRNA synthetases		1
Translation, ribosomal structure and biogenesis	Glycyl-tRNA synthetase, alpha subunit		COG0752	GlyQ:Aminoacyl-tRNA synthetases		1
Inorganic ion transport and metabolism	Catalase		COG0753	KatE:		1
Amino acid transport and metabolism	Glutathionylspermidine synthase, CHAP domain		COG0754	Gsp:		1
Posttranslational modification, protein turnover, chaperones	ABC-type transport system involved in cytochrome c biogenesis, permease component		COG0755	CcmC:		1
Amino acid transport and metabolism	3-dehydroquinate dehydratase		COG0757	AroQ:Aromatic amino acid biosynthesis		1
Replication, recombination and repair	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake		COG0758	Smf:		1
Cell wall/membrane/envelope biogenesis	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ		COG0759	YidD:		1
Posttranslational modification, protein turnover, chaperones	Peptidyl-prolyl isomerase, parvulin family		COG0760	SurA:		1
Lipid transport and metabolism	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH		COG0761	IspH:Isoprenoid biosynthesis		1
Posttranslational modification, protein turnover, chaperones	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family		COG0762	Ycf19:		1
Lipid transport and metabolism	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase		COG0764	FabA:Fatty acid biosynthesis		1
Amino acid transport and metabolism	ABC-type amino acid transport system, permease component		COG0765	HisM:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylglucosamine enolpyruvyl transferase		COG0766	MurA:Mureine biosynthesis		1
Cell cycle control, cell division, chromosome partitioning	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)		COG0768	FtsI:		1
Cell wall/membrane/envelope biogenesis	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)		COG0768	FtsI:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramyl tripeptide synthase		COG0769	MurE:Mureine biosynthesis		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramyl pentapeptide synthase		COG0770	MurF:Mureine biosynthesis		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramoylalanine-D-glutamate ligase		COG0771	MurD:Mureine biosynthesis		1
Cell cycle control, cell division, chromosome partitioning	Peptodoglycan polymerase FtsW/RodA/SpoVE		COG0772	FtsW:		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family		COG0773	MurC:Mureine biosynthesis		1
Nucleotide transport and metabolism	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB		COG0775	MtnN:Menaquinone biosynthesis		1
Coenzyme transport and metabolism	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB		COG0775	MtnN:Menaquinone biosynthesis		1
Replication, recombination and repair	Bacterial nucleoid DNA-binding protein IHF-alpha		COG0776	HimA:		1
Lipid transport and metabolism	Acetyl-CoA carboxylase beta subunit		COG0777	AccD:Fatty acid biosynthesis		1
Energy production and conversion	Nitroreductase		COG0778	NfnB:Pyrimidine degradation		1
Translation, ribosomal structure and biogenesis	Ribosome maturation factor RimP		COG0779	RimP:		1
Translation, ribosomal structure and biogenesis	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily		COG0780	QueFC:tRNA modification		1
Transcription	Transcription antitermination protein NusB		COG0781	NusB:		1
Transcription	Transcription elongation factor, GreA/GreB family		COG0782	GreA:		1
Inorganic ion transport and metabolism	DNA-binding ferritin-like protein (oxidative damage protectant)		COG0783	Dps:		1
Defense mechanisms	DNA-binding ferritin-like protein (oxidative damage protectant)		COG0783	Dps:		1
Energy production and conversion	Cytochrome c biogenesis protein CcdA		COG0785	CcdA:		1
Posttranslational modification, protein turnover, chaperones	Cytochrome c biogenesis protein CcdA		COG0785	CcdA:		1
Amino acid transport and metabolism	Na+/glutamate symporter		COG0786	GltS:		1
Cell wall/membrane/envelope biogenesis	Alanine racemase		COG0787	Alr:Mureine biosynthesis		1
Transcription	DNA-binding transcriptional regulator, MerR family		COG0789	SoxR:		1
Cell wall/membrane/envelope biogenesis	Cell wall-associated hydrolase, NlpC_P60 family		COG0791	NlpC:		1
Posttranslational modification, protein turnover, chaperones	C-terminal processing protease CtpA/Prc, contains a PDZ domain		COG0793	CtpA:		1
Cell wall/membrane/envelope biogenesis	Glutamate racemase		COG0796	MurI:Mureine biosynthesis		1
Translation, ribosomal structure and biogenesis	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits		COG0799	RsfS:		1
Coenzyme transport and metabolism	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)		COG0801	FolK:Folate biosynthesis		1
Translation, ribosomal structure and biogenesis	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE		COG0802	TsaE:tRNA modification		1
Inorganic ion transport and metabolism	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA		COG0803	ZnuA:		1
Intracellular trafficking, secretion, and vesicular transport	Twin-arginine protein secretion pathway component TatC		COG0805	TatC:		1
Translation, ribosomal structure and biogenesis	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing		COG0806	RimM:16S rRNA modification		1
Coenzyme transport and metabolism	GTP cyclohydrolase II		COG0807	RibA:Riboflavin/FAD biosynthesis		1
Translation, ribosomal structure and biogenesis	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)		COG0809	QueA:tRNA modification		1
Cell wall/membrane/envelope biogenesis	UDP-N-acetylenolpyruvoylglucosamine reductase		COG0812	MurB:Mureine biosynthesis		1
Nucleotide transport and metabolism	Purine-nucleoside phosphorylase		COG0813	DeoD:Purine salvage		1
Translation, ribosomal structure and biogenesis	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor		COG0816	YqgF:		1
Replication, recombination and repair	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor		COG0816	YqgF:		1
Transcription	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor		COG0816	YqgF:		1
Lipid transport and metabolism	Diacylglycerol kinase		COG0818	DgkA:		1
Coenzyme transport and metabolism	Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway)		COG0819	TenA:		1
Translation, ribosomal structure and biogenesis	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37		COG0820	RlmN:23S rRNA modification		1
Lipid transport and metabolism	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE		COG0821	IspG:Isoprenoid biosynthesis		1
Posttranslational modification, protein turnover, chaperones	Fe-S cluster assembly scaffold protein IscU, NifU family		COG0822	IscU:		1
Lipid transport and metabolism	Acyl-CoA thioesterase FadM		COG0824	FadM:Menaquinone biosynthesis		1
Lipid transport and metabolism	Acetyl-CoA carboxylase alpha subunit		COG0825	AccA:Fatty acid biosynthesis		1
Translation, ribosomal structure and biogenesis	23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family		COG0826	RlhA:23S rRNA modification		1
Replication, recombination and repair	Adenine-specific DNA N6-methylase		COG0827	YtxK:		1
Amino acid transport and metabolism	ABC-type amino acid transport/signal transduction system, periplasmic component/domain		COG0834	HisJ:		1
Signal transduction mechanisms	ABC-type amino acid transport/signal transduction system, periplasmic component/domain		COG0834	HisJ:		1
Signal transduction mechanisms	Chemotaxis signal transduction protein CheW		COG0835	CheW:		1
Defense mechanisms	Multidrug efflux pump subunit AcrB		COG0841	AcrB:		1
Defense mechanisms	ABC-type multidrug transport system, permease component		COG0842	YadH:		1
Energy production and conversion	Heme/copper-type cytochrome/quinol oxidase, subunit 1		COG0843	CyoB:		1
Cell wall/membrane/envelope biogenesis	Multidrug efflux pump subunit AcrA (membrane-fusion protein)		COG0845	AcrA:		1
Defense mechanisms	Multidrug efflux pump subunit AcrA (membrane-fusion protein)		COG0845	AcrA:		1
Replication, recombination and repair	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease		COG0847	DnaQ:		1
Cell cycle control, cell division, chromosome partitioning	Cell division ATPase FtsA		COG0849	FtsA:		1
Cell cycle control, cell division, chromosome partitioning	Septum site-determining protein MinC		COG0850	MinC:		1
Coenzyme transport and metabolism	Aspartate 1-decarboxylase		COG0853	PanD:Pantothenate/CoA biosynthesis		1
Inorganic ion transport and metabolism	Polyphosphate kinase		COG0855	Ppk:		1
Translation, ribosomal structure and biogenesis	Ribosome-binding factor RbfA		COG0858	RbfA:		1
Cell wall/membrane/envelope biogenesis	N-acetylmuramoyl-L-alanine amidase		COG0860	AmiC:		1
Inorganic ion transport and metabolism	Tellurite resistance membrane protein TerC		COG0861	TerC:		1
Nucleotide transport and metabolism	Adenine deaminase		COG1001	AdeC:		1
Amino acid transport and metabolism	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain		COG1003	GcvP2:Glycine cleavage		1
Cell wall/membrane/envelope biogenesis	UDP-glucose 6-dehydrogenase		COG1004	Ugd:		1
Inorganic ion transport and metabolism	Multisubunit Na+/H+ antiporter, MnhC subunit		COG1006	MnhC:		1
Coenzyme transport and metabolism	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)		COG1011	YigB:		1
Lipid transport and metabolism	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase		COG1012	AdhE:Proline degradation		1
Carbohydrate transport and metabolism	Phosphopentomutase		COG1015	DeoB:		1
Energy production and conversion	Hemoglobin-like flavoprotein		COG1017	Hmp:		1
Energy production and conversion	Flavodoxin/ferredoxin--NADP reductase		COG1018	Fpr:		1
Carbohydrate transport and metabolism	6-phosphogluconate dehydrogenase (decarboxylating)		COG1023	YqeC:		1
