L1	L2	ID	Function	Gene
BETA-LACTAM	CARBAPENEM	NF000441.2	MUS family subclass B1 metallo-beta-lactamase	blaMUS
BETA-LACTAM	CARBAPENEM	NF000259.2	NDM family subclass B1 metallo-beta-lactamase	blaNDM
BETA-LACTAM	CEPHALOSPORIN	NF000264.2	OCH family extended-spectrum class C beta-lactamase	blaOCH
BETA-LACTAM	BETA-LACTAM	NF000265.2	OKP family broad-spectrum class A beta-lactamase	blaOKP
BETA-LACTAM	BETA-LACTAM	NF038401.1	ORN family class A beta-lactamase	blaORN
BETA-LACTAM	BETA-LACTAM	NF012161.0	class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF040529.1	OXA-1036 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040600.1	OXA-1043 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF040804.1	OXA-1089 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040803.1	OXA-1091 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000386.2	OXA-10 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033818.0	OXA-114 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033702.0	OXA-12 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000464.2	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000461.2	OXA-184 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF040806.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000388.2	OXA-1 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000417.2	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000269.2	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000418.2	OXA-214 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000501.2	OXA-229 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033509.1	OXA-22 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033653.1	OXA-266 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF033648.1	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000520.2	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF038386.1	OXA-294 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000267.2	OXA-2 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033815.0	OXA-364 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000415.3	OXA-372 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF038217.1	OXA-427 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040531.1	OXA-42 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033104.0	OXA-46 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000387.2	OXA-48 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000462.2	OXA-493 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000432.2	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040530.1	OXA-548 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033667.1	OXA-55 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033613.1	OXA-576 family class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040527.2	OXA-5 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000395.3	OXA-60 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000435.2	OXA-61 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000430.2	OXA-62 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF038333.1	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF033666.1	OXA-727 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040805.1	OXA-732 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF042983.1	OXA-837 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000502.2	OXA-85 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF038183.1	OXA-919 family class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF040532.1	OXA-9 family oxacillin-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000270.1	class D beta-lactamase	blaOXA
BETA-LACTAM	CARBAPENEM	NF040784.1	OXA-1090 family carbapenem-hydrolyzing class D beta-lactamase	blaOXA
BETA-LACTAM	BETA-LACTAM	NF000463.2	class D beta-lactamase	blaOXA
BETA-LACTAM	CEPHALOSPORIN	NF000271.2	OXY family extended-spectrum class A beta-lactamase	blaOXY
BETA-LACTAM	BETA-LACTAM	NF012156.1	class A beta-lactamase BlaP	blaP
BETA-LACTAM	BETA-LACTAM	NF033159.0	PAC family class C beta-lactamase	blaPAC
BETA-LACTAM	CARBAPENEM	NF040472.1	PAD family carbapenem-hydrolyzing class A beta-lactamase	blaPAD
BETA-LACTAM	CARBAPENEM	NF040644.1	PAM family subclass B3 metallo-beta-lactamase	blaPAM
BETA-LACTAM	BETA-LACTAM	NF033867.1	PAU family class A beta-lactamase	blaPAU
BETA-LACTAM	CEPHALOSPORIN	NF000422.6	PDC family class C beta-lactamase	blaPDC
BETA-LACTAM	CEPHALOSPORIN	NF000519.2	PDC variant family class C beta-lactamase	blaPDC
BETA-LACTAM	BETA-LACTAM	NF041143.1	PEN-A family class A beta-lactamase	blaPEN-A
BETA-LACTAM	BETA-LACTAM	NF041138.1	PEN-B family class A beta-lactamase	blaPEN-B
BETA-LACTAM	BETA-LACTAM	NF041253.1	PEN-N family class A beta-lactamase	blaPEN-N
BETA-LACTAM	BETA-LACTAM	NF000320.3	PEN family class A beta-lactamase, Bcc-type	blaPEN-bcc
BETA-LACTAM	BETA-LACTAM	NF000321.3	PEN family class A beta-lactamase, Bpc-type	blaPEN-bpc
BETA-LACTAM	CEPHALOSPORIN	NF000389.2	PER family extended-spectrum class A beta-lactamase	blaPER
BETA-LACTAM	CARBAPENEM	NF038003.1	PFM family subclass B2 metallo-beta-lactamase	blaPFM
BETA-LACTAM	CARBAPENEM	NF040874.1	PJM family subclass B3 metallo-beta-lactamase	blaPJM
BETA-LACTAM	BETA-LACTAM	NF038398.1	PLA family class A beta-lactamase	blaPLA
BETA-LACTAM	CEPHALOSPORIN	NF000414.2	PME family extended-spectrum class A beta-lactamase	blaPME
BETA-LACTAM	CARBAPENEM	NF000438.2	POM family subclass B3 metallo-beta-lactamase	blaPOM
BETA-LACTAM	BETA-LACTAM	NF038359.1	PRC family class C beta-lactamase	blaPRC
BETA-LACTAM	BETA-LACTAM	NF000480.2	PSE family carbenicillin-hydrolyzing class A beta-lactamase	blaPSE
BETA-LACTAM	CARBAPENEM	NF033584.1	PST family subclass B1 metallo-beta-lactamase	blaPST
BETA-LACTAM	BETA-LACTAM	NF033174.0	PSV family class A beta-lactamase	blaPSV
BETA-LACTAM	BETA-LACTAM	NF041665.1	PSZ family class C beta-lactamase	blaPSZ
BETA-LACTAM	BETA-LACTAM	NF033108.1	beta-lactam sensor/signal transducer BlaR1	blaR1
BETA-LACTAM	BETA-LACTAM	NF000326.1	BlaR1 family beta-lactam sensor/signal transducer	blaR1
BETA-LACTAM	CEPHALOSPORIN	NF040467.1	RAA family extended-spectrum beta-lactamase	blaRAA
BETA-LACTAM	CARBAPENEM	NF041187.1	RAD family carbapenem-hydrolyzing class D beta-lactamase	blaRAD
BETA-LACTAM	CEPHALOSPORIN	NF040934.1	RAHN family extended-spectrum class A beta-lactamase	blaRAHN
BETA-LACTAM	CEPHALOSPORIN	NF040609.1	RASA family extended-spectrum class A beta-lactamase	blaRASA
BETA-LACTAM	CEPHALOSPORIN	NF041445.1	RATA family class A beta-lactamase	blaRATA
BETA-LACTAM	BETA-LACTAM	NF033466.0	RCP family class A beta-lactamase	blaRCP
BETA-LACTAM	BETA-LACTAM	NF033575.1	RHO family class C beta-lactamase	blaRHO
BETA-LACTAM	CEPHALOSPORIN	NF033568.1	ROB family class A beta-lactamase	blaROB
BETA-LACTAM	BETA-LACTAM	NF000284.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase	blaRTG
BETA-LACTAM	BETA-LACTAM	NF033204.1	RUB family broad-spectrum class A beta-lactamase	blaRUB
BETA-LACTAM	BETA-LACTAM	NF000327.2	SCO family class A beta-lactamase	blaSCO
BETA-LACTAM	BETA-LACTAM	NF000328.2	SED family class A beta-lactamase	blaSED
BETA-LACTAM	CARBAPENEM	NF040547.1	SFC family carbapenem-hydrolyzing class A beta-lactamase	blaSFC
BETA-LACTAM	CEPHALOSPORIN	NF038366.1	SFDC family class C beta-lactamase	blaSFDC
BETA-LACTAM	CARBAPENEM	NF012224.1	SFH family subclass B2 metallo-beta-lactamase	blaSFH
BETA-LACTAM	BETA-LACTAM	NF000512.2	SGM family class A beta-lactamase	blaSGM
BETA-LACTAM	BETA-LACTAM	NF000285.3	SHV family class A beta-lactamase	blaSHV
BETA-LACTAM	BETA-LACTAM	NF012143.0	SHV/LEN/OKP family class A beta-lactamase	blaSHV
BETA-LACTAM	CARBAPENEM	NF000426.2	SIM family subclass B1 metallo-beta-lactamase	blaSIM
BETA-LACTAM	BETA-LACTAM	NF000287.1	SMB-1 family subclass B3 metallo-beta-lactamase	blaSMB
BETA-LACTAM	CARBAPENEM	NF012142.0	SME family carbapenem-hydrolyzing class A beta-lactamase	blaSME
BETA-LACTAM	CARBAPENEM	NF000459.2	SPG-1 family subclass B3 metallo-beta-lactamase	blaSPG
BETA-LACTAM	CARBAPENEM	NF012150.3	SPM family subclass B1 metallo-beta-lactamase	blaSPM
BETA-LACTAM	BETA-LACTAM	NF041137.1	SPR family subclass B3 metallo-beta-lactamase	blaSPR
BETA-LACTAM	CEPHALOSPORIN	NF000423.2	SRT/SST family class C beta-lactamase	blaSRT
BETA-LACTAM	BETA-LACTAM	NF000531.2	TEM family class A beta-lactamase	blaTEM
BETA-LACTAM	BETA-LACTAM	NF038400.1	TER family class A beta-lactamase	blaTER
BETA-LACTAM	CARBAPENEM	NF000440.2	THIN family subclass B3 metallo-beta-lactamase	blaTHIN
BETA-LACTAM	CEPHALOSPORIN	NF000298.2	TLA family extended-spectrum class A beta-lactamase	blaTLA
BETA-LACTAM	CARBAPENEM	NF000443.2	TMB family subclass B1 metallo-beta-lactamase	blaTMB
BETA-LACTAM	CARBAPENEM	NF033585.1	TTU family subclass B1 metallo-beta-lactamase	blaTTU
BETA-LACTAM	CARBAPENEM	NF000442.2	TUS family subclass B1 metallo-beta-lactamase	blaTUS
BETA-LACTAM	CARBAPENEM	NF000518.2	VCC family carbapenem-hydrolyzing class A beta-lactamase	blaVCC
BETA-LACTAM	CEPHALOSPORIN	NF000390.2	VEB family extended-spectrum class A beta-lactamase	blaVEB
BETA-LACTAM	CARBAPENEM	NF012100.0	VIM family subclass B1 metallo-beta-lactamase	blaVIM
BETA-LACTAM	CARBAPENEM	NF038184.1	VMB family subclass B1 metallo-beta-lactamase	blaVMB
BETA-LACTAM	CARBAPENEM	NF040860.1	WUS family subclass B1 metallo-beta-lactamase	blaWUS
BETA-LACTAM	CARBAPENEM	NF038166.1	YEM family subclass B2 metallo-beta-lactamase	blaYEM
BETA-LACTAM	CEPHALOSPORIN	NF038089.1	YRC family class C beta-lactamase	blaYRC
BETA-LACTAM	BETA-LACTAM	NF033139.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	blaZ
BETA-LACTAM	BETA-LACTAM	NF033140.0	mecC-type penicillin-hydrolyzing class A beta-lactamase BlaZ	blaZ
BLEOMYCIN	BLEOMYCIN	NF033156.1	BLMA family bleomycin binding protein	ble
BLEOMYCIN	BLEOMYCIN	NF012202.0	bleomycin binding protein Ble-MBL	ble
BLEOMYCIN	BLEOMYCIN	NF000028.1	BLMA family bleomycin binding protein	ble
BLEOMYCIN	BLEOMYCIN	NF000005.4	BLMT family bleomycin binding protein	ble
BLEOMYCIN	BLEOMYCIN	NF000489.1	phleomycin/bleomycin binding protein Ble-Sh	ble-Sh
BLEOMYCIN	BLEOMYCIN	NF000027.1	bleomycin binding protein	bleO
BLEOMYCIN	BLEOMYCIN	NF000483.1	bleomycin family antibiotic N-acetyltransferase BlmB	blmB
MACROLIDE	MACROLIDE	NF000166.1	ABC-F type ribosomal protection protein Car(A)	car(A)
PHENICOL	CHLORAMPHENICOL	NF000491.1	type A chloramphenicol O-acetyltransferase	catA
PHENICOL	CHLORAMPHENICOL	NF000490.1	type B chloramphenicol O-acetyltransferase	catB
BETA-LACTAM	CEPHALOSPORIN	NF033098.1	CblA family class A beta-lactamase	cblA
BETA-LACTAM	CEPHALOSPORIN	NF033102.1	CepA family extended-spectrum class A beta-lactamase	cepA
BETA-LACTAM	CARBAPENEM	NF000322.2	CfiA family subclass B1 metallo-beta-lactamase	cfiA
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	NF000424.3	Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase	cfr
BETA-LACTAM	BETA-LACTAM	NF033100.1	CfxA family broad-spectrum class A beta-lactamase	cfxA
MACROLIDE	MACROLIDE	NF000488.1	23S rRNA (guanine(748)-N(1))-methyltransferase ChrB	chrB
		NF033606.1	heat shock survival AAA family ATPase ClpK	clpK
PHENICOL	CHLORAMPHENICOL	NF033134.0	CmlA/FloR family chloramphenicol efflux MFS transporter	cml
PHENICOL	CHLORAMPHENICOL	NF033135.1	Cmx/CmrA family chloramphenicol efflux MFS transporter	cml
PHENICOL	CHLORAMPHENICOL	NF000509.1	CmlA family chloramphenicol efflux MFS transporter	cmlA
PHENICOL	CHLORAMPHENICOL	NF012203.0	chloramphenicol efflux MFS transporter CmlB1	cmlB1
PHENICOL	CHLORAMPHENICOL	NF012199.0	chloramphenicol efflux MFS transporter CmlV	cmlV
PHENICOL	CHLORAMPHENICOL	NF000510.1	chloramphenicol efflux MFS transporter Cmx	cmx
COPPER	COPPER	NF033781.1	copper-binding metallochaperone CopP	copP
TUBERACTINOMYCIN	CAPREOMYCIN/VIOMYCIN	NF041268.1	capreomycin phosphotransferase	cph
BETA-LACTAM	CARBAPENEM	NF000329.2	CphA family subclass B2 metallo-beta-lactamase	cphA
LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	CLINDAMYCIN/LINCOMYCIN/RETAPAMULIN/VIRGINIAMYCIN	NF043038.1	ABC-F type ribosomal protection protein CplR	cplR
PHENICOL	CHLORAMPHENICOL	NF033114.1	chloramphenicol phosphotransferase CPT	cpt
TRIMETHOPRIM	TRIMETHOPRIM	NF000332.1	DfrD/DfrG/DfrK family trimethoprim-resistant dihydrofolate reductase	dfr
TRIMETHOPRIM	TRIMETHOPRIM	NF000008.1	trimethoprim-resistant repeat-containing dihydrofolate reductase DfrA1	dfrA
TRIMETHOPRIM	TRIMETHOPRIM	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA	dfrA
TRIMETHOPRIM	TRIMETHOPRIM	NF000055.3	DfrA12/DfrA21 family trimethoprim-resistant dihydrofolate reductase	dfrA
TRIMETHOPRIM	TRIMETHOPRIM	NF000018.2	trimethoprim-resistant dihydrofolate reductase DfrA10	dfrA10
TRIMETHOPRIM	TRIMETHOPRIM	NF000053.2	trimethoprim-resistant dihydrofolate reductase DfrA12	dfrA12
TRIMETHOPRIM	TRIMETHOPRIM	NF000039.1	trimethoprim-resistant dihydrofolate reductase DfrA18	dfrA18
TRIMETHOPRIM	TRIMETHOPRIM	NF000041.1	trimethoprim-resistant dihydrofolate reductase DfrA19	dfrA19
TRIMETHOPRIM	TRIMETHOPRIM	NF000127.2	trimethoprim-resistant dihydrofolate reductase DfrA20	dfrA20
TRIMETHOPRIM	TRIMETHOPRIM	NF000134.2	trimethoprim-resistant dihydrofolate reductase DfrA23	dfrA23
TRIMETHOPRIM	TRIMETHOPRIM	NF000146.2	trimethoprim-resistant dihydrofolate reductase DfrA24	dfrA24
TRIMETHOPRIM	TRIMETHOPRIM	NF000006.2	trimethoprim-resistant dihydrofolate reductase DfrA26	dfrA26
TRIMETHOPRIM	TRIMETHOPRIM	NF000019.2	trimethoprim-resistant dihydrofolate reductase DfrA3	dfrA3
TRIMETHOPRIM	TRIMETHOPRIM	NF033851.1	trimethoprim-resistant dihydrofolate reductase DfrA35	dfrA35
TRIMETHOPRIM	TRIMETHOPRIM	NF033868.0	trimethoprim-resistant dihydrofolate reductase DfrA36	dfrA36
TRIMETHOPRIM	TRIMETHOPRIM	NF000065.1	trimethoprim-resistant dihydrofolate reductase DfrA3b	dfrA3b
TRIMETHOPRIM	TRIMETHOPRIM	NF000126.2	trimethoprim-resistant dihydrofolate reductase DfrA8	dfrA8
TRIMETHOPRIM	TRIMETHOPRIM	NF000109.2	trimethoprim-resistant dihydrofolate reductase DfrA9	dfrA9
TRIMETHOPRIM	TRIMETHOPRIM	NF000331.2	trimethoprim-resistant dihydrofolate reductase DfrB	dfrB
TRIMETHOPRIM	TRIMETHOPRIM	NF000159.1	trimethoprim-resistant dihydrofolate reductase DfrD	dfrD
TRIMETHOPRIM	TRIMETHOPRIM	NF040541.1	trimethoprim-resistant dihydrofolate reductase DfrE	dfrE
TRIMETHOPRIM	TRIMETHOPRIM	NF000333.1	trimethoprim-resistant dihydrofolate reductase DfrF	dfrF
TRIMETHOPRIM	TRIMETHOPRIM	NF000143.1	trimethoprim-resistant dihydrofolate reductase DfrG	dfrG
TRIMETHOPRIM	TRIMETHOPRIM	NF000012.1	trimethoprim-resistant dihydrofolate reductase DfrI	dfrI
TRIMETHOPRIM	TRIMETHOPRIM	NF041668.1	trimethoprim-resistant dihydrofolate reductase DfrL	dfrL
INTIMIN	ALPHA	NF033639.1	intimin type alpha	eae
INTIMIN	INTIMIN	NF033627.3	intimin	eae
EFFLUX	EFFLUX	NF042984.1	multidrug efflux SMR transporter EmrE	emrE
AVILAMYCIN	AVILAMYCIN	NF033398.1	EmtA family 23S rRNA (guanine(2470)) methyltransferase	emt
		NF040678.1	enterotoxin EntFM	entFM
MACROLIDE	ERYTHROMYCIN	NF000208.1	EreA family erythromycin esterase	ere(A)
MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	NF000209.1	EreB family erythromycin esterase	ere(B)
MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	NF000516.1	EreD family erythromycin esterase	ere(D)
MACROLIDE	MACROLIDE	NF000499.1	23S ribosomal RNA methyltransferase Erm	erm
MACROLIDE	MACROLIDE	NF000337.1	ErmE/ErmH/ErmO/ErmR family 23S rRNA (adenine(2058)-N(6))-methyltransferase	erm
LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	NF000133.1	23S rRNA (guanine(748)-N(1))-methyltransferase Erm(32)	erm(32)
LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	NF000468.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)	erm(37)
LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN	NF012218.0	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(38)	erm(38)
LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	NF000077.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)	erm(42)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	NF000412.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(43)	erm(43)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	NF000411.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45)	erm(45)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/VIRGINIAMYCIN	NF042988.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(46)	erm(46)
MACROLIDE	CLARITHROMYCIN	NF042938.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(55)	erm(55)
LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	NF012222.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	erm(A)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	NF012220.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	erm(B)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	NF012219.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	erm(C)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/MACROLIDE/STREPTOGRAMIN	NF012223.0	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	erm(F)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	NF045543.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	erm(G)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOMYCIN/PRISTINAMYCIN/TYLOSIN	NF000087.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)	erm(O)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/OSTREOGRYCIN/TYLOSIN	NF000024.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(S)	erm(S)
LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/TYLOSIN/VERNAMYCIN B	NF000047.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)	erm(V)
		NF040807.1	type III secretion system LEE effector EspF	espF
PHENICOL	CHLORAMPHENICOL/FLORFENICOL	NF033149.0	chloramphenicol hydrolase	estDL136
MACROLIDE	TYLOSIN	NF041759.1	macrolide hydrolase EstT	estT
PHENICOL	CHLORAMPHENICOL/FLORFENICOL	NF000218.1	chloramphenicol/florfenicol efflux MFS transporter FexA	fexA
PHENICOL	CHLORAMPHENICOL/FLORFENICOL	NF040856.1	chloramphenicol/florfenicol efflux MFS transporter FexB	fexB
PHENICOL	CHLORAMPHENICOL/FLORFENICOL	NF000219.1	chloramphenicol/florfenicol efflux MFS transporter FloR	floR
FOSFOMYCIN	FOSFOMYCIN	NF000338.1	fosfomycin resistance kinase FomA	fomA
FOSFOMYCIN	FOSFOMYCIN	NF000361.1	FomB family phosphonate monophosphate kinase	fomB
FOSFOMYCIN	FOSFOMYCIN	NF000339.2	FosA family fosfomycin resistance glutathione transferase	fos
FOSFOMYCIN	FOSFOMYCIN	NF033405.1	fosfomycin resistance glutathione transferase FosLL	fos
FOSFOMYCIN	FOSFOMYCIN	NF000496.1	fosfomycin resistance glutathione transferase	fos
FOSFOMYCIN	FOSFOMYCIN	NF000125.1	Fos family putative thiol transferase	fos
FOSFOMYCIN	FOSFOMYCIN	NF040540.1	FosA5 family fosfomycin resistance glutathione transferase	fosA
FOSFOMYCIN	FOSFOMYCIN	NF000094.1	FosA family fosfomycin resistance glutathione transferase	fosA
FOSFOMYCIN	FOSFOMYCIN	NF000221.4	FosA family fosfomycin resistance glutathione transferase	fosA
FOSFOMYCIN	FOSFOMYCIN	NF000075.1	FosA3/FosA4 family fosfomycin resistance glutathione transferase	fosA
FOSFOMYCIN	FOSFOMYCIN	NF000026.1	FosA/FosA2 family fosfomycin resistance glutathione transferase	fosA
FOSFOMYCIN	FOSFOMYCIN	NF032892.0	FosA7 family fosfomycin resistance glutathione transferase	fosA7
FOSFOMYCIN	FOSFOMYCIN	NF033933.0	FosA8 family fosfomycin resistance glutathione transferase	fosA8
FOSFOMYCIN	FOSFOMYCIN	NF000098.1	FosB family fosfomycin resistance bacillithiol transferase	fosB
FOSFOMYCIN	FOSFOMYCIN	NF000085.1	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	fosB
FOSFOMYCIN	FOSFOMYCIN	NF000063.1	FosB family fosfomycin resistance bacillithiol transferase	fosB
FOSFOMYCIN	FOSFOMYCIN	NF000493.1	FosB/FosD family fosfomycin resistance bacillithiol transferase	fosB
FOSFOMYCIN	FOSFOMYCIN	NF041541.1	FosBx1 family fosfomycin resistance bacillithiol transferase	fosB
FOSFOMYCIN	FOSFOMYCIN	NF000122.1	fosfomycin resistance kinase FosC	fosC
FOSFOMYCIN	FOSFOMYCIN	NF000074.1	FosC2 family fosfomycin resistance glutathione transferase	fosC2
FOSFOMYCIN	FOSFOMYCIN	NF000494.1	fosfomycin resistance glutathione transferase FosF	fosF
FOSFOMYCIN	FOSFOMYCIN	NF000467.1	FosG family fosfomycin resistance glutathione transferase	fosG
FOSFOMYCIN	FOSFOMYCIN	NF000495.1	fosfomycin resistance glutathione transferase FosK	fosK
FOSFOMYCIN	FOSFOMYCIN	NF038306.1	FosM family fosfomycin resistance protein	fosM
FOSFOMYCIN	FOSFOMYCIN	NF038311.1	FosU family fosfomycin resistance glutathione transferase	fosU
FOSFOMYCIN	FOSFOMYCIN	NF000222.1	FosX/FosE/FosI family fosfomycin resistance hydrolase	fosX
FOSFOMYCIN	FOSFOMYCIN	NF041542.1	fosfomycin resistance hydrolase FosXCC	fosXCC
FOSFOMYCIN	FOSFOMYCIN	NF040802.1	fosfomycin resistance bacillithiol transferase FosY	fosY
