index	L1	L2	L3	KO	Function	EC	Count
3858	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00294	E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase	1.2.1.88	3
3855	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00318	PRODH, fadM, putB; proline dehydrogenase	1.5.5.2	2
3263	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
3856	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
38900	Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase	1.5.5.2 1.2.1.88	2
9793	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02018	modB; molybdate transport system permease protein		2
45698	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02018	modB; molybdate transport system permease protein		2
46249	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein		3
3907	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
3949	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
4063	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
4238	Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
6944	Metabolism	Biosynthesis of other secondary metabolites	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
7199	Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
37075	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K00817	hisC; histidinol-phosphate aminotransferase	2.6.1.9	5
2312	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
3641	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
4116	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
7524	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	1.3.8.6	1
4520	Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
4558	Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis [PATH:ko00513]	K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
35996	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K03843	ALG2; alpha-1,3/alpha-1,6-mannosyltransferase	2.4.1.132 2.4.1.257	1
10715	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
34648	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
48148	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL	2.7.13.3	14
10438	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
34573	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
47999	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB	2.7.13.3	8
4093	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase	1.14.13.127	1
10341	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K08484	ptsP; phosphotransferase system, enzyme I, PtsP	2.7.3.9	6
46688	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K08484	ptsP; phosphotransferase system, enzyme I, PtsP	2.7.3.9	6
46713	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K11201	frvA; fructose-like PTS system EIIA component	2.7.1.-	21
731	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00698	CHS1; chitin synthase	2.4.1.16	2
36225	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00698	CHS1; chitin synthase	2.4.1.16	2
36522	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12997	rgpB; rhamnosyltransferase	2.4.1.-	2
46033	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02028	ABC.PA.A; polar amino acid transport system ATP-binding protein	7.4.2.1	23
10671	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
17771	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
34616	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
48088	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD	2.7.13.3	4
10440	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
33824	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
34574	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
48001	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA	2.7.13.3	5
135	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
1229	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
1470	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
1765	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	12
141	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
955	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
1235	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
1476	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
1771	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
10659	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00245	frdB; fumarate reductase iron-sulfur subunit	1.3.5.4	12
131	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
1466	Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
23800	Organismal Systems	Environmental adaptation	Thermogenesis [PATH:ko04714]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
30602	Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
30951	Human Diseases	Neurodegenerative disease	Parkinson disease [PATH:ko05012]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
31077	Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis [PATH:ko05014]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
31429	Human Diseases	Neurodegenerative disease	Huntington disease [PATH:ko05016]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
31735	Human Diseases	Neurodegenerative disease	Prion disease [PATH:ko05020]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
32021	Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
33080	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
33363	Human Diseases	Endocrine and metabolic disease	Non-alcoholic fatty liver disease [PATH:ko04932]	K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit	1.3.5.1	11
10543	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
34599	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
48052	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK	2.7.13.3	3
4827	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
36400	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3.5.1.108	1
10486	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
34584	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
48021	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE	2.7.13.3	21
9827	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	7.5.2.-	2
45773	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein	7.5.2.-	2
36208	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00749	E2.4.1.183; alpha-1,3-glucan synthase	2.4.1.183	1
10854	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
34683	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
48228	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K11356	cikA; two-component system, sensor histidine kinase and response regulator	2.7.13.3	4
10734	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
34655	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
48162	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10125	dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB	2.7.13.3	14
152	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
945	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
977	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
1743	Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
1757	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
1910	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
3479	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00024	mdh; malate dehydrogenase	1.1.1.37	2
46247	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein		5
46246	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01992	ABC-2.P; ABC-2 type transport system permease protein		1
441	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	2.7.1.197	6
10289	Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	2.7.1.197	6
46717	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02800	mtlA, cmtA; mannitol PTS system EIICBA or EIICB component	2.7.1.197	6
10595	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
34632	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
48117	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07698	kinC; two-component system, sporulation sensor kinase C	2.7.13.3	6
10827	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
17630	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae [PATH:ko05111]	K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
34675	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
48211	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
48319	Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K10942	flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB	2.7.13.3	10
4483	Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00383	GSR, gor; glutathione reductase (NADPH)	1.8.1.7	1
20809	Organismal Systems	Endocrine system	Thyroid hormone synthesis [PATH:ko04918]	K00383	GSR, gor; glutathione reductase (NADPH)	1.8.1.7	1
33128	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00383	GSR, gor; glutathione reductase (NADPH)	1.8.1.7	1
114	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
1796	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
4484	Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
15459	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
25309	Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase	1.1.1.42	1
36753	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00666	K00666; fatty-acyl-CoA synthase	6.2.1.-	3
10479	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
34582	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
48017	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS	2.7.13.3	17
36438	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase	2.4.1.-	1
59	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
862	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
1204	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
2339	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
3985	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
7637	Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation [PATH:ko00625]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
7946	Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
29880	Human Diseases	Infectious disease: parasitic	Amoebiasis [PATH:ko05146]	K04072	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10 1.1.1.1	5
883	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00925	ackA; acetate kinase	2.7.2.1	2
1077	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00925	ackA; acetate kinase	2.7.2.1	2
1855	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00925	ackA; acetate kinase	2.7.2.1	2
1998	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00925	ackA; acetate kinase	2.7.2.1	2
4314	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00925	ackA; acetate kinase	2.7.2.1	2
10498	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	18
34587	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	18
48027	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB	2.7.13.3	18
10501	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	17
34588	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	17
48029	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB	2.7.13.3	17
10445	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	11
34576	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	11
48005	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC	2.7.13.3	11
10743	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
17294	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
34653	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
48158	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK	2.7.13.3	19
3442	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	1
37074	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01762	ACS; 1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	1
4829	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	3
36402	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.3.1.191	3
592	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00696	E2.4.1.14; sucrose-phosphate synthase	2.4.1.14	1
154	Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01958	PC, pyc; pyruvate carboxylase	6.4.1.1	5
940	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01958	PC, pyc; pyruvate carboxylase	6.4.1.1	5
1754	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01958	PC, pyc; pyruvate carboxylase	6.4.1.1	5
9905	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K10441	rbsA; ribose transport system ATP-binding protein	7.5.2.7	49
45872	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K10441	rbsA; ribose transport system ATP-binding protein	7.5.2.7	49
54049	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K03820	lnt; apolipoprotein N-acyltransferase	2.3.1.269	1
761	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K03431	glmM; phosphoglucosamine mutase	5.4.2.10	1
8090	Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01044	CES1; carboxylesterase 1	3.1.1.1	1
7434	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K01055	pcaD; 3-oxoadipate enol-lactonase	3.1.1.24	1
3384	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
4362	Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01760	metC; cysteine-S-conjugate beta-lyase	4.4.1.13	5
10682	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	17
29460	Human Diseases	Infectious disease: bacterial	Pertussis [PATH:ko05133]	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	17
34620	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	17
48094	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS	2.7.13.3	17
3213	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	nadB; L-aspartate oxidase	1.4.3.16	1
5227	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	nadB; L-aspartate oxidase	1.4.3.16	1
2012	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	5
