	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_004065.1_90	NC_004065.1	NC_004065.1	90	144296	145357	-1	D			YP_214101.1	YP_214101.1 Glycoprotein M or integral membrane protein [Murid betaherpesvirus 1]	True	0.928	688.0	1.667e-223								Herpesvirus glycoprotein M [PF01528.19]	VOG07856	sp|P28948|GM_EHV1B Envelope glycoprotein M; Xs	Xs	0	False	V
NC_004065.1_91	NC_004065.1	NC_004065.1	91	145596	148034	1	D			YP_214102.1	YP_214102.1 Helicase-primase component [Murid betaherpesvirus 1]	True	0.969	1659.0	0.0								Herpesvirus DNA helicase/primase complex associated protein [PF03324.17]	VOG01839	sp|Q2HR92|HEPA_HHV8P DNA helicase/primase complex-associated protein; Xr	Xr	0	False	V
NC_004065.1_92	NC_004065.1	NC_004065.1	92	148182	149105	-1	D			YP_214103.1	YP_214103.1 hypothetical protein MuHV1_gp095 [Murid betaherpesvirus 1]	True	0.938	606.0	7.807e-196								Herpesvirus UL7 like [PF01677.19]	VOG05103	sp|P89430|CEP1_HHV2H Cytoplasmic envelopment protein 1; Xs	Xs	0	False	V
NC_004065.1_93	NC_004065.1	NC_004065.1	93	149113	151110	-1	D			YP_214104.1	YP_214104.1 Structural protein [Murid betaherpesvirus 1]	True	0.938	1309.0	0.0								Herpesvirus UL6 like [PF01763.19]	VOG07850	sp|Q01029|PORTL_SHV21 Portal protein; XrXs	Xs;Xr	0	False	V
NC_004065.1_94	NC_004065.1	NC_004065.1	94	151124	153874	1	D			YP_214105.1	YP_214105.1 DNA helicase [Murid betaherpesvirus 1]	True	0.967	1865.0	0.0								Helicase [PF02689.17]	VOG07846	sp|P28934|HELI_EHV1B DNA replication helicase; XhXr	Xh;Xr	0	False	V
NC_004065.1_95	NC_004065.1	NC_004065.1	95	154890	154985	1	E																				0	False	
NC_004065.1_96	NC_004065.1	NC_004065.1	96	161983	162678	1	E			YP_214107.1	YP_214107.1 hypothetical protein MuHV1_gp099 [Murid betaherpesvirus 1]	True	0.919	446.0	4.508e-142												0	False	
NC_004065.1_97	NC_004065.1	NC_004065.1	97	163196	163897	1	D			NP_064213.1	NP_064213.1 pR112, partial [rat cytomegalovirus strain Maastricht]	False	0.401	161.0	2.516e-43								HSV U79 / HCMV P34 [PF03064.19]	VOG08651	sp|P52529|U79_HHV6U Protein U79/U80; Xu	Xu	0	False	
NC_004065.1_98	NC_004065.1	NC_004065.1	98	164339	165079	1	E			YP_007016504.2	YP_007016504.2 E112-113 [Murid betaherpesvirus 8]	False	0.317	131.0	8.018e-33									VOG05473	sp|P52529|U79_HHV6U Protein U79/U80; Xu	Xu	0	False	
NC_004065.1_99	NC_004065.1	NC_004065.1	99	165596	166384	-1	C	K03648	uracil-DNA glycosylase [EC:3.2.2.27]	YP_214109.1	YP_214109.1 Uracil DNA glycosylase homolog [Murid betaherpesvirus 1]	True	0.99	550.0	2.5869999999999998e-177									VOG07582	sp|Q91UM2|UNG_VACCA Uracil-DNA glycosylase; Xu	Xu	0	False	
NC_004065.1_100	NC_004065.1	NC_004065.1	100	166384	167208	-1	D			YP_214110.1	YP_214110.1 Glycoprotein L [Murid betaherpesvirus 1]	True	0.961	556.0	2.938e-179								Cytomegalovirus glycoprotein L [PF01801.19]	VOG08567	sp|Q68668|GL_HCMV2 Envelope glycoprotein L; XpXs	Xs;Xp	0	False	V
NC_004065.1_101	NC_004065.1	NC_004065.1	101	167209	167973	1	E																				0	False	
NC_004065.1_102	NC_004065.1	NC_004065.1	102	168346	168630	1	E																				0	False	
NC_004065.1_103	NC_004065.1	NC_004065.1	103	169213	170910	-1	E			YP_214112.1	YP_214112.1 hypothetical protein MuHV1_gp104 [Murid betaherpesvirus 1]	True	0.922	1091.0	0.0									VOG26194	REFSEQ e117; Xu	Xu	0	False	
NC_004065.1_104	NC_004065.1	NC_004065.1	104	170980	171600	-1	E			YP_214114.2	YP_214114.2 putative glycoprotein [Murid betaherpesvirus 1]	True	0.959	417.0	1.379e-132									VOG02930	sp|F5HC14|UL119_HCMVM Viral Fc-gamma receptor-like protein UL119; XhXpXs	Xh;Xs;Xp	0	False	V
NC_004065.1_105	NC_004065.1	NC_004065.1	105	171643	171945	-1	E			YP_214114.2	YP_214114.2 putative glycoprotein [Murid betaherpesvirus 1]	False	1.0	201.0	1.578e-59												0	False	
NC_004065.1_106	NC_004065.1	NC_004065.1	106	172056	172811	-1	E			YP_214116.1	YP_214116.1 Putative glycoprotein [Murid betaherpesvirus 1]	True	0.986	524.0	8.915999999999999e-169									VOG02995	REFSEQ e119.1; Xu	Xu	0	False	
NC_004065.1_107	NC_004065.1	NC_004065.1	107	173022	173390	-1	E			YP_214117.1	YP_214117.1 hypothetical protein MuHV1_gp108 [Murid betaherpesvirus 1]	False	0.935	241.0	3.369e-73									VOG08618	REFSEQ e119.2; Xu	Xu	0	False	
NC_004065.1_108	NC_004065.1	NC_004065.1	108	173438	173545	1	E																				0	False	
NC_004065.1_109	NC_004065.1	NC_004065.1	109	174054	174254	-1	E			YP_214119.1	YP_214119.1 hypothetical protein MuHV1_gp110 [Murid betaherpesvirus 1]	False	0.832	116.0	1.043e-30												0	False	
NC_004065.1_110	NC_004065.1	NC_004065.1	110	174299	174640	-1	E			YP_214121.1	YP_214121.1 hypothetical protein MuHV1_gp112 [Murid betaherpesvirus 1]	False	0.967	188.0	1.004e-54												0	False	
NC_004065.1_111	NC_004065.1	NC_004065.1	111	174637	175665	-1	E			YP_007016513.1	YP_007016513.1 e120.1 [Murid betaherpesvirus 8]	False	0.304	130.0	2.278e-31									VOG26195	REFSEQ e120.1; Xu	Xu	0	False	
NC_004065.1_112	NC_004065.1	NC_004065.1	112	175679	177775	-1	E			YP_214122.1	YP_214122.1 hypothetical protein MuHV1_gp113 [Murid betaherpesvirus 1]	True	0.912	1330.0	0.0												0	False	
NC_004065.1_113	NC_004065.1	NC_004065.1	113	177980	178834	-1	D			NP_064231.1	NP_064231.1 pR122-EX5, partial [rat cytomegalovirus strain Maastricht]	False	0.603	240.0	1.077e-69								Herpes virus intermediate/early protein 2/3 [PF03361.17]	VOG08570	sp|P19893|VIE2_HCMVA Viral transcription factor IE2; XhXp	Xh;Xp	0	False	
NC_004065.1_114	NC_004065.1	NC_004065.1	114	179760	181235	-1	E			YP_007016516.1	YP_007016516.1 immediate early protein 1 [Murid betaherpesvirus 8]	False	0.271	100.0	2.0820000000000003e-20												0	False	
NC_004065.1_115	NC_004065.1	NC_004065.1	115	181379	181591	1	E																				0	False	
NC_004065.1_116	NC_004065.1	NC_004065.1	116	181656	181766	-1	E			YP_214123.1	YP_214123.1 hypothetical protein MuHV1_gp114 [Murid betaherpesvirus 1]	False	1.0	79.0	1.448e-18												0	False	
NC_004065.1_117	NC_004065.1	NC_004065.1	117	186085	187299	1	D			YP_214129.1	YP_214129.1 hypothetical protein MuHV1_gp120 [Murid betaherpesvirus 1]	True	1.0	865.0	6.538e-284								US22 like [PF02393.19]	VOG01740	sp|Q89882|U95_HHV6U Uncharacterized protein U95; Xu	Xu	0	False	
NC_004065.1_118	NC_004065.1	NC_004065.1	118	187347	187868	-1	E			YP_214130.1	YP_214130.1 hypothetical protein MuHV1_gp121 [Murid betaherpesvirus 1]	True	1.0	361.0	8.17e-114												0	False	
NC_004065.1_119	NC_004065.1	NC_004065.1	119	188026	188271	-1	E			YP_214132.1	YP_214132.1 hypothetical protein MuHV1_gp123 [Murid betaherpesvirus 1]	False	0.987	171.0	1.235e-49												0	False	
NC_004065.1_120	NC_004065.1	NC_004065.1	120	188692	189795	-1	E			YP_214133.1	YP_214133.1 hypothetical protein MuHV1_gp124 [Murid betaherpesvirus 1]	True	0.977	632.0	6.227e-204									VOG08619	REFSEQ e133; Xu	Xu	0	False	
NC_004065.1_121	NC_004065.1	NC_004065.1	121	189895	190221	-1	E			YP_214135.1	YP_214135.1 hypothetical protein MuHV1_gp126 [Murid betaherpesvirus 1]	False	0.921	211.0	8.628000000000001e-63												0	False	
NC_004065.1_122	NC_004065.1	NC_004065.1	122	190310	191071	-1	E			YP_214136.1	YP_214136.1 hypothetical protein MuHV1_gp127 [Murid betaherpesvirus 1]	True	0.984	527.0	1.078e-169									VOG08620	REFSEQ e136; Xu	Xu	0	False	
NC_004065.1_123	NC_004065.1	NC_004065.1	123	191088	192092	-1	E			YP_214137.1	YP_214137.1 Putative glycoprotein [Murid betaherpesvirus 1]	True	0.987	698.0	3.557e-227									VOG08621	REFSEQ e137; Xu	Xu	0	False	
NC_004065.1_124	NC_004065.1	NC_004065.1	124	192233	193942	-1	E			YP_214138.1	YP_214138.1 fcr1 Fc receptor glycoprotein [Murid betaherpesvirus 1]	True	0.97	1165.0	0.0									VOG08622	REFSEQ e138; Xu	Xu	0	False	
NC_004065.1_125	NC_004065.1	NC_004065.1	125	194082	196016	-1	D			YP_214139.1	YP_214139.1 US22 family homolog [Murid betaherpesvirus 1]	True	0.963	1307.0	0.0								US22 like [PF02393.19]	VOG00026	sp|C0H677|UL298_HCMVA Protein UL29/UL28; XhXs	Xh;Xs	0	False	V
NC_004065.1_126	NC_004065.1	NC_004065.1	126	196062	197516	-1	D			YP_214140.1	YP_214140.1 US22 family homolog [Murid betaherpesvirus 1]	True	1.0	1028.0	0.0								US22 like [PF02393.19]	VOG00026	sp|C0H677|UL298_HCMVA Protein UL29/UL28; XhXs	Xh;Xs	0	False	V
NC_004065.1_127	NC_004065.1	NC_004065.1	127	197705	199264	-1	D			YP_214141.1	YP_214141.1 US22 family homolog [Murid betaherpesvirus 1]	True	0.998	1073.0	0.0								US22 like [PF02393.19]				0	False	
NC_004065.1_128	NC_004065.1	NC_004065.1	128	199441	200778	-1	D			YP_214142.1	YP_214142.1 US22 family homolog [Murid betaherpesvirus 1]	True	0.989	910.0	1.124e-298								US22 like [PF02393.19]				0	False	
NC_004065.1_129	NC_004065.1	NC_004065.1	129	200920	202593	-1	D			YP_214143.1	YP_214143.1 US22 family homolog [Murid betaherpesvirus 1]	True	0.957	1122.0	0.0								US22 like [PF02393.19]	VOG00026	sp|C0H677|UL298_HCMVA Protein UL29/UL28; XhXs	Xh;Xs	0	False	V
NC_004065.1_130	NC_004065.1	NC_004065.1	130	202742	203893	-1	D			YP_214144.1	YP_214144.1 MHC class I homolog [Murid betaherpesvirus 1]	True	0.972	786.0	7.825e-257								Immunoglobulin C1-set domain [PF07654.18]	VOG00356	sp|P32231|VC01_SWPVK Putative Ig-like domain-containing protein C1; Xh	Xh	0	False	
NC_004065.1_131	NC_004065.1	NC_004065.1	131	204029	205492	-1	D			YP_214145.1	YP_214145.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.954	978.0	2.34e-321								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_132	NC_004065.1	NC_004065.1	132	205642	206775	-1	E			YP_214146.1	YP_214146.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.961	764.0	1.986e-249												0	False	
NC_004065.1_133	NC_004065.1	NC_004065.1	133	206862	207245	-1	E			YP_214147.1	YP_214147.1 Possible multiple membrane spanning protein [Murid betaherpesvirus 1]	False	0.989	267.0	3.794e-82												0	False	
NC_004065.1_134	NC_004065.1	NC_004065.1	134	207314	207502	-1	E																				0	False	
NC_004065.1_135	NC_004065.1	NC_004065.1	135	207623	208741	-1	D			YP_214150.1	YP_214150.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.951	745.0	7.974999999999999e-243								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_136	NC_004065.1	NC_004065.1	136	208814	209983	-1	D			YP_214151.1	YP_214151.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.922	752.0	6.063e-245								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_137	NC_004065.1	NC_004065.1	137	210241	211377	-1	D			YP_214152.1	YP_214152.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.983	786.0	6.191e-257								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_138	NC_004065.1	NC_004065.1	138	211587	212804	-1	D			YP_214153.1	YP_214153.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.953	813.0	1.084e-265								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_139	NC_004065.1	NC_004065.1	139	213138	213431	1	E																				0	False	
NC_004065.1_140	NC_004065.1	NC_004065.1	140	214434	215567	-1	D			YP_214155.1	YP_214155.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.985	785.0	1.109e-256								MHC class I-like protein M157 [PF11624.11]	VOG05959	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_141	NC_004065.1	NC_004065.1	141	215776	215925	-1	E																				0	False	
NC_004065.1_142	NC_004065.1	NC_004065.1	142	215895	216884	-1	D			YP_214157.1	YP_214157.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.963	669.0	2.758e-217								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_143	NC_004065.1	NC_004065.1	143	216932	218002	-1	D			YP_214158.1	YP_214158.1 Member of MGP family m145 [Murid betaherpesvirus 1]	True	0.97	729.0	1.54e-237								MHC class I-like protein M157 [PF11624.11]	VOG05444	REFSEQ Member of MGP family m145; Xu	Xu	0	False	
NC_004065.1_144	NC_004065.1	NC_004065.1	144	218170	219366	-1	E			YP_214159.1	YP_214159.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.97	815.0	1.618e-266									VOG24891	REFSEQ e159; Xu	Xu	0	False	
NC_004065.1_145	NC_004065.1	NC_004065.1	145	219598	220524	-1	E			YP_214160.1	YP_214160.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.98	639.0	2.5990000000000003e-207									VOG05353	REFSEQ pr160; Xu	Xu	0	False	
NC_004065.1_146	NC_004065.1	NC_004065.1	146	220472	221095	-1	E			YP_214161.1	YP_214161.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.987	434.0	3.497e-138												0	False	
NC_004065.1_147	NC_004065.1	NC_004065.1	147	221186	221665	-1	E			YP_214162.1	YP_214162.1 Putative membrane glycoprotein anchor [Murid betaherpesvirus 1]	False	0.905	302.0	1.105e-93												0	False	
NC_004065.1_148	NC_004065.1	NC_004065.1	148	221875	222414	-1	E			YP_214163.1	YP_214163.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.946	358.0	1.862e-112												0	False	
NC_004065.1_149	NC_004065.1	NC_004065.1	149	222366	223283	-1	E			YP_214164.1	YP_214164.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.986	636.0	1.4959999999999999e-206									VOG05294	REFSEQ e164; Xu	Xu	0	False	
NC_004065.1_150	NC_004065.1	NC_004065.1	150	223280	224278	-1	E			YP_214165.1	YP_214165.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.945	660.0	3.256e-214												0	False	
NC_004065.1_151	NC_004065.1	NC_004065.1	151	224413	225561	-1	E			YP_214166.1	YP_214166.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.982	794.0	1.875e-259									VOG08624	REFSEQ e166; Xu	Xu	0	False	F
NC_004065.1_152	NC_004065.1	NC_004065.1	152	225779	227089	-1	E			YP_214167.1	YP_214167.1 Putative membrane glycoprotein [Murid betaherpesvirus 1]	True	0.971	893.0	7.731e-293									VOG24892	REFSEQ e167; Xu	Xu	0	False	F
NC_004065.1_153	NC_004065.1	NC_004065.1	153	227920	228465	1	E			YP_214168.1	YP_214168.1 hypothetical protein MuHV1_gp159 [Murid betaherpesvirus 1]	True	0.922	351.0	3.189e-110												0	False	F
NC_004065.1_154	NC_004065.1	NC_004065.1	154	228310	228708	-1	E			YP_214169.1	YP_214169.1 hypothetical protein MuHV1_gp160 [Murid betaherpesvirus 1]	False	1.0	291.0	3.914e-90												0	False	F
NC_004065.1_155	NC_004065.1	NC_004065.1	155	228743	228976	-1	E																				0	False	F
NC_004065.1_156	NC_004065.1	NC_004065.1	156	229339	230046	-1	E			YP_214170.1	YP_214170.1 hypothetical protein MuHV1_gp161 [Murid betaherpesvirus 1]	True	0.981	488.0	1.21e-156									VOG02944	sp|Q6TVP7|V073_ORFSA Protein ORFV073; XpXs	Xs;Xp	0	False	VF
